label,Anatomy,,,Isomap-theta-123,,,Isomap-theta-dist-123,,,Q,Close-To-Center-Clustering,Close-To-Center-Distance-Clustering
575,-43,2,-15,9.687431643,10.65848696,34.23872768,-4.1143296,-3.755783042,1.596197091,2,2,2
576,-20,25,62,-34.47067425,-10.69257068,-27.75274366,9.094074303,3.007680847,-3.228369892,1,2,2
577,-7,48,-1,-38.07295571,-12.15633583,6.732862074,7.159825908,-3.171006985,-0.33589994,1,2,2
578,-6,-63,-17,-1.356691625,39.71835641,6.876294895,-3.549018334,-2.637164723,-3.345990304,4,2,2
579,14,-96,-4,10.80756788,46.17044231,-20.30792498,-2.381820088,-2.462644283,-4.16449119,4,2,2
580,12,-36,-39,-26.85854761,16.25596494,-10.09699748,5.043698352,-0.023682815,-2.510223435,1,2,2
581,-45,6,-41,-38.40742,-9.016496823,23.14878818,6.906194214,-2.433275235,2.277064149,1,2,2
582,55,-54,1,27.52987247,13.35661478,-19.35903636,-4.863596242,2.684718791,-3.991071282,4,2,2
583,3,-17,-26,-24.54719909,1.314173025,13.46672445,5.004789881,-0.836280188,1.346590087,1,2,2
584,27,23,48,-32.23019595,-21.1208684,-10.73993454,6.335329585,1.641719983,3.413347161,1,2,2
585,-6,31,37,-22.66459931,-3.440620576,-1.296819133,3.617727631,0.263422103,1.145845758,1,1,2
586,-15,71,15,-36.98371458,-3.64381387,-16.001924,8.787776918,2.768135838,-0.075697212,1,2,2
587,12,-48,49,-20.66905124,14.53366759,20.09148513,3.176822659,-6.52925457,-0.817125411,1,2,2
588,36,42,-13,-6.058838673,-35.29256253,-25.04531791,1.767656065,2.957413415,2.975030527,3,2,2
589,45,-14,43,30.76871801,-24.34771971,5.719907654,-6.043708088,-0.171991444,3.828306844,2,2,2
590,36,0,-25,-20.12165359,-3.339601364,27.62138347,2.499549001,-3.003289836,2.882420212,1,2,2
591,-25,-84,-2,0.510090448,50.23130166,-10.73612319,0.845165704,-4.054376635,-4.612780856,4,3,2
592,36,-39,-8,-4.649698286,29.8432757,7.345104023,-0.345514303,-3.743206486,-2.131726615,4,2,2
593,-60,-45,1,-11.52709974,1.722340121,-1.143865709,2.676853946,-0.386593994,1.250299702,1,1,2
594,-11,-43,75,53.67580917,-8.983503575,3.032445274,-8.768858985,0.330338017,1.036486567,2,3,2
595,-4,43,40,-27.4433969,-13.06253199,-5.803320873,5.601996611,2.082790509,1.526446351,1,2,2
596,44,47,5,4.291061326,-17.37205558,-36.02090884,0.378710097,7.918772742,-0.727089329,3,2,2
597,-44,-38,44,4.775220553,-5.979109349,-46.88824385,-2.395253931,7.15062727,-3.470856913,3,2,2
598,63,-51,23,-11.19764738,9.150517614,14.56071282,2.1138048,-5.591415618,1.643266075,1,1,2
599,-4,40,-3,-39.08557741,-20.70881125,15.72816165,5.010104061,-0.687013073,4.368548937,1,2,2
600,-63,-22,17,39.45136161,-14.75647569,3.840495095,-9.135021915,2.939609835,1.637859905,2,2,2
601,7,-41,27,-39.19913606,-2.02792017,2.480925588,9.684923736,-0.698203486,-0.569866187,1,2,2
602,-9,5,17,-12.99677894,-13.90872441,-5.129372112,4.259554886,0.313858829,1.726390224,1,2,2
603,63,6,20,38.53462339,-16.84648182,5.312674127,-8.738297335,0.439300787,2.293683939,2,2,2
604,-56,2,-9,13.55429207,-1.139659746,37.40693795,-3.263432511,-4.954272986,2.974095541,2,2,2
605,-51,8,43,38.03500386,-0.532410125,-4.557703002,-7.728835863,-0.207946719,-0.654315008,2,2,2
606,7,-15,-3,-1.435621284,-3.254492285,11.28778553,-1.528065689,-0.206937127,1.645077907,2,1,1
607,-4,8,42,38.36210944,-7.807558446,-0.244893895,-8.551615137,0.203774739,1.007458239,2,2,2
608,26,6,-39,-30.03938674,4.63490473,20.79577645,4.352061652,-1.347470195,0.705426232,1,2,2
609,-44,-45,27,-27.63506021,8.690217693,2.363096549,4.590805482,-1.749537365,0.738245049,1,2,2
610,39,46,37,7.44363876,-29.62642189,-29.95352424,-1.434321927,4.55373234,1.445162016,3,2,2
611,-63,-21,-14,-42.7857188,-8.694050813,-12.62578404,9.407618123,2.163728925,-0.583104274,1,2,2
612,-35,-52,-9,1.757236084,42.44726768,6.650082774,-1.990191876,-4.646403782,-3.720500099,4,2,2
613,66,-20,14,32.73013447,-12.56113997,16.63731006,-7.536892339,-0.688896548,2.341264008,2,2,2
614,-4,14,-16,-25.86545822,-20.141417,26.46993993,1.99116157,-2.056763267,3.522354914,1,2,2
615,32,25,9,29.98762979,-16.06404165,-18.9869718,-4.75192678,3.104281447,-0.199797304,3,2,2
616,-18,30,52,-40.91207858,-3.328344693,-3.792878076,7.358255098,0.553951322,0.089499185,1,2,2
617,-34,-35,58,49.36970224,-6.35335422,1.319326581,-9.873178622,0.232457427,0.886969779,2,2,2
618,57,-66,22,-14.90620546,18.52460627,18.75521467,5.985398053,-5.774939222,-1.016102361,1,2,2
619,0,-68,30,-18.51256493,14.89795402,18.75910854,6.282551198,-3.826348681,-0.513370281,1,2,2
620,18,46,-18,-20.17772197,-35.45924553,5.943990308,0.783159224,1.014297616,3.981721124,1,2,2
621,57,-35,51,16.01857053,-19.45249076,-36.4672746,-2.826839157,8.533142895,-1.198400463,3,2,2
622,-41,-18,22,31.63528239,-11.2909833,23.8875446,-3.587700198,-1.277173524,3.853795104,2,2,2
623,4,-34,-27,-21.79493462,8.432820453,15.64660103,2.978615756,-1.585783824,-1.636769926,1,2,2
624,-18,-16,72,43.48313095,-22.46895492,11.60280827,-9.328113772,0.631512895,2.629079564,2,2,2
625,53,15,-25,-23.66498628,-5.309058082,38.94596431,5.847426776,-5.777110191,1.960149759,1,2,2
626,10,-38,75,48.44707835,-19.66877923,7.949070123,-6.041289372,-0.786032435,2.276658721,2,2,2
627,40,-21,9,23.25401308,-3.272713499,36.35064829,-4.234026557,-3.327926801,3.439578798,2,2,2
628,-48,-5,54,43.20696642,-14.44814387,5.567112066,-9.213174813,-0.348963827,1.851118023,2,2,2
629,42,-75,-24,-28.97869803,30.07921721,-29.66709501,6.092447451,-0.137811543,-6.042617726,4,3,2
630,-17,-93,-6,-0.425526575,56.0826954,-13.64329419,-0.024046552,-2.206894787,-4.541598154,4,3,2
631,12,51,20,-33.48702511,-18.65555713,7.078871104,8.30495239,-0.363288659,2.769548494,1,2,2
632,14,-5,69,35.74335555,-24.56999532,7.022518096,-7.421607061,0.082903835,2.981852552,2,2,2
633,-3,-12,11,-8.996858339,1.991309444,-3.236181969,1.145261973,0.015629264,-0.242430012,1,1,1
634,21,-72,29,8.533429553,38.75631224,18.95774514,-2.016598832,-5.477859622,-1.982949558,4,2,2
635,-45,27,-4,5.056017937,-19.13055914,-6.667445079,-0.710810292,2.795450769,2.412310725,2,2,2
636,-5,31,-21,-19.92683611,-30.01588885,5.394736634,0.735049278,0.170637031,4.259398625,1,2,2
637,7,29,63,-36.96497007,-21.81087122,5.51846237,10.81676672,2.833035185,0.102602526,1,2,2
638,-20,48,32,-5.778546177,-15.55518364,-3.157167486,0.42519922,0.853999648,2.387574251,1,1,2
639,62,-34,-21,-6.724942599,-31.60348927,-17.98870434,2.284875411,4.850302409,1.898680122,3,2,2
640,15,-79,-17,-13.45077217,37.23189328,-39.34991352,3.221229618,0.649905361,-7.745888964,4,3,2
641,-3,-33,76,50.12740724,-21.96147707,8.366693165,-8.902225857,-0.363064523,1.932029075,2,3,2
642,48,-52,-29,-8.207598485,39.49546344,-19.54019168,1.958783762,0.487754848,-5.374522095,1,2,2
643,28,-63,60,40.83457475,9.927114893,-26.81323408,-8.236914955,2.12645574,-4.827506951,4,2,2
644,-33,24,2,29.63553622,-9.343735259,0.922421778,-5.803988596,2.647817698,1.346775528,2,2,2
645,30,-1,6,6.579656688,-19.60024194,14.11625228,-1.313967189,1.358588955,2.801438121,2,2,2
646,4,-91,4,24.28348349,36.0448907,4.931060649,-3.017344473,-2.256461112,-2.656280771,4,2,2
647,-43,-73,24,3.606705799,32.03841712,7.699713258,-0.45587155,-4.740720457,-3.634326321,4,2,2
648,54,25,29,-22.12803026,-29.72129138,-7.663847367,5.755815296,4.500271243,2.520958969,1,2,2
649,-7,57,-19,-25.45897077,-29.66798114,8.674969415,4.446122147,-1.694527732,3.949338249,1,2,2
650,45,-66,45,-45.66310198,-6.539354067,-23.29618484,12.29338667,3.510839975,-1.84009798,1,2,3
651,24,12,61,17.49244191,-11.95260883,-20.73507965,-2.732536357,3.58869779,0.786622817,3,2,2
652,59,2,-30,-36.74132134,-6.428647091,28.17079377,7.870824758,-2.577832204,2.361642108,1,2,2
653,-9,54,45,-40.86802676,-14.96307889,2.920270706,10.589973,0.701441233,0.144221697,1,2,2
654,-42,-65,11,7.815414092,36.0149153,11.27779181,-1.466486127,-5.47859091,-4.141876695,4,2,2
655,-30,-14,3,12.84384779,-6.47116882,18.38943215,-3.740182919,-1.760164039,1.150141579,2,2,2
656,24,-13,-26,-24.79509769,-0.767585975,23.96868468,4.579630761,-1.442615565,1.994360996,1,2,2
657,-54,-55,31,-34.71631235,-0.081118229,-2.339999306,8.880232301,-0.571535886,0.192230532,1,2,2
658,-2,-28,-4,-11.45713077,15.38596761,18.49179059,-0.885124148,-1.570179199,0.492702319,4,2,1
659,51,-40,17,8.138051199,5.593922563,38.34260508,-1.072295245,-5.186233101,2.377833844,2,2,2
660,-14,13,-22,-16.33493501,-7.15443403,6.868613156,1.250263286,0.316092133,2.799833789,1,2,2
661,66,-10,-5,-17.77056361,-5.852928786,39.96552662,4.022622156,-6.16338032,1.727880882,1,2,2
662,20,46,48,-41.57721734,-19.40050689,9.664762864,11.7799782,-2.040059531,-0.01973116,1,2,3
663,47,-48,57,-0.922774236,-23.03676945,-43.26872381,1.350945585,8.818581573,-1.176095971,3,2,2
664,-15,-71,-24,-30.14578299,34.08688879,-27.24916946,7.063521437,1.515956352,-7.280276145,1,3,2
665,-35,22,-30,-34.31502573,-1.720656452,35.14525076,6.198360791,-4.678387445,2.005428059,1,2,2
666,-63,-22,2,13.34633226,-19.53680775,38.26109509,-2.724834327,-2.9295955,4.587878926,2,2,2
667,37,38,33,7.370582294,-24.42584624,-29.3834318,-3.179323503,4.857027204,0.224770815,3,2,2
668,16,-9,20,-9.079139307,-6.347125684,-13.41555699,0.150086301,2.141563215,0.009071298,1,1,1
669,55,-27,-3,-26.59478498,-20.45389411,20.36859365,5.529161649,-1.155272378,4.478018329,1,2,2
670,5,30,21,1.373363031,-21.83418521,1.64156435,0.273644405,0.937735273,3.127570449,1,2,2
671,11,25,-2,-36.47696465,-8.298655933,7.133691761,4.161310331,-1.118128728,1.703828197,1,2,2
672,52,-39,28,32.91820388,-20.03684282,9.055451901,-5.297854322,0.635084743,2.695249013,2,2,2
673,-38,3,18,28.20829518,-14.75374814,5.476230132,-4.743926961,0.612483858,2.588824956,2,2,2
674,-55,-59,8,12.51868732,20.28666091,11.64177052,-2.800892314,-5.182529955,-1.428398499,4,2,2
675,46,19,-33,-37.19702977,-3.699178958,32.58662604,8.484006014,-4.340134738,1.644765783,1,2,2
676,-42,-17,60,41.24677094,-26.16999725,13.12194907,-8.750653218,-0.781497393,3.746802363,2,3,2
677,12,-61,43,-31.99996124,12.77877033,-0.147115987,11.13598303,-2.797889721,-0.145686911,1,2,3
678,-48,-47,-24,0.107524005,24.15157517,-26.3959915,-0.881552935,2.248633102,-5.134708247,4,2,2
679,41,7,39,-3.235216182,-19.35557359,-16.09998476,2.426364237,2.839051362,1.390211004,3,2,2
680,63,-13,-26,-41.84620142,-16.77886521,10.13285792,8.682302795,-0.992103816,3.814824597,1,2,2
681,30,-7,-5,7.142124875,-12.57400952,11.65620736,-0.890751773,0.589928348,2.456179122,2,2,2
682,-42,13,53,-12.5697078,-1.151692761,-41.19852475,4.224699994,4.291953745,-0.131117101,3,2,2
683,9,8,71,-7.705388279,-29.42413792,-5.929736541,3.222419748,2.049671471,4.083047321,1,2,2
684,27,-94,-3,-0.588749389,30.11178999,-13.99662533,0.11400719,-4.099780979,-3.024512423,4,2,2
685,19,-68,42,2.139177821,15.15833383,-31.63003601,0.214977578,1.676039683,-3.528626642,3,2,2
686,45,-52,-6,15.18294938,27.8260096,0.287755698,-2.083898479,-0.893760176,-3.161047429,4,2,2
687,-4,41,-16,-17.01290445,-33.70673559,13.31672348,-0.06709125,-0.302994976,3.943535796,1,2,2
688,32,10,12,22.82490473,-18.40894802,2.45204497,-4.265025817,0.928901735,2.547400371,2,2,2
689,-51,24,27,20.9522936,-1.114351481,-16.38679213,-4.186520787,1.885424806,-0.30566309,3,2,2
690,-5,-41,32,-32.92112246,5.367334091,0.662507565,9.57114073,-1.366256993,-0.77264536,1,2,2
691,-60,0,25,42.75212621,-26.45692574,13.48021907,-7.682044094,0.302750252,4.437841794,2,2,2
692,30,37,-9,-7.713438157,-33.60619696,-9.749759927,1.635824522,2.655525816,3.266631647,1,2,2
693,58,-42,-6,-16.49611272,-23.46095066,-17.25254797,4.461823486,5.45872146,1.237820043,1,2,2
694,-8,-44,61,46.61724858,3.965987978,5.92670259,-10.21617121,-0.154819695,-0.92151619,2,2,3
695,0,-22,66,39.51860757,-22.90635793,16.06144606,-7.680621232,-0.170372449,3.787010345,2,2,2
696,-43,53,0,-0.723169579,-17.18720619,-42.38873511,-0.826320529,8.718910985,-2.286754653,3,2,2
697,-27,63,10,-27.97223596,0.137042373,-14.21254709,6.653346636,1.362799354,0.859172683,1,2,2
698,53,-27,42,32.86819313,-9.951318791,-13.84675022,-6.875291511,3.169072609,0.913224959,2,2,2
699,-51,-42,-1,-10.92802539,19.82653036,20.8270256,3.051909414,-2.368192422,0.695959759,1,1,2
700,-28,-31,-11,0.723569182,40.7897674,15.60254591,-2.346505697,-4.938994464,-2.20787113,4,2,2
701,9,42,8,-35.94873858,-13.94557009,13.95020408,5.995386089,-3.04233771,2.04342856,1,2,2
702,30,35,53,-39.68593867,-10.97928713,-12.57760058,12.33595769,3.797967695,-0.346081417,1,2,3
703,32,-63,-8,10.14141022,46.64160089,8.448772033,-2.744649547,-2.84613033,-4.161707846,4,2,2
704,-49,-43,43,-18.40179782,-4.671311133,-42.25271028,4.59519523,6.820010585,-3.118210692,3,2,2
705,-13,40,55,-39.26591225,-12.69752905,-10.88230822,9.952980689,1.314714057,-0.754978005,1,2,2
706,-7,-47,-32,-22.84358186,25.9937761,-0.197840297,4.863692144,-1.033733303,-2.570362524,1,2,2
707,36,-29,-26,-13.11199033,10.24742499,0.443233877,-0.415048839,-0.548791562,0.357582413,3,1,1
708,-44,-24,9,-2.335571113,-4.633379738,39.64711528,0.656161492,-3.829310733,3.610300054,2,2,2
709,-30,-79,32,3.460055731,40.08465581,-15.80616479,-0.779261958,-2.899720075,-7.234858126,4,2,2
710,0,54,44,-41.72217699,-18.75299483,4.898856697,12.08855297,1.955160491,1.31128135,1,2,3
711,-44,-54,54,-17.39356843,-4.269081519,-46.13263983,4.323568034,7.791361509,-2.189971845,3,2,2
712,42,-10,6,23.43437624,-13.45820188,29.31349212,-4.082030415,-1.666864099,3.618822173,2,2,2
713,-3,-55,15,-19.31428253,17.10936363,33.28774348,4.224596293,-6.213529804,0.373676572,1,2,2
714,-45,-3,-30,-30.55684146,2.271698779,22.62686364,5.016229872,-1.631881512,3.328935945,1,2,2
715,48,-62,9,7.811296929,31.9489799,16.24960477,-1.602120561,-5.345959265,-1.934528582,4,2,2
716,38,-21,66,37.39300572,-27.11070646,14.13189292,-5.378573923,-1.234254203,4.018470034,2,2,2
717,-5,3,51,43.19065029,-6.987623812,-1.845605011,-9.067097317,0.695984574,0.392765109,2,2,2
718,2,1,35,26.5627064,-15.9550184,3.534167715,-2.333848106,0.385302395,2.792971838,2,2,2
719,34,-83,13,7.280730927,52.19801894,-17.54583209,-1.569217852,-3.120697496,-5.771813172,4,3,2
720,16,-21,-1,2.632523554,2.243976024,16.73124832,-2.291846561,0.032878598,3.668860713,2,2,2
721,38,-24,16,24.24527559,0.124726019,43.59282546,-4.009757021,-3.884973302,3.390495346,2,2,2
722,-23,15,-36,-22.52438441,2.493401609,21.92152712,5.665735917,-2.677439546,0.649887225,1,2,2
723,-37,36,-12,-31.97331492,-21.15795643,16.42526329,4.640837173,-0.61155298,4.211690364,1,2,2
724,34,20,59,-34.30990225,-16.91934899,-19.14748229,8.613912933,5.244628075,0.352546839,1,2,2
725,27,67,-5,-25.70192967,-24.31932741,-23.45685197,4.665143279,2.506161604,3.885507139,1,2,2
726,-33,1,49,30.21593905,7.23089574,-12.97908011,-6.135958381,-0.242759484,-2.723065866,4,2,2
727,6,-30,49,19.52403522,-20.82912188,5.923501539,-1.240969004,0.210279531,3.465452766,2,1,2
728,67,-26,17,35.32537988,-8.62134477,14.95798014,-8.633929879,-0.633361663,1.78292615,2,2,2
729,-33,54,-3,-18.82927983,-21.29668806,-25.42591411,5.085977235,5.500164973,0.314430374,1,2,2
730,9,36,60,-40.77741393,-21.32931129,-2.578879476,10.50851738,1.496203505,0.871104502,1,2,2
731,54,36,2,-20.10574401,-30.29285623,-16.87855813,4.72808842,4.553368766,2.560454489,1,2,2
732,-23,-50,69,49.99681634,0.774580656,-14.00064611,-10.45227538,3.01773655,-0.982985955,2,2,3
733,0,43,25,-30.60676228,-14.3822362,-5.83228692,6.583963838,0.118900067,2.676481042,1,2,2
734,-30,-51,-31,-24.94661412,32.35495231,-26.71544933,4.949794253,2.051328775,-4.896730947,1,2,2
735,-54,15,29,39.62879827,-4.299761838,-18.16564978,-8.721275929,4.169981713,-1.964513515,2,2,2
736,-21,-84,-19,-19.21650503,40.50350877,-36.82359629,5.03512776,-0.198295445,-6.336186846,4,3,2
737,32,-28,-19,-12.95774009,20.76873468,23.1009689,0.575141135,-3.902098409,0.89007398,1,2,2
738,10,-77,42,11.70027545,29.9596042,-6.830579715,-2.376656633,0.355801837,-3.713858121,4,2,2
739,-49,12,-8,42.02968228,-12.24077241,13.00073686,-9.543006661,1.655431892,2.437027901,2,2,2
740,53,3,50,7.890255968,-39.33326085,9.163681153,-1.215182503,1.165740858,3.541448907,2,2,2
741,-5,-60,52,-1.065316612,23.00610188,0.839222377,1.574990827,-4.902642792,-3.096252091,4,2,2
742,-13,3,-5,9.960249853,10.31440986,25.70852648,-2.123099883,-2.666644262,1.315907564,2,2,2
743,-19,-62,6,18.46821092,45.57323023,15.00429689,-7.135102341,-3.788314381,-2.750732992,4,2,2
744,-60,-5,-3,21.47413649,-8.033040643,33.61741855,-4.318263296,-3.35301982,3.61877552,2,2,2
745,55,-22,26,40.88020139,-18.56783857,9.38108879,-8.372968112,1.507487624,1.810575305,2,2,2
746,14,21,59,-22.05529635,-28.12918305,1.698034064,4.391836448,0.60662387,4.411228876,1,2,2
747,19,-22,16,-3.114972936,9.011973358,0.002744742,-0.19162295,-0.340452471,-0.499871979,4,1,1
748,-2,-90,9,19.58503423,30.99446373,-1.525958619,-2.789766774,-1.910147977,-2.640884678,4,2,2
749,-2,23,30,33.62815258,-13.72485182,-2.025816333,-4.499947158,0.982967215,1.179443881,2,2,2
750,22,18,-21,-12.48153765,-14.63578491,10.25438801,0.732159724,-0.862864507,2.16167348,1,1,1
751,11,60,-17,-35.30821329,-18.06950011,14.0962139,8.168159629,-1.910582595,2.81554037,1,2,2
752,29,-84,21,22.63664806,50.19624534,-5.537246136,-4.146627936,-3.231476387,-5.307209429,4,3,2
753,-27,42,40,-9.421212338,-4.164118543,-19.18825274,1.220023591,0.940228846,0.427980873,1,2,1
754,66,-17,-2,-12.30071144,-10.48219234,37.29896697,5.315651412,-4.105630654,3.259457037,1,2,2
755,-22,67,-4,-19.37700418,-12.3761878,-17.88491626,3.402466872,3.375100235,0.306314304,1,2,2
756,-54,-42,-22,16.73978751,7.522374387,-34.06103788,-2.850302566,4.78874658,-1.666799255,3,2,2
757,11,-61,9,-8.181113563,35.34615687,24.21478218,-0.037290791,-6.029844092,-0.94562733,4,2,2
758,-7,-21,-20,-4.356380985,23.22266522,15.53060221,-0.270594582,-1.81393868,-1.482031803,1,2,1
759,56,-6,-36,-42.6558312,-10.63700601,10.97241085,8.78237832,2.089396926,2.23947831,1,2,2
760,-60,-45,15,1.054695884,14.29079949,21.05614831,-0.156516081,-5.399451589,0.442249314,4,2,2
761,12,57,42,-42.20862385,-19.28372297,9.844142103,11.83242766,-1.374336633,2.040876311,1,2,3
762,-60,-16,35,40.58386179,-10.73002006,-7.901966273,-8.511369754,2.821084215,0.701748972,2,2,2
763,63,-43,36,6.797152551,-25.94586809,-21.27571775,0.290316071,4.837512102,1.947160834,3,2,2
764,-23,-64,41,13.01273561,22.96859363,-29.74970114,-2.803400957,0.908891211,-6.845915004,4,2,2
765,-3,3,11,-11.67792731,-8.974383321,4.448486253,2.117999933,0.231750618,1.934033115,1,1,2
766,56,-28,53,31.07865777,-20.75332021,-19.40842415,-5.523240279,6.278512872,0.491035271,2,2,2
767,46,24,24,-20.74652212,-27.54169209,-2.432209685,4.767239927,0.475426317,2.810346575,1,2,2
768,-36,16,40,-27.74490284,-3.520142069,-18.63371009,6.563442857,0.346678459,2.088821343,1,2,2
769,29,-69,52,6.818714549,8.465040478,-39.39960808,0.069296372,5.547526836,-3.273398395,3,2,2
770,15,-39,6,-14.17892111,25.62115663,35.49138849,1.769220601,-4.118557966,0.69659453,1,2,2
771,-32,-8,-23,-12.93040187,15.32999853,29.11764263,2.301666191,-2.708871442,0.972247551,1,2,2
772,-23,-86,20,27.81958376,44.99455334,-9.756446969,-3.891805707,-3.340536256,-6.176067704,4,3,2
773,17,-30,69,32.88229695,-24.43267014,16.44821062,-6.206349727,-0.565402208,4.389376627,2,2,2
774,41,24,54,-36.16192271,-22.19848478,-7.478192113,11.72274361,3.964375924,-1.763799574,1,2,3
775,24,-4,-38,-28.23438958,1.309219361,15.60782441,4.424516645,-1.376331579,1.152151088,1,2,2
776,-55,19,14,23.41037392,-12.31534102,-7.908824556,-6.130528307,3.195148439,0.464005891,2,2,2
777,-17,-69,-3,20.40693099,48.38029562,4.630464096,-6.12425529,-3.223918068,-4.392106815,4,3,2
778,-39,57,-5,-20.41927915,-14.79520765,-36.5433585,3.953058747,7.772894032,-2.137641737,3,2,2
779,44,-59,34,-40.66330928,-7.137294684,-9.943858913,12.50463031,2.114925643,-1.070491059,1,2,3
780,-26,-9,-39,-17.93964627,2.742058123,6.042727667,2.325463362,-1.183941678,0.306231621,1,2,2
781,-7,61,21,-41.61541961,-7.42258799,6.201029162,7.913565021,-2.990697527,1.44514647,1,2,2
782,24,-77,-6,15.99264613,48.02076232,-7.406223896,-4.161428859,-1.707462444,-3.050730009,4,3,2
783,41,-21,-15,-9.484051035,10.08333675,24.46217944,0.765098246,-2.983137773,0.526372249,1,2,2
784,-58,-44,40,-29.19237867,0.535110697,-22.53819014,6.749826838,4.744553788,-1.114313955,1,2,2
785,56,20,34,-17.1540661,-27.73269118,-16.80336841,5.65978164,5.836684999,1.693977709,1,2,2
786,-42,38,35,1.697464871,-9.892344663,-46.18560429,-0.085138131,7.417319386,-2.109166489,3,2,2
787,43,5,-42,-26.48665214,0.92045108,19.30449273,5.487115744,-1.893915999,1.45210778,1,2,2
788,-41,-7,41,46.90162619,-10.54356415,7.079846802,-8.820898797,-0.552263998,1.292947571,2,2,2
789,45,23,12,-3.229909586,-23.4751885,-14.12551679,0.086130308,2.098227922,3.3776496,2,2,2
790,-27,-8,7,24.85628541,-6.477820421,6.347322105,-3.305186142,0.135311325,0.662781193,2,2,2
791,36,-80,-15,-3.627844761,50.40368543,-19.99571641,-0.169174255,-2.973523676,-5.698594653,4,3,2
792,62,-23,-24,-26.83632112,-12.37177714,-7.197931899,4.843549808,0.849780943,2.114957829,1,2,2
793,-14,-37,75,45.86632976,-15.31966755,14.37123122,-7.406971423,-1.071359651,3.133388753,2,2,2
794,-8,-35,6,-5.393950701,25.11416307,32.40916275,0.003828025,-4.046548072,-0.579879265,4,2,2
795,29,-33,3,-9.500723688,32.39610288,27.08168785,0.621887461,-3.576589336,-1.482707473,4,2,2
796,-2,-45,21,-33.6327014,12.64899211,19.40607655,7.050478508,-4.181376476,-0.088399475,1,2,2
797,26,53,28,-23.1732425,-31.07861977,0.436094439,6.377874785,1.051375394,3.923323367,1,2,2
798,51,5,-24,-24.64119055,-2.824289047,39.3518418,4.921126848,-4.376279454,2.434760388,1,2,2
799,63,-54,2,3.883697281,-1.530761806,-24.11830922,-0.700125864,4.103801482,-0.880779819,3,2,2
800,-35,-38,-21,0.537264471,36.34783254,6.859072239,-1.747685184,-4.381132698,-2.870411925,4,2,2
801,-52,-36,17,19.27823861,18.15599173,24.11507827,-5.065431201,-4.992697348,-0.141042873,2,2,2
802,17,-57,59,39.06282061,14.18535878,-16.7709234,-8.682777337,0.752358897,-3.545713567,2,2,2
803,26,-12,65,37.41310529,-24.67879912,-0.278697326,-7.526359164,0.633683701,2.795956845,2,2,2
804,-6,55,13,-42.91554285,-11.09930995,14.21919855,9.513378089,-2.379766289,1.276410232,1,2,2
805,5,-72,-20,-20.33364744,37.23148493,-31.90008147,2.964309057,0.167637622,-7.584278484,4,2,2
806,-39,-3,12,33.08201863,-9.378644007,21.04374281,-7.4309178,-1.465114341,2.873013085,2,2,2
807,-15,20,66,-36.52475326,-8.279678387,-30.26012975,5.623746875,3.692335186,1.040881112,1,2,2
808,-15,-46,-23,-24.66628019,25.77514091,2.781394681,2.738898833,-0.947298047,-2.757221509,1,2,2
809,-16,-29,73,42.87333936,-23.16212099,11.2956489,-8.841049044,0.47436981,3.067469241,2,3,2
810,-48,-24,57,48.49426423,-18.71375001,11.33558649,-9.344720043,2.388934892,1.285256976,2,3,2
811,9,26,-21,-25.56014837,-30.40599836,16.60576539,4.078992788,-2.646969249,3.706327754,1,2,2
812,-38,12,-40,-39.23558363,4.552081432,21.24708864,8.015751236,-2.328959004,1.577996796,1,2,2
813,45,-78,-10,2.599319103,40.06885921,-7.063200907,-0.688705366,-4.192927974,-4.097555099,4,2,2
814,2,4,52,44.09750311,-14.60323911,-3.833674784,-10.4916822,1.667461632,1.658540858,2,2,3
815,12,-58,-31,-12.7043094,18.94619163,4.046221282,2.773261199,-0.492906736,-1.93975474,1,2,2
816,42,-7,-29,-33.29801905,5.934818021,21.49508429,4.694904579,-2.573826959,1.603776596,1,2,2
817,-13,40,-17,4.825956365,-38.86525251,0.65784108,-1.87995116,1.301855776,3.712307426,2,2,2
818,30,54,36,-29.86668825,-26.06639626,-6.557439645,6.863584556,1.921356003,3.018689743,1,2,2
819,31,-39,70,48.24238686,-18.87390872,5.333378623,-9.893897687,2.329155265,0.402947652,2,2,2
820,-38,-72,12,7.659515673,47.98470537,3.036885584,-2.177078033,-4.891261298,-5.410622954,4,2,2
821,-40,39,13,34.0251999,-5.161344403,-29.39090192,-5.335478924,4.040763904,-1.996888528,3,2,2
822,-63,-31,6,-2.240623229,-0.382984275,24.11336868,0.137978555,-4.722809494,3.284708547,2,2,2
823,40,33,2,-1.749884315,-22.02229524,8.618520698,0.532902414,0.477276733,3.999275535,2,2,2
824,13,10,8,-8.733656024,-18.44199835,3.92983697,2.235106375,1.632600764,2.620717856,1,2,2
825,-36,-69,41,-38.65031284,13.83357594,-26.57406903,7.985912732,2.718134857,-5.931351879,1,2,2
826,-7,-70,24,1.205759515,39.96699874,18.63641065,-2.47642499,-5.515081718,-3.089036776,4,2,2
827,11,-26,39,3.423248205,-9.159705357,3.864582085,-1.465140361,-0.681728823,0.950702637,2,1,1
828,-28,60,23,-15.75425464,-15.9726118,-12.24786019,5.277309773,0.858624121,1.756596684,1,2,2
829,24,-23,72,36.89946418,-27.34397174,9.656801712,-5.998260875,-1.531712751,4.134921312,2,2,2
830,38,60,13,-0.821165182,-20.15998459,-35.34750733,0.589439229,6.854141659,-0.739611253,3,2,2
