label,Anatomy,,,Isomap-theta-123,,,Isomap-theta-dist-123,,,Q,Close-To-Center-Clustering,Close-To-Center-Distance-Clustering
1989,8,-44,-24,-15.3144006,16.9006406,5.222979749,2.614248168,-0.805522196,-2.369747158,1,2,2
1990,8,-61,60,-2.931591946,36.78916727,1.376509989,1.548663306,-3.388519973,-3.694502341,4,2,2
1991,-39,-35,52,39.15310966,-3.902486932,-25.88006299,-8.349564028,5.515983839,-2.506462933,2,2,2
1992,53,0,-40,-31.39011189,-1.90231767,17.2788765,5.654762672,-0.99487055,2.21231555,1,2,2
1993,-33,22,47,-25.97704741,-12.94013773,-23.32717797,8.041908821,4.942735978,0.153872003,1,2,2
1994,-28,18,-33,-29.0057453,1.925915021,31.12544015,6.193067651,-2.805979239,1.288116566,1,2,2
1995,8,-53,5,-28.08094072,27.51839639,33.62452679,3.338358784,-5.285524207,0.668702186,1,2,2
1996,27,-10,-40,-20.76178267,-3.16275256,-5.345827081,4.118620312,0.517073666,1.005478881,1,2,2
1997,1,-60,-42,-30.99703921,23.92057847,-27.1136796,6.371216453,1.174370362,-5.599389355,1,2,2
1998,20,-32,-12,-17.68081571,27.69483916,28.08736337,2.063944882,-2.796996485,-0.112086325,1,2,2
1999,-40,-4,0,28.57368065,-11.01757706,22.67783367,-6.979117662,-0.209162259,3.443511553,2,2,2
2000,-1,35,-7,-34.88226248,-18.45029237,15.67456769,6.408320108,-0.794636318,4.511182302,1,2,2
2001,-31,-51,44,11.71622639,12.24254814,-37.32422279,-1.357894963,4.418078779,-4.239514331,3,2,2
2002,-42,-78,9,11.5883321,46.2141345,6.598565175,-1.806214621,-4.857767318,-4.713249319,4,2,2
2003,-37,37,21,11.69489814,-12.82647167,-33.6566645,-2.675231567,4.237456053,0.204381628,3,2,2
2004,11,18,-21,-32.25141002,-20.06395959,18.8591018,4.799327422,-1.23651293,4.470322032,1,2,2
2005,54,-71,12,-2.427428169,22.36357076,23.08977942,-0.731513401,-6.466986202,-2.463326474,4,2,2
2006,3,-58,1,6.782395591,44.41964664,15.07861272,-2.591684461,-3.485290761,-2.624063521,4,2,2
2007,47,-24,11,18.27274362,-3.770147861,35.8962222,-3.537319459,-2.914558227,3.030643636,2,2,2
2008,-30,62,15,-9.586087234,-8.466707148,-16.14314996,2.80800474,0.952397227,0.164018991,1,2,2
2009,0,16,32,28.71393905,-20.57895668,-2.240666255,-5.489740006,2.0537212,1.608549172,2,2,2
2010,61,-36,4,-16.95295017,-7.420457672,29.53395412,5.359733868,-3.270394058,3.163997045,1,2,2
2011,-18,-61,13,14.05002099,44.43727591,17.29325354,-5.649973855,-3.838599886,-3.785589413,4,2,2
2012,52,-48,39,-38.95836058,-15.49777534,-22.84043227,9.687747221,4.999418901,-1.485735404,1,2,3
2013,2,-34,57,35.07859508,-10.99465146,5.310292808,-9.214657074,-0.163460279,1.97849676,2,2,2
2014,-26,44,30,24.83747531,-11.13883556,-9.140225186,-3.996035334,-0.621503187,1.088976967,2,2,2
2015,18,-56,24,-29.8669691,19.88208514,19.8793829,7.692151286,-4.687886445,-1.555210247,1,2,2
2016,15,-41,42,-34.18719922,2.930736216,8.463161726,8.387517995,-2.834859731,-0.873284143,1,2,2
2017,-33,-63,-21,-0.139715458,54.10085938,-20.80667529,0.30043422,-2.719864656,-6.683143504,4,3,2
2018,33,-55,-18,3.089706149,55.64481875,-8.835583452,-1.943152985,-2.560393118,-6.575542742,4,2,2
2019,51,48,2,-12.55036387,-24.13156707,-43.28062203,2.172098033,8.869964382,-1.368394324,3,2,2
2020,56,3,-34,-42.87460659,1.724598363,28.42551131,7.649540741,-1.541899239,2.489355466,1,2,2
2021,26,-93,4,8.113812432,46.01787361,-8.687444894,-2.751495343,-2.630385166,-4.579421695,4,2,2
2022,12,23,37,20.19619803,-24.47181655,-6.868624187,-3.236579151,1.817295521,3.034885722,2,2,2
2023,-5,-33,-35,-9.240523745,22.070381,13.3242241,1.935940002,-2.493583381,-0.225555452,1,2,2
2024,-35,9,41,1.230298983,28.02531075,-7.933483224,0.714897053,-2.69368733,-1.35969698,4,2,2
2025,-32,12,-24,-9.301028212,8.617223291,34.81559547,-0.62775659,-4.097492109,2.109588903,2,2,2
2026,-21,-70,47,17.89976231,25.96764783,-21.53146692,-4.774353628,-1.151022058,-6.538312106,4,2,2
2027,10,-12,62,41.34370315,-22.86446547,6.210836593,-8.594082419,0.090416801,2.610298639,2,2,2
2028,-30,-15,10,13.35716815,6.201488244,34.57983632,-1.008473724,-3.561000521,1.427087651,2,2,2
2029,-44,9,-38,-46.93150272,-2.774838014,20.78504065,8.106833462,-3.124679093,2.451070544,1,2,2
2030,40,-3,4,25.95471576,-10.36115841,23.73584433,-6.539750485,-1.678334894,2.434410114,2,2,2
2031,-34,-57,-16,8.819458108,46.53352209,3.047054447,-1.565209286,-4.413021031,-5.022919799,4,2,2
2032,38,11,-4,24.64114253,-14.43864936,8.747932337,-5.284017874,1.323440927,2.564989441,2,2,2
2033,7,43,23,-25.51880635,-23.95288624,-2.406737814,8.707647723,0.521072765,1.967278862,1,2,2
2034,12,-18,41,19.96930055,-26.91069116,8.575040916,-3.829859999,-0.531297964,3.134821792,2,2,2
2035,57,-26,47,27.78607702,-17.15193829,-20.16623605,-6.743724662,5.638088311,0.019606159,2,2,2
2036,15,-46,66,46.6741154,-8.118947395,-0.775848849,-10.17394047,0.614559827,0.920722696,2,2,2
2037,1,-13,-12,-8.471752505,6.019470068,6.201894125,1.001973461,0.291017227,1.719129821,1,1,1
2038,-18,-78,-15,6.828955368,51.18920885,-20.24426948,-0.387765158,-1.66946343,-6.494774108,4,3,2
2039,0,-18,14,-16.22166599,1.652027881,-3.291730287,3.090001965,-0.847518273,-0.012077235,1,2,2
2040,-23,-42,-15,-1.247784606,45.52991609,6.453910241,-3.481857549,-3.283681483,-4.313508603,4,2,2
2041,49,46,17,10.3415029,-15.16591414,-40.43723871,-1.337431412,8.905614708,-1.946340449,3,2,2
2042,66,-20,6,31.36531334,-19.09795698,27.2729678,-4.719732743,-2.581142589,3.912743576,2,2,2
2043,9,-1,63,29.37741184,-22.14575464,7.006765739,-6.198439727,0.367808148,4.149175448,2,2,2
2044,12,18,7,-18.57106145,-14.84172298,-9.791577104,2.278255399,-0.3067478,2.04617506,1,2,2
2045,-25,11,66,19.159851,-12.06749261,-41.03937896,-3.102216459,6.908161807,-2.341425036,3,2,2
2046,-7,-49,35,-32.73971814,3.657773882,8.5329497,10.26312792,-2.747738663,-0.626609334,1,2,3
2047,4,66,16,-37.80541055,-16.02401364,12.16747673,9.493857024,-2.161516523,1.628719921,1,2,2
2048,-60,-4,29,37.28366117,-26.34537351,10.65197965,-7.334883348,-1.017395072,4.053669022,2,2,2
2049,-16,6,-17,3.986321728,0.309716611,28.25533427,-2.119284755,-2.874034567,1.279758087,2,2,2
2050,-22,-75,32,23.71586195,42.75197883,-7.042537811,-5.593446142,-3.227132792,-4.337532808,4,2,2
2051,22,27,62,-31.1014959,-18.92137654,-5.660099063,10.778273,2.942520126,-1.350145179,1,2,3
2052,56,20,14,4.062248888,-38.18022039,-14.46596089,0.735778634,2.21979394,3.647889224,2,2,2
2053,9,-29,-42,-23.08473102,11.71110957,-2.454548649,3.08074398,0.168298116,-1.864776377,1,2,2
2054,37,-89,-2,0.834471642,47.07200858,-5.700261399,0.236455005,-4.680638745,-3.483400351,4,2,2
2055,-50,-41,54,4.792739403,-11.48369863,-47.12490122,-0.915226718,9.132594957,-1.814433034,3,2,2
2056,-17,67,-8,-12.75676942,-13.91964496,-5.968563401,2.314936255,1.007912768,1.677137522,1,2,2
2057,17,23,-14,-28.70487785,-20.59872911,19.28026191,4.003228827,-1.239287193,4.257066255,1,2,2
2058,31,57,-10,-30.51734987,-19.79464019,-28.66283214,5.241235828,3.521863058,1.981853025,1,2,2
2059,57,-36,35,31.44151997,-13.40126817,-16.50361783,-6.736398056,4.942343732,0.152100433,2,2,2
2060,57,-59,40,-41.68571579,-14.71050189,-6.971738644,12.64415529,2.803113578,-1.961029767,1,2,3
2061,47,6,-31,-35.12018172,-0.444741311,34.65212455,7.261675141,-3.761072677,1.461003454,1,2,2
2062,-33,53,7,-2.182504276,-9.794132708,-34.49973695,0.554000314,4.040702371,0.869938308,3,2,2
2063,-25,0,53,38.32992942,3.539592215,-16.10813291,-7.875684344,0.808758651,-2.03372923,2,2,2
2064,-51,-11,-33,-34.39545171,-21.96037816,-3.854539041,7.148682353,2.229230316,2.599524541,1,2,2
2065,3,-57,-45,-28.18533327,14.50570907,-19.35481587,6.238689278,1.640077341,-4.606669481,1,2,2
2066,-48,-54,27,-32.30341614,7.134720981,4.388502389,8.853307752,-2.596163332,-1.455715801,1,2,2
2067,-46,5,2,37.04743513,-12.99946491,17.3931926,-9.77895018,1.188548969,2.257030202,2,2,2
2068,33,27,-9,-19.58791081,-25.00801445,8.003235911,4.378771995,-0.60932479,3.147414058,1,2,2
2069,23,-60,-10,19.88437102,41.26840227,12.90010958,-6.459638831,-3.334028374,-3.906883107,4,2,2
2070,-37,6,54,20.16362185,4.445104325,-26.94721582,-0.980379135,1.60747362,-0.464419905,3,2,1
2071,-6,-45,55,36.13546618,11.78220228,-0.184827865,-7.346068284,-1.936989272,-2.106306168,2,2,2
2072,33,-45,59,40.70347587,-4.760004041,-20.70599562,-8.705064033,3.335632392,-1.287368927,2,2,2
2073,-40,45,-11,-22.54735167,-7.915911163,-38.98399972,4.267109041,7.299332663,-0.510527725,3,2,2
2074,-50,-27,12,16.59245795,-5.159191377,30.86947438,-4.98011787,-3.660652089,2.188122882,2,2,2
2075,13,32,30,-7.468525928,-13.53636186,-8.554962992,2.149031729,0.413892014,1.045014501,1,2,1
2076,-25,7,-14,0.642782477,15.03708182,28.57066866,-2.543990077,-3.680494918,0.866253373,2,2,2
2077,-31,-18,65,31.51946814,-28.61464875,20.17464988,-5.949680153,-0.631203356,4.015396936,2,2,2
2078,-15,51,38,-36.76708822,-19.74344319,0.562382732,8.611103893,1.372162612,1.861594384,1,2,2
2079,33,42,39,-25.51696227,-19.11767616,-8.27497277,4.429716489,2.161494118,2.243052772,1,2,2
2080,13,-27,-17,-23.81208547,11.50535675,15.29741746,3.474525843,-0.973423411,-0.69797719,1,2,2
2081,-54,11,36,38.76899448,1.221168944,-20.06023118,-9.058746449,2.104886209,-1.862621708,2,2,2
2082,45,-58,22,-29.76393689,10.46149077,19.96534674,8.503373867,-3.909403568,-1.972049578,1,2,2
2083,-60,-11,-18,-36.94418299,-2.778607078,21.33472494,8.989650108,-3.555330588,1.058078242,1,2,2
2084,-44,-50,26,-38.91154169,8.853501268,6.181299828,8.193184281,-2.722360804,0.484930932,1,2,2
2085,-24,65,19,-26.39719813,-17.44229759,-0.647972648,6.147295234,-1.190803873,1.230884087,1,2,2
2086,-40,-1,-43,-24.40474762,0.168171379,9.529380703,3.628358044,-2.118059672,0.445733401,1,2,2
2087,-15,-46,0,18.91441698,34.99511264,24.05721041,-5.704406893,-4.454963107,-1.701951827,4,2,2
2088,12,48,5,-42.06286154,-7.794823799,12.789094,8.025813303,-1.804997877,1.213477282,1,2,2
2089,-11,26,58,-36.49253282,-18.0686164,-9.557714159,7.695542666,1.912898722,2.003240041,1,2,2
2090,-35,-56,55,2.760469181,6.650382873,-43.45705927,-0.576731579,5.83300414,-3.691971004,3,2,2
2091,-33,-26,52,43.32610009,-16.40394813,5.844060298,-7.250753688,-0.594995484,2.714083551,2,2,2
2092,24,-35,-26,-4.24754586,25.33226112,4.712411727,0.462379906,-1.778649977,-2.756671622,1,2,1
2093,-45,-42,-10,7.566081223,31.34118627,6.665402992,-1.755869222,-3.332471114,-2.182344292,4,2,2
2094,57,-6,-1,28.91866677,-7.415626277,33.83257901,-6.85152293,-2.759874416,3.459556772,2,2,2
2095,-36,12,14,34.20665121,-9.916165637,5.541967229,-5.723526199,0.900893923,0.808543077,2,2,2
2096,-32,59,-10,-27.89538738,-13.54551117,-26.41150009,6.232253746,5.272145405,-1.910367852,1,2,2
2097,-57,-31,47,26.42050708,-9.655870864,-37.98995315,-5.400263512,7.932570659,-2.890101936,3,2,2
2098,-14,-31,0,11.78470634,18.47619854,11.65344424,-2.725764851,-2.602812477,-0.918539438,4,2,2
2099,60,-33,28,36.97391178,-18.99274067,-7.598509346,-8.698193342,3.912937177,-0.320276598,2,2,2
2100,-56,-39,9,-0.999252441,14.9655305,20.51959463,-2.547384172,-5.59664504,-0.021499877,4,2,2
2101,2,-50,-17,-9.189093839,27.01433368,8.77342587,0.540171505,0.136469068,-3.063887812,1,2,2
2102,-4,69,11,-37.79573248,-8.937665771,1.085041626,8.388547433,-0.840274838,1.80489729,1,2,2
2103,57,15,0,38.88271855,-16.91494143,0.569348986,-7.82127106,3.631970603,2.230868541,2,2,2
2104,-13,-81,41,25.30056121,31.597348,-2.934169931,-8.310806644,-2.359388055,-5.522801697,4,2,2
2105,10,1,0,-18.96953387,-7.830339507,10.10941547,0.902300246,0.12682573,2.618498942,1,2,2
2106,46,-3,57,22.07150782,-24.41114723,3.921277599,-4.354613035,0.444027883,3.891336689,2,2,2
2107,-35,-76,-14,-6.546067777,50.44149089,-16.99736298,0.393566815,-3.838304759,-5.820061101,4,3,2
2108,-50,-13,41,43.69387284,-19.23957712,8.782148067,-7.527293653,0.694408157,2.713311323,2,2,2
2109,-45,27,19,21.8730504,3.171956871,-0.403127259,-2.726522303,-0.31123636,1.052519371,2,2,2
2110,-16,12,5,6.0340011,-4.26514421,2.801838888,-1.23528964,0.966008439,0.570457199,3,1,1
2111,-26,15,-41,-28.26601707,0.273917273,5.415035224,6.519029323,-1.29093045,0.463012702,1,2,2
2112,14,-22,75,37.96495998,-25.50823895,6.726829326,-7.213034989,-0.462117441,4.111494942,2,2,2
2113,31,-72,-6,13.15528451,50.26534718,7.419138321,-3.047899492,-3.232664783,-3.678679383,4,3,2
2114,41,12,38,-8.11279816,-14.34928637,-23.68788032,3.592985505,4.857345336,1.732374008,3,2,2
2115,7,14,-4,-16.96415548,-17.68889568,17.40989963,1.300890128,-2.602237484,2.416052062,1,2,2
2116,-9,-29,-9,-3.382987082,37.09359546,24.64836675,-0.469306339,-4.121825351,-0.853482629,4,2,2
2117,-42,-49,42,-17.33196048,0.70018411,-39.93627024,4.916447464,5.81087226,-4.159375668,3,2,2
2118,-1,-31,32,-24.56091684,-1.701442658,-9.468795635,7.6040748,1.95404133,-1.858301957,1,2,2
2119,-16,-27,-14,0.789701796,32.4513192,28.6259591,-1.898021096,-4.864986072,-0.740565432,4,2,2
2120,31,-37,-15,3.370277087,41.84194503,12.72664043,-0.457582757,-3.717188485,-2.993870889,4,2,2
2121,-57,9,29,41.81908293,-21.52712873,-2.257086546,-8.811304675,1.968407705,2.083333243,2,2,2
2122,10,-62,30,-33.64855374,10.44028185,20.76126603,10.61220506,-3.866146947,-0.315163654,1,2,3
2123,52,-63,15,-2.499824738,20.77514645,21.45374883,0.990030541,-6.38108355,-1.60857765,4,2,2
2124,42,32,-13,-33.93182749,-17.91485189,11.51558425,7.107995113,-0.04477218,2.668096984,1,2,2
2125,42,42,20,20.63061865,-25.01957152,-28.33725544,-3.058293028,5.258661353,0.207535646,3,2,2
2126,-33,24,-17,-27.56582715,6.419624713,37.77876438,5.052519939,-4.184651678,2.209878514,1,2,2
2127,-18,63,2,-18.78422999,-5.991226753,-2.64946185,0.76617606,-0.14067868,2.375854118,1,2,1
2128,13,-66,3,22.77759689,41.46724108,13.09608508,-6.725015385,-3.603183981,-2.479262263,4,2,2
2129,60,-48,42,-39.2022763,-20.0674561,-27.14413228,9.040977866,6.519220614,-2.453904324,1,2,3
2130,-3,-61,-44,-38.64571703,8.19345176,-11.29754559,7.339910516,0.726773637,-3.120803883,1,2,2
2131,30,-3,-18,-12.95380846,-1.618272928,47.771904,0.577597187,-4.685255208,2.583717297,1,2,2
2132,-3,-6,56,42.51451312,-17.3392505,8.491580268,-9.73464167,2.28476899,0.619032152,2,2,2
2133,59,-12,-6,-10.23555902,2.060190642,34.14756566,1.511705933,-6.418220224,1.584491408,1,2,2
2134,3,-3,-10,-11.89763441,-7.384151142,13.901784,1.283779569,-0.026317795,3.368658782,1,2,2
2135,-41,-36,60,53.28745669,-7.056205195,-6.821943332,-11.00066582,3.974224081,-2.065291195,2,3,3
2136,39,-20,58,33.14914862,-30.82750158,10.97498243,-5.565349742,-0.366243734,4.736390829,2,2,2
2137,15,-78,6,26.68623373,37.62701247,3.812491655,-6.637574894,-2.693927927,-3.785794407,4,2,2
2138,7,50,47,-33.05266508,-23.70411351,5.809784622,12.15849378,2.55892892,-0.651287301,1,2,3
2139,-42,-78,4,6.267635983,52.39110561,-1.245613989,-0.652494506,-5.067212983,-4.796738324,4,2,2
2140,40,52,8,-3.663050695,-22.71749191,-33.19061746,0.729571266,6.222423414,-0.028987855,3,2,2
2141,-4,45,51,-41.00594339,-24.48703417,-6.222878303,10.44311612,3.837477829,0.322214728,1,2,3
2142,-38,-76,32,-19.29737495,32.16761156,-9.478417129,4.202343391,-1.503514706,-5.48539455,4,2,2
2143,54,-43,53,-7.479573742,-17.17723634,-39.33412353,1.535758176,8.193058959,-1.305110401,3,2,2
2144,63,-55,7,16.18400169,10.26815839,-4.793125912,-2.070524302,0.779511536,-1.173799926,4,1,1
2145,-12,-69,9,25.09762309,38.41230013,13.44911533,-7.316791775,-2.937080294,-2.341573285,4,2,2
2146,15,-14,12,-7.99345097,-6.104914639,2.421529699,2.506224016,0.92973172,1.168595695,1,1,2
2147,58,-7,20,36.67810127,-24.53352437,9.301957641,-7.4852391,1.100877855,3.031804773,2,2,2
2148,59,-15,26,40.66594597,-15.13171133,2.936658779,-8.212295349,2.039930241,1.347485955,2,2,2
2149,39,-55,51,3.903081845,-7.79371104,-41.58289114,-1.169972376,7.852306488,-2.741456459,3,2,2
2150,-21,22,50,-28.16652807,5.828657837,-27.03887701,4.352033728,2.971596782,1.008103449,1,2,2
2151,-61,-19,25,41.3705891,-12.33933345,1.130499743,-9.508400379,4.160438514,-0.621140227,2,2,2
2152,51,27,36,-13.60642992,-33.45069393,-11.2552843,5.826152181,3.6937066,1.967479213,1,2,2
2153,3,26,56,-10.08048582,-28.03099328,-9.458915362,4.320904015,4.169055507,3.244057264,1,2,2
2154,1,-55,36,-36.63897946,9.900928469,12.67284213,11.42345647,-3.1431571,0.334630743,1,2,3
2155,-5,-15,18,-12.27917602,-6.16584192,-3.546776548,1.31075062,0.608124196,-0.258037358,1,1,1
2156,-42,21,36,-4.145011775,-11.01270237,-29.89576879,1.892557804,3.872839414,0.991424842,3,2,2
2157,-25,48,-13,-7.012219274,-18.2918915,-37.3651103,0.779483571,6.709596178,0.797532758,3,2,2
2158,-2,50,31,-36.11811157,-18.63056155,-5.034709175,10.68663792,0.048344745,1.922229191,1,2,2
2159,-3,16,69,-19.5505865,-14.31884266,-8.089537871,5.06364673,1.92478912,0.702610783,1,2,2
2160,12,-29,5,0.865894822,2.397210432,16.01391938,-1.158508994,-1.258428262,2.351616944,2,2,2
2161,-40,6,36,18.33158472,18.03075454,-6.929200448,-3.98791533,-1.600901813,-1.24646599,4,2,2
2162,-42,-35,44,25.87556919,-3.046024256,-34.92263015,-5.940205367,6.458301382,-2.396037546,2,2,2
2163,-22,-54,-26,-15.47854042,37.44264179,-8.682774533,2.058293342,0.29503892,-4.279789751,1,2,2
2164,-50,13,14,35.21736421,-7.762988095,-17.94886471,-7.833060351,6.064007266,-2.496217305,2,2,2
2165,41,-4,-9,32.4304925,-11.6090842,19.61279572,-5.992181807,-1.619494181,3.264673884,2,2,2
2166,-1,18,-8,-21.33850658,-20.89510451,20.39182143,1.993849995,-1.304278198,3.668407374,1,2,2
2167,-48,-3,41,46.75988521,-11.07396501,3.709835377,-8.470261903,-0.293636714,1.131606685,2,2,2
2168,-56,-24,-23,-21.49023799,-15.63315229,-26.50230261,2.845815835,4.079928969,0.861463035,1,2,2
2169,16,-33,7,-4.254776247,13.11790938,33.12789545,-0.588851625,-3.0638407,1.009082492,4,2,2
2170,5,-1,43,35.46756601,-19.00082402,2.077156458,-8.962343112,0.206402215,1.737182692,2,2,2
2171,-49,-57,42,-33.61667419,-1.231483343,-27.33081589,9.132484143,4.294499067,-4.450557843,1,2,3
2172,-53,-50,-18,4.00084247,14.84197461,-35.88891847,-0.17814955,3.953661651,-4.070715823,3,2,2
2173,3,44,-3,-41.62894903,-9.288065602,19.06118701,7.968735557,-2.285130368,1.498840272,1,2,2
2174,44,-72,19,12.92560813,34.2067849,12.55336264,-2.019745579,-5.688290161,-4.03223091,4,2,2
2175,-19,-9,-32,-23.93985494,2.382724541,21.44114413,5.104932685,-1.163028317,1.592884553,1,2,2
2176,41,-47,-24,5.112305678,46.80587224,-2.652643534,-0.70930953,-2.814003104,-6.793442865,4,2,2
2177,-7,-90,16,29.25946007,31.9340789,-5.769332397,-6.571497595,-2.075533371,-2.997676683,4,2,2
2178,10,21,33,22.79162024,-19.77837941,-0.850088236,-5.282618111,2.073733911,2.301504939,2,2,2
2179,-4,54,5,-38.59259858,-6.124097857,7.946299404,9.639671891,-1.92723999,0.845690723,1,2,2
2180,26,-76,-30,-36.4609894,5.270619688,-22.53440718,9.172548571,1.256650893,-3.718739678,1,2,2
2181,-5,-55,-8,23.1523382,46.27556194,11.65987619,-6.090942216,-2.571172996,-2.971518175,4,2,2
2182,26,48,34,-31.20333556,-27.17642751,0.061829303,8.082321796,0.369186311,3.013868812,1,2,2
2183,66,-21,-15,-36.19132183,-22.2388092,11.14641959,12.44012225,1.539665142,0.936399411,1,2,3
2184,7,-82,-17,-17.29478083,41.61524397,-29.44483506,3.194992371,1.35241216,-7.519428851,4,3,2
2185,-15,-72,53,23.29058712,21.41625254,-19.51927342,-7.351672379,0.004578132,-5.943599616,4,2,2
2186,45,-8,48,34.90358155,-21.64578662,22.32049698,-6.079223179,-1.874563824,2.995181856,2,2,2
2187,-41,-76,24,4.285611529,37.6734461,6.168858775,-0.810727428,-4.933333265,-4.994996663,4,2,2
2188,11,-31,39,-27.07843945,-0.384533459,0.272118181,6.093108495,-0.525515771,0.033653161,1,1,2
2189,-48,23,10,18.41228796,-7.631332583,-4.42246318,-3.343459735,1.329900728,0.438404304,2,1,2
2190,35,-5,-32,-27.95959429,-0.43662893,22.53885734,6.291646307,-1.552159947,1.362582888,1,2,2
2191,-44,-67,-10,7.026424824,40.59929637,-1.488364027,-3.043994831,-3.363081811,-3.775844737,4,2,2
2192,64,-3,33,38.87960155,-27.13111739,12.71909477,-6.296994037,-0.548651896,4.484689462,2,2,2
2193,2,-34,-41,-9.947993492,24.88487572,8.367968737,1.707931589,-1.716635932,-1.119339452,1,2,2
2194,-57,3,2,44.26965102,-13.91302108,23.22693909,-10.69913482,1.422936259,2.473216855,2,2,3
2195,6,14,63,9.019961088,-22.59402192,7.031076756,0.681908211,0.510626339,4.605418757,1,2,2
2196,1,-52,59,27.90307846,22.63354298,3.878554942,-6.753739804,-3.589314863,-4.331179518,4,2,2
2197,-18,-84,-27,-30.34592563,14.78868002,-24.47694726,7.606591412,0.420908407,-6.227461141,1,2,2
2198,-37,24,-10,-19.99307007,-11.73182094,11.06123805,3.472575336,-0.367717567,2.425696132,1,2,2
2199,-6,0,16,-4.702190447,-8.647736509,-10.02422155,-0.543516976,1.488319093,0.790002633,3,1,1
2200,-51,-29,33,39.16382089,-7.72877435,-18.41818098,-7.744752144,4.234739392,-0.770551911,2,2,2
2201,-55,-59,-3,16.16037309,28.54616243,-4.485350367,-4.816160752,-2.118979402,-2.646264051,4,2,2
2202,0,-24,72,39.8151998,-25.40749685,7.869260897,-7.426875208,-0.46782333,3.14022835,2,2,2
2203,12,33,-15,-16.98655669,-42.7242952,-2.962492934,0.874470166,-0.09314789,4.386063056,1,2,2
2204,-18,-58,20,-4.526645,42.37768258,10.31471348,-1.246473378,-4.81232088,-4.76299147,4,2,2
2205,46,27,0,-7.221617956,-25.47620973,4.953165006,3.226764334,1.798606999,4.511748623,1,2,2
2206,-37,-58,-35,-27.60557728,1.648923863,-28.03566168,7.292654041,3.093997483,-4.818227452,1,2,2
2207,17,60,35,-31.08987694,-26.26941733,12.35525614,11.75737061,-0.329949717,1.508911269,1,2,3
2208,-14,22,14,-31.83322335,-19.61038602,-2.623108182,2.183612605,1.379517522,3.103926956,1,2,2
2209,22,-20,-18,-33.77205731,-0.817226768,20.18642689,5.979686852,-0.2992963,1.54507114,1,2,2
2210,-11,68,9,-36.5727559,-12.10911333,-7.264913534,4.985262469,0.404925001,3.633075377,1,2,2
2211,-33,5,-6,22.20061296,-3.73257047,20.13374436,-5.490510755,-2.300370496,1.810891425,2,2,2
2212,3,-33,66,40.88728712,-19.2538988,13.62677013,-7.924523073,-0.906798414,2.876386733,2,2,2
2213,-45,-33,11,9.745714177,13.64574684,30.57463305,-2.517526135,-5.636142261,0.869040129,2,2,2
2214,36,-81,-21,-10.12654163,48.22005835,-32.1589675,2.955541324,-1.536379258,-5.215769746,4,3,2
2215,-1,-40,43,-29.46734258,3.117317848,-7.403211316,7.247324651,-0.670762805,-0.873749624,1,2,2
2216,22,-84,35,16.3191165,40.36815445,-5.096771883,-6.243522249,-3.436650893,-5.198465758,4,2,2
2217,-35,-18,22,19.05547701,-12.35376622,22.89726704,-2.833437847,-0.207664999,3.786165765,2,2,2
2218,38,-10,15,27.71639378,-20.96661971,23.86750332,-4.68112216,-1.422660125,3.735060079,2,2,2
2219,57,-44,2,-6.718381614,-22.75363498,9.846949625,1.186383036,1.261470976,3.360995436,1,2,2
2220,8,-63,-44,-36.85728285,9.404894805,-8.662123073,7.163033165,0.094615652,0.279143232,1,2,2
2221,21,-78,-24,-26.96734297,23.41632589,-38.30892993,6.830629638,1.690186998,-6.443928042,1,2,2
2222,26,-34,-41,-16.42461559,25.28060076,-12.36943999,2.499765697,0.905042926,-3.674047695,1,2,2
2223,51,41,-9,-21.55958589,-32.81446925,-21.95673806,4.239176952,6.649239357,1.660628609,1,2,2
2224,29,-21,65,34.84874082,-26.81336432,9.223903914,-7.498719579,-0.171382139,3.496521291,2,2,2
2225,-51,29,23,9.548159364,-1.309055414,-10.26098668,-0.926991252,0.030132013,1.045998887,3,1,1
2226,-11,-35,-17,-2.959447275,21.33394855,14.77280314,-2.437573375,-2.089365261,-0.850126316,1,2,2
2227,45,17,28,-11.10506067,-29.65729485,7.509985197,3.855645969,0.203834026,3.752929627,1,2,2
2228,29,16,8,-2.238105832,-7.94962971,-7.767227637,-1.867452544,1.146030178,0.56589603,1,1,2
2229,-30,-68,46,-7.238214447,22.55372017,-42.57806783,1.757333611,2.898438952,-5.557094227,3,2,2
2230,3,38,5,-29.55341165,-9.564320349,14.88423607,3.809410163,-2.394566896,2.736132486,1,2,2
2231,44,-42,45,8.116063794,-9.134128538,-37.82692246,-1.332673703,7.947837111,-2.79146315,3,2,2
2232,-3,-30,69,48.32196353,-19.43101144,10.39293559,-8.066735674,-0.115748018,2.015161768,2,2,2
2233,29,63,20,-24.97665402,-33.39344809,-10.08548654,6.551265493,3.726205584,3.055125038,1,2,2
2234,-49,-1,-21,-23.11315197,3.824362713,36.35589883,4.356197038,-6.018356927,0.860237554,1,2,2
2235,17,-9,14,-10.88360939,-5.309511726,-14.65882701,2.808344602,1.89072421,0.552577864,1,1,2
2236,32,-3,65,30.49704552,-16.93122091,-8.113274104,-5.879349214,1.208023624,3.050996672,2,2,2
2237,-19,27,-13,-28.97653059,0.175352423,6.221878724,2.994309919,-0.437847955,1.124305044,1,2,2
2238,-40,-6,47,44.76759509,-8.792321944,2.292227728,-8.685941059,-0.61512482,-0.237204196,2,2,2
2239,6,-63,-43,-36.95134383,14.79712864,-26.54499667,8.532622374,1.256988798,-5.236635191,1,2,2
