label,Anatomy,,,Isomap-25,,,Isomap-50,,,Isomap-75,,,Isomap-100,,
1479,-22,16,52,5080.417231,-3031.003569,424.4665751,4910.024343,-2690.889218,-183.805607,4721.469586,-2315.786102,60.73494545,4809.859376,-2121.987586,354.975439
1480,24,-15,72,3321.424433,1869.337585,1102.17508,2608.033459,1548.812604,-1630.015882,2626.87004,1318.964148,1625.790877,2109.419611,725.3898461,-1660.876158
1481,-4,44,4,-1224.586894,-2855.645583,-1749.826058,-955.4822585,-2129.328157,2117.503529,-553.5683122,-1999.649899,-2077.411,-438.2966048,-1321.179517,2103.394482
1482,42,-72,26,-601.0457186,4324.564908,-250.9032747,-1199.24696,3373.338711,-392.7657065,-1030.020366,3092.114953,491.425728,-980.3768936,2918.912953,-1100.6946
1483,-6,-26,-34,-2516.976976,-252.1162828,519.1855728,-2202.323069,-491.5908014,-439.5012848,-2232.059364,-447.9457697,290.9377826,-2089.495449,-652.0560546,-233.3986162
1484,-4,4,3,-2123.990528,-1913.620916,424.5217246,-2053.570721,-1512.047741,434.9162916,-1895.67078,-1560.971249,-437.3817638,-1789.947336,-1505.610873,668.939917
1485,32,-9,2,-2708.583417,461.1624833,-2039.87289,-2309.804546,812.2548891,1534.453001,-2139.059842,759.7278841,-1458.844408,-2166.833002,961.1006111,1312.322319
1486,-17,-53,-16,-2450.217242,-538.8765825,1341.319742,-2308.257866,-595.3598409,-915.2016557,-2328.725894,-689.1910007,746.9966789,-2322.697882,-997.9071497,-623.8560851
1487,-63,-16,3,-55.08501172,-3622.133508,1846.828403,-140.7988668,-3233.198218,-946.0706708,176.3799944,-2926.29486,614.1136069,260.6859351,-2981.193846,-12.7193214
1488,-12,-6,-26,-1590.736661,-2065.786867,671.2618448,-1488.264928,-1797.122189,-19.72938229,-1278.939467,-1810.692988,-352.7859704,-1009.031822,-1755.811722,839.9681455
1489,58,-24,-18,-2886.44007,908.5209287,-1114.949365,-2778.978963,1028.746275,891.6157224,-2612.090734,899.9024584,-1052.789081,-2603.345411,957.2073668,741.7154682
1490,13,48,11,-247.062642,-2510.887089,-2835.383591,0.897139075,-1349.518238,3394.930801,80.90434745,-1374.515952,-2797.132094,-37.17089858,-872.1239537,2802.344431
1491,15,12,63,3939.606527,611.4164773,-1112.095918,3804.505577,1150.204976,390.577988,3324.61597,1206.546728,-265.0782332,3327.730557,1161.455997,139.4288324
1492,27,21,-14,-2791.731696,-175.036174,-1799.633951,-2540.026082,535.6762847,1502.721717,-2356.591493,355.306968,-1466.666776,-2422.248618,473.8834886,1184.234372
1493,4,-69,-2,-2400.463543,564.0161563,1386.570252,-2343.889263,329.91619,-1457.51199,-2141.805102,-63.39260756,1369.860932,-2082.210394,-296.2379429,-1286.156469
1494,42,-14,57,3222.87531,3767.382722,-2573.268708,2662.421947,4160.353105,1174.608199,2975.117572,4229.029763,-1332.236659,2325.725534,4351.604952,349.8269798
1495,-50,-27,21,2070.127563,-2388.319723,3329.75781,1561.479531,-3090.85905,-2425.768406,1259.745132,-2744.079984,2313.29738,1457.048451,-2824.613141,-1706.872648
1496,64,-2,-16,-2118.09271,995.1265419,-1594.982268,-1961.808792,1582.339903,1200.263858,-1770.772768,1575.903053,-1214.536801,-1638.025889,1538.423634,752.8338396
1497,-14,-24,-22,-2387.349991,-710.334672,989.9429114,-2161.848124,-681.4025752,-773.0236397,-2143.318086,-795.1156486,583.4784707,-2025.724498,-1045.372882,-414.5655649
1498,50,-45,23,-556.2058922,3961.275119,-1042.85977,-66.1096351,3816.959109,454.8597798,-122.0595094,3781.554496,-138.4346324,-264.7132249,3543.719389,-405.7841494
1499,-34,12,3,-1768.459616,-2878.623547,375.9322638,-1761.150631,-2685.573573,189.0137971,-1397.094635,-2607.24287,-349.7623139,-1325.019726,-2495.323146,532.5515773
1500,12,-45,0,-2515.126751,-206.6424687,965.6172504,-2460.173165,-148.8414869,-812.4197177,-2375.133575,-385.7730946,626.0221483,-2384.785005,-645.5630151,-620.3452069
1501,-30,1,-22,-2237.208321,-2133.040869,1132.467736,-1914.650429,-2257.10915,-387.9466429,-1737.77151,-2165.008211,138.3869862,-1592.091695,-2273.64163,364.0499018
1502,-45,-60,-21,-2147.895734,155.3833748,1396.328127,-1924.376414,-417.8349745,-1189.405925,-1802.995047,-425.9724223,991.1857659,-1552.785949,-494.1771795,-821.0183963
1503,-11,-21,45,3222.75197,1040.424216,1534.454813,2320.341223,396.1565873,-1762.52599,2250.119113,326.9613244,1573.16263,2157.934235,-23.57960304,-1699.297201
1504,42,8,47,2569.840648,2011.734664,-3430.880221,2453.386874,2748.777982,2290.89875,2250.816527,2976.93206,-2275.713563,1709.270777,3193.082319,1959.157274
1505,-60,-36,36,4838.753426,-958.038123,3963.000358,4325.859403,-1654.368613,-3448.503115,4017.678974,-1348.305498,3356.667971,3767.988666,-1935.760225,-2979.915956
1506,1,47,48,4858.527506,-1755.379649,-2354.612848,4559.48281,-1008.080164,2066.497844,4604.26507,-732.8569006,-1869.804582,4385.167585,-150.5510317,1914.773681
1507,44,53,-9,-624.2412887,492.4334452,-3080.121153,-618.055817,1638.280943,3027.695184,-631.3443466,1740.527703,-2638.790903,-469.6881649,1997.698298,2590.962181
1508,43,-76,-17,-2645.706337,966.7153433,73.02249333,-2342.435153,825.9461998,-131.4129941,-2300.814976,682.2319823,127.9054203,-2257.022144,651.90628,-206.7097257
1509,-37,-63,33,2951.484212,933.4389793,4095.814323,2254.056855,294.2959778,-4028.172042,1992.132658,-95.58884365,3974.852041,2040.7518,-523.7994486,-3643.56637
1510,20,-66,12,-2071.742192,1544.964633,1525.807899,-1905.262928,1033.343021,-1478.54399,-1797.511265,609.44251,1403.177472,-1780.998385,232.4954384,-1425.362097
1511,10,-4,5,-2521.387773,-612.0028008,-448.4781873,-2303.685858,-183.3487529,481.2074638,-2191.984011,-365.8540797,-544.0860105,-2173.512663,-370.7395319,583.9743734
1512,-6,14,45,4751.127008,-509.7975343,-918.0824409,4354.683861,-380.3298095,368.9363961,4306.787773,-352.3977868,-549.9247585,4248.95481,333.4896845,476.9915246
1513,-48,-43,10,-149.4465031,-1701.59301,2859.672888,-627.6268061,-2296.426552,-2021.364761,-638.7117448,-1968.394643,1730.022281,-422.4388005,-2230.332197,-1369.551271
1514,36,0,59,3061.714811,2916.271583,-2671.313373,2855.721868,3430.139128,2039.049166,2435.461186,3195.65581,-1650.937042,2396.279127,3189.518657,1154.501449
1515,-44,13,0,-1630.751742,-2914.782769,482.7466457,-1677.422484,-2823.544991,72.56010187,-1336.55812,-2630.47864,-284.9764459,-1182.126803,-2513.378244,611.2037925
1516,2,-29,75,4830.715592,2382.35631,1857.872638,4466.412494,1999.892169,-1912.316106,4206.982217,2014.164525,2290.809108,4171.169939,1715.533409,-2536.218145
1517,41,-66,38,-1253.981297,3577.333406,119.3050659,-1221.708844,3004.204865,-634.8458842,-1301.9762,2928.462884,1022.912642,-1418.307367,2731.378949,-1488.389967
1518,7,-85,27,-570.1400469,3524.763422,2042.830689,-655.8209588,2196.822733,-2734.18189,-1009.466025,1977.795013,2656.340168,-885.7767601,1234.631187,-2797.594036
1519,46,18,1,-2760.423992,461.4998149,-2120.84345,-2426.098468,925.3302016,1744.893855,-2297.761921,823.1952226,-1778.89688,-2332.780066,967.7595108,1419.850033
1520,-26,55,-9,-81.02329048,-3911.665022,-931.9648731,173.4044137,-2805.238722,1495.562896,124.4449183,-2787.070716,-1517.410832,156.2384908,-1443.057485,1969.740024
1521,41,27,38,1027.374034,1207.23898,-3814.326451,898.3886978,2006.745425,3079.110467,1091.754576,2265.186537,-2797.088716,747.9829014,2502.65213,2124.54444
1522,-57,4,32,4067.890781,-3108.660475,1399.858007,4058.927314,-2949.194557,-813.6268431,3663.968343,-3045.421483,400.700048,3787.012477,-2605.471815,-134.703179
1523,52,-25,6,-1863.204109,1851.530332,-2873.078449,-1713.73152,2199.203549,1686.09679,-1678.190274,2270.871093,-1361.092659,-1620.416814,2290.033777,1213.194612
1524,0,33,19,2524.125115,-2325.259929,-2487.384682,1582.340402,-1943.782075,3109.059212,1720.658325,-1911.189424,-2670.425346,1792.083456,-1095.42128,2739.018255
1525,44,29,9,-1331.968329,900.0559509,-3409.010078,-1524.147978,1454.733156,2974.155184,-1194.410709,1507.702124,-2509.37812,-1243.76752,1856.73087,2165.054815
1526,-2,-31,48,1890.491635,1577.188981,2071.250727,1298.245391,875.7302606,-2377.722205,1327.273987,1056.550449,2213.284738,1083.035981,468.0715379,-2225.225544
1527,-6,62,11,1343.454007,-2963.906089,-2941.316715,617.6971963,-1931.837291,3270.392361,1040.513118,-1545.635933,-3296.578663,1296.769572,-1162.204543,2999.264901
1528,-42,-58,7,-2110.703549,-285.2583765,2389.310616,-1861.217985,-1248.652345,-1801.3555,-1633.891414,-1243.77567,1618.923862,-1496.095177,-1385.574289,-1346.691839
1529,-38,8,-19,-2172.192029,-2167.302471,1356.225117,-2093.471377,-2067.590474,-438.588037,-1883.777158,-2045.8383,299.2839147,-1769.34114,-2091.65757,2.017137299
1530,33,-6,-42,-2353.298464,529.9928692,-1572.942908,-1931.622242,791.7802928,1344.476816,-1825.977683,706.8762909,-1479.554063,-1706.115201,851.0038228,1035.180569
1531,-41,21,49,3520.991086,-3539.15154,108.9742981,3080.244744,-3142.446958,187.0727031,3235.377523,-2939.725838,-789.5820556,3079.107588,-2436.768774,997.3794352
1532,-32,-28,58,3076.809871,1461.859183,4065.445565,2027.237885,545.7310482,-3878.598116,1847.264622,543.3857482,3449.225756,2076.617052,-249.8335914,-3542.706733
1533,-14,63,-5,-274.235191,-2782.143427,-2689.62326,-495.6731871,-1983.210026,2651.898467,-188.9954238,-1847.134514,-2561.054415,-218.1002677,-1334.673573,2566.344854
1534,28,-90,-11,-2473.393954,1082.815222,492.8589368,-2197.378862,1145.26336,-665.374765,-2158.863847,709.5116994,526.5130298,-2196.837641,666.1765891,-567.3996293
1535,11,53,36,2679.045134,-1999.082257,-2964.620955,2887.059826,-1150.999815,3064.571997,2486.501737,-838.0355802,-2706.455973,2412.094313,-147.0765401,2404.672006
1536,32,-30,69,1244.036269,4585.718325,726.9461634,957.9550709,3612.948725,-1996.942382,671.4694865,3656.347,2114.299093,414.8958444,2984.08982,-2501.768096
1537,-32,13,-39,-1470.607416,-2336.290638,1105.12571,-1389.179521,-2380.91164,-605.3621838,-1142.545543,-2427.123762,182.5410096,-1030.186324,-2279.895331,367.8754167
1538,54,-50,-16,-2926.760159,1032.580936,-291.580771,-2616.290199,1040.304207,164.4742585,-2564.065788,778.4687643,-258.007214,-2587.108016,604.0972411,23.4425381
1539,19,-54,15,-2174.56928,357.4906313,1259.806398,-1882.142052,186.265082,-1203.93615,-1931.084535,-0.660764729,1094.720293,-1874.335623,-289.095938,-1130.835493
1540,-15,-59,-7,-2277.706249,-97.58808515,1390.02325,-2201.288506,-363.2460193,-1240.941223,-2200.279457,-496.1988332,1028.20525,-2192.580864,-805.3392274,-951.296159
1541,45,4,-6,-2888.856957,645.0129769,-1397.90573,-2575.403885,763.0314321,1087.136206,-2510.668147,762.8255149,-1083.189328,-2452.560676,657.9700533,943.6500453
1542,12,51,-12,-1420.310186,-1906.800869,-2371.368643,-1109.632387,-900.76987,2286.799181,-944.9494458,-803.1980731,-2361.672982,-727.403287,-305.3399899,2277.661416
1543,-16,-46,-3,-2256.467425,-151.0352263,1248.327368,-2276.759293,-446.025876,-1045.106237,-2239.903968,-571.9801638,855.4800656,-2258.057344,-829.8682623,-796.6014125
1544,4,-10,67,3724.891919,1164.476117,1335.848584,3299.507497,784.0358434,-1210.04851,3222.941834,827.510376,1350.265379,2920.94636,512.8242926,-1157.55976
1545,12,-54,45,734.5507214,3108.792546,2441.6861,585.5599633,1985.134175,-2484.17729,199.4928513,1692.559405,2571.820932,9.256764185,1004.378956,-2673.603745
1546,51,31,32,652.5390011,1271.168502,-4205.982256,354.0150899,1744.19703,3537.823614,73.25489679,1890.962156,-3159.388805,-103.4666065,2297.073779,2765.751872
1547,-9,-51,63,1601.041514,2679.244142,3419.882215,1667.140879,1795.209275,-3294.790378,1130.482194,1375.411776,3341.877146,960.6264823,775.7537395,-3487.040911
1548,-29,-4,-33,-1492.849212,-2607.250536,999.3929835,-1231.009506,-2582.989641,69.67347082,-881.1235356,-2460.995604,-212.1921601,-667.1668462,-2369.467688,705.6705104
1549,29,26,-19,-2445.747365,-57.65609428,-2131.369957,-2243.865855,424.1750064,1696.368778,-2141.595558,362.5007602,-1860.094666,-2082.467945,574.4886474,1452.708343
1550,53,-14,22,-1668.403002,1945.493448,-3517.022304,-1189.467567,2376.331013,2404.392002,-1142.473868,2141.26497,-2294.212737,-1470.546521,2397.972891,1801.743968
1551,10,-93,-7,-2374.370574,1005.424251,889.3932174,-1854.45312,837.2356205,-1198.030557,-1939.501877,643.6888851,961.702141,-1838.308991,367.6021357,-1001.524864
1552,3,-63,-42,-2255.888168,482.904441,460.9819715,-1993.828147,479.4296508,-400.3236895,-1892.607144,328.4403305,402.66246,-1856.953159,310.0348695,-465.975964
1553,-24,-60,49,2861.877284,2098.151827,4074.289392,1710.832469,802.5863076,-3956.560933,1754.943635,524.9219072,4125.585794,1329.304101,-91.69558352,-3939.891219
1554,39,11,-38,-2273.149961,804.4087185,-1684.616535,-1789.497266,925.1286628,1486.296159,-1594.530677,846.3736788,-1264.495986,-1505.696774,1041.546289,927.8805227
1555,26,-32,-5,-2727.492322,50.26301821,20.66092622,-2600.056334,216.5672982,48.43780156,-2543.821976,21.19388447,-222.271134,-2504.249296,-163.5542045,90.94181137
1556,2,33,50,4944.781804,-1804.834899,-2213.904137,4405.985364,-781.2911869,1994.15423,4283.348295,-445.803374,-1790.96645,4221.959899,18.22100654,1602.507134
1557,46,-79,21,-911.7908143,3908.986537,-850.6114987,-225.162978,3534.833087,-91.70546951,-620.702006,3240.345187,425.5058817,-469.8749295,2934.009367,-766.4920742
1558,-3,9,57,3731.138639,-228.4841406,686.992197,3424.696551,114.2151848,-515.0934912,3256.061392,-3.863260542,481.5172471,3326.569023,-155.4069895,-524.3886556
1559,-27,23,8,-1280.349927,-3171.3449,40.19074694,-1101.617972,-2633.624232,510.1339374,-895.8307894,-2549.826885,-759.1161435,-648.7323332,-2318.648013,1011.32974
1560,-44,12,19,-796.0877413,-3558.39845,995.4591219,-819.9494654,-3214.872858,214.8177264,-442.0573658,-3107.438738,-366.0466807,-508.1069906,-2747.045542,632.4686094
1561,38,-7,66,3346.050378,3692.010941,-3251.19905,3221.142626,3995.273884,1511.472691,2843.431475,4106.011771,-1325.836152,2618.268958,4283.639693,640.6058634
1562,27,-21,-25,-2908.694451,180.9581167,-584.6897106,-2645.40703,487.6114949,595.7679391,-2514.49721,320.7978226,-656.8544799,-2576.031595,235.8940862,455.3565724
1563,63,-40,-8,-1642.120759,1410.053046,-1164.035242,-1360.437094,1138.920736,1052.818504,-1317.688257,1359.508462,-934.1646643,-1278.578129,1446.143499,833.0934898
1564,8,-71,10,-2190.065531,1195.618577,1727.223096,-1905.283212,785.8972579,-1864.948931,-1959.596825,427.5425007,1566.252023,-1904.903128,30.03629977,-1650.420856
1565,-32,34,-9,-1170.941138,-3030.060946,280.7759993,-1087.206575,-2653.226271,454.5962541,-770.7805878,-2726.4425,-671.565398,-500.3489781,-2461.168678,984.1531525
1566,35,29,55,2214.809968,1451.455194,-3805.552209,2013.696745,2303.449337,3019.172016,1725.711875,2248.100526,-3094.437542,1485.467162,2825.090828,2184.550827
1567,-1,-41,-36,-2308.053925,-281.4969687,869.6437465,-2186.537903,-418.0096853,-737.8783817,-2188.001027,-619.8560572,637.5149039,-2126.671663,-818.8888528,-484.5995521
1568,-22,57,18,3473.879803,-4161.874497,-2666.397084,3884.446533,-2834.467301,2733.068283,3516.804245,-2017.042208,-2836.776854,3614.199619,-1423.322287,3046.197744
1569,45,-23,54,3345.86978,4507.001642,-2118.573912,2913.163722,4714.525739,860.4576278,2256.284986,4855.804828,-592.9797258,1774.391209,4800.544658,-73.49705166
1570,58,-17,-12,-2661.61592,1119.986214,-1665.045775,-2211.876081,1317.586864,1126.357424,-2103.234134,1204.019854,-944.8639807,-2211.908924,1119.409607,686.3776824
1571,33,63,15,2469.762956,-823.3687408,-5822.942758,3097.064772,-125.2477689,4715.534592,2671.31689,325.1218363,-4233.948679,2600.314332,1094.198532,3943.361439
1572,50,-67,-16,-2682.434151,870.9887137,-11.82055815,-2404.749794,896.4417904,-158.1036482,-2297.656798,769.9762841,50.11166239,-2224.24958,724.8297337,-188.8653214
1573,-6,-77,42,-746.2293588,1889.881441,2973.018226,-775.0112574,1300.854324,-2981.755432,-836.4238749,890.9814801,2886.958766,-743.988309,262.8061805,-2848.569003
1574,-44,-40,-24,-2354.840029,-730.7814675,1718.941925,-2271.656237,-926.0652077,-1275.642538,-2073.61882,-1267.421421,966.3941387,-1957.441324,-1453.175332,-645.6687879
1575,-48,-3,-13,-1497.908041,-2326.529101,1231.519339,-1322.841277,-2436.408406,-662.4729495,-1044.33714,-2377.285768,411.3260517,-946.0410919,-2428.296825,45.42042088
1576,-24,24,0,-1295.224806,-2721.343257,136.0938276,-1243.731924,-2496.606633,489.062041,-942.8222426,-2478.950895,-727.8497124,-799.9134553,-2229.788116,908.7948558
1577,-23,32,56,3779.05467,-3150.802203,-750.0849,4306.863398,-2429.251226,984.6868483,4032.056734,-2120.50337,-790.5434938,3576.674156,-1666.025965,1231.529718
1578,45,47,27,1188.577255,-128.9169734,-4372.178267,815.5962402,1339.998982,3784.99451,706.7927355,1856.641426,-3582.910611,623.0092338,2036.140747,3268.464727
1579,9,9,53,3953.631478,586.628921,-1053.905078,3664.120419,1028.022697,506.6260574,3337.760137,1009.607616,-160.2263819,3294.315729,905.5067611,108.8818199
1580,-47,-60,19,-15.18526685,-848.280971,3482.241181,-170.7278385,-1279.207402,-2834.947105,-388.2937665,-1225.7211,2821.943115,-37.20876497,-1575.161423,-2512.116482
1581,56,-19,-27,-2926.022998,798.5046912,-1401.919204,-2512.407899,1254.228863,948.6536066,-2383.52742,1082.534714,-1018.703604,-2388.578398,1089.617823,789.950593
1582,18,-44,-10,-2718.310344,69.74382652,684.4113703,-2590.14304,-39.9313737,-529.8298811,-2569.630449,-290.4969986,422.0643193,-2531.323549,-474.3946514,-431.4085341
1583,1,-59,-46,-2114.772507,297.191568,674.1505548,-1881.47697,98.45974984,-971.8199028,-1719.69155,28.06935522,706.6967743,-1513.762853,-121.7009283,-356.009961
1584,33,-53,46,-397.4529991,4148.15827,1092.391181,-332.7738445,3257.293654,-1863.117464,-56.60152924,3423.244835,1770.140051,-433.3951456,2566.821501,-2324.688851
1585,3,19,-17,-2179.302236,-1415.841207,-771.8044534,-1919.270339,-1085.18588,1284.621261,-1633.534387,-1040.386583,-1457.422526,-1602.893555,-893.4848893,1647.300949
1586,-18,-69,33,412.8961266,1728.048339,3571.657965,213.7639684,1077.979959,-3611.033812,-195.7209588,641.9064392,3157.842269,-165.0098007,296.9984926,-3127.049094
1587,-52,-12,35,4297.734278,-1682.663693,3104.608445,3514.260861,-2553.926803,-2034.084216,3768.838208,-2161.917654,2024.371144,3125.870176,-2823.954571,-1301.491468
1588,-28,-12,-35,-971.8161242,-2423.533971,673.8207575,-1005.732195,-2542.801771,28.07048946,-656.8879602,-2097.262061,-317.6840766,-434.1387128,-1846.504489,590.4445545
1589,63,-26,-2,-2377.476536,1455.665644,-1665.943984,-2052.978914,1845.889367,959.5343199,-1968.969804,1653.95784,-859.9882299,-1940.48192,1729.021482,527.5999183
1590,3,18,40,4478.1849,509.2170569,-1064.655074,4157.399416,767.6652861,414.9754644,4184.657286,932.4039301,-696.5962298,3763.514857,896.1487009,526.5279788
1591,45,-71,0,-2751.375002,1352.480429,-621.0007574,-2496.241559,1172.646935,203.9252562,-2420.673336,1187.873692,-394.1285671,-2399.892829,1041.413793,227.318197
1592,-54,-38,25,871.6764659,-1983.285093,3426.510548,1061.117498,-2657.7916,-2680.658199,584.9432498,-2749.155843,2324.121667,591.4849998,-2918.099045,-1642.697624
1593,2,-27,-36,-2411.973705,-124.3155868,621.0494787,-2230.207939,-228.7502533,-634.3278041,-2176.897925,-378.85282,409.6005805,-2083.238602,-558.8005745,-358.0897948
1594,1,-39,25,-967.9762441,1027.653786,1908.019214,-1063.577914,235.309088,-1766.854105,-1199.675086,9.195974841,1687.519761,-1244.681688,-433.6628335,-1763.416504
1595,50,19,-7,-2570.42772,454.1976886,-2021.458925,-2302.460323,973.1222092,1686.24009,-2190.273807,862.5963293,-1843.164815,-2241.017078,1007.227533,1496.056109
1596,6,15,70,4737.641226,805.1303828,-1621.723936,4356.77998,1129.076562,774.3117244,4205.417541,1022.488703,-402.6498737,3954.918811,1014.305125,175.4942004
1597,25,-46,63,1140.379895,4192.066079,1355.536585,382.2208535,2941.907644,-2357.781615,381.2234348,3219.28388,2171.146193,158.7847413,2572.271909,-2731.100916
1598,12,46,43,3384.152708,-1727.365153,-2965.954965,3004.650325,-832.1407679,2789.302542,2852.513182,-686.6511249,-2711.374244,2756.076421,-187.4797701,2352.721803
1599,24,-67,-4,-2549.806414,622.7966706,604.8781762,-2421.33083,355.6403066,-757.5778291,-2459.889069,92.93821819,728.9839229,-2391.940442,-157.3064126,-779.8382147
1600,-30,-16,-8,-2240.220902,-1507.58341,1135.479351,-2080.266418,-1584.924728,-524.2382242,-1893.846207,-1841.037996,343.4151218,-1818.446502,-1885.810198,-14.21369053
1601,-30,-65,-13,-2441.111584,-318.5574194,1712.417424,-2206.291469,-610.24376,-1419.970478,-2180.387559,-674.198499,1300.239845,-2165.426075,-925.1284259,-1028.817257
1602,-27,54,34,4515.778993,-4471.700071,-1903.113621,4559.121179,-3018.086527,2508.175395,4777.804819,-2240.833132,-2397.778765,4719.555223,-1793.079305,2836.118601
1603,49,15,34,313.9884055,1574.593096,-3607.690205,321.2270014,2293.090944,2862.259289,522.0838951,2142.888721,-2684.145372,260.4461309,2322.991389,2293.957899
1604,17,33,57,4450.577335,58.23426991,-2624.338901,4318.349714,196.1345329,1835.882061,4341.442089,774.8074653,-1491.844523,3976.032733,1154.491479,1320.366179
1605,-1,-80,-1,-2261.781979,550.671794,1927.818153,-2019.097861,98.52408403,-1673.357948,-1983.177271,-198.470045,1522.612111,-1937.688065,-479.4024356,-1493.486654
1606,-64,-38,4,-763.6941835,-2317.538986,2581.8565,-780.7350283,-2284.636158,-1442.275005,-596.4901146,-2038.938108,1366.939432,-402.4317024,-2232.471047,-908.4348771
1607,29,-1,-32,-2771.199934,538.5500108,-1119.360689,-2405.17214,626.2014616,985.1917985,-2279.784266,455.2814448,-979.3707806,-2171.772298,605.2540553,629.3994589
1608,47,-59,-12,-2860.962806,852.7049875,-182.5906252,-2693.320584,744.6281999,-131.4388124,-2690.80335,691.6169538,-83.50604355,-2658.815385,422.0948257,-56.02173249
1609,45,-11,-3,-2843.340401,770.979907,-1509.912208,-2511.460247,938.6384934,1128.492717,-2474.176629,894.9301901,-1114.545512,-2456.833594,865.79988,997.3274968
1610,-26,-19,70,5443.167638,153.3763173,2780.18943,4750.766242,-771.8489806,-2271.202658,4466.536046,-406.2795331,2580.584259,4302.151838,-793.0984656,-2152.758118
1611,19,-18,77,3648.858766,2394.15886,855.570001,3323.385903,1713.071546,-1445.745871,3228.447756,1842.444609,1490.297634,2962.259265,1520.991675,-1722.77309
1612,-35,19,-22,-1857.982758,-2149.887925,1140.283162,-1787.998708,-2240.742029,-149.3700732,-1758.310887,-2505.29316,319.4649347,-1509.428092,-2385.998518,320.9453369
1613,41,-56,-31,-2701.98449,545.7144139,455.7223881,-2644.469894,530.1497639,-581.3007853,-2574.790879,232.8033287,508.6348042,-2570.134485,-80.42065534,-576.817339
1614,-32,38,45,2633.043686,-3664.118628,-92.41420123,2333.629922,-3363.005276,1165.245591,2565.285058,-2957.434569,-1135.725993,2706.850411,-2538.83024,1455.050086
1615,9,13,38,3460.886182,1152.950734,-20.28991798,3148.681087,1304.392956,-275.2962616,2773.835472,1257.468606,223.169852,2594.971911,899.5063264,-429.9783991
1616,-27,-76,25,-911.6980693,1135.20978,3171.359602,-596.2389807,99.70177551,-2726.003949,-1058.187156,-83.14010429,2814.905263,-911.0145085,-486.2937447,-2548.943052
1617,37,-40,-35,-2438.214433,231.2042009,286.9405916,-2096.790885,439.075651,-298.0276485,-2076.260225,370.0297759,306.6017083,-2002.411241,174.239155,-316.4303346
1618,-33,-30,-25,-2399.118819,-843.53943,1313.367682,-2335.966278,-987.0520125,-876.1276111,-2200.191197,-1162.864657,656.7966796,-2097.109657,-1331.105666,-487.1174645
1619,33,4,-12,-3128.765679,322.2165004,-759.134309,-2773.378602,657.2104178,810.8749241,-2706.942823,426.1698278,-863.5054214,-2695.389256,410.7822,802.6673027
1620,25,-93,10,-2248.565211,1144.653547,851.6060604,-1639.228939,761.0392632,-801.6035113,-1697.785835,688.8048616,1033.697783,-1596.206105,668.183929,-1025.97979
1621,-34,-19,59,4435.081678,628.526377,3161.934261,3106.436643,-629.1262619,-3728.831515,3439.940297,-262.2027075,3297.945947,3328.328695,-350.3662258,-3121.597843
1622,41,-30,22,576.1614021,3823.724363,-2891.612844,1019.542124,3741.665255,2024.26932,920.7048197,3741.131435,-1705.906706,988.2026722,4073.193401,1383.560559
1623,11,-33,57,3440.886957,2378.429231,1696.603961,3046.724432,1748.718865,-1973.912484,3009.773402,1277.874964,1776.762925,2477.572078,1280.349178,-2017.679835
1624,57,-65,-4,-2324.461264,1503.601791,-1127.564368,-1875.122508,1516.495601,889.532299,-1808.351295,1412.796145,-521.8920041,-1783.949193,1469.896822,309.5451566
1625,17,20,-7,-2590.341994,-450.2274767,-1725.04535,-2393.358702,111.7184195,1417.553546,-2371.316343,-123.4712062,-1251.266788,-2242.969249,97.21676347,1283.912857
1626,-40,38,-4,-809.200482,-3006.766636,-154.2170561,-709.7401097,-2771.578722,547.7088385,-427.4216292,-2784.681552,-705.0870748,-208.1942006,-2513.157625,1167.985052
1627,-4,-26,2,-2361.297031,-765.8779518,770.0240249,-2263.513945,-763.3224277,-376.7146272,-2196.747448,-988.553446,220.2063165,-2124.703948,-1041.976307,-83.69748384
1628,3,-61,-7,-2345.36028,-97.97368693,1251.535454,-2227.964793,-283.9255031,-1077.628374,-2216.410752,-473.5834788,912.7805163,-2179.127094,-710.9615625,-835.8034913
1629,8,-61,-45,-2352.353507,264.4451763,331.2087855,-2179.118032,321.611598,-235.2751445,-1984.463588,186.4518111,371.1795288,-1907.342773,120.3023599,-259.779297
1630,51,-10,47,2582.210895,3537.716118,-3091.137868,2410.210148,3636.935531,1713.843864,2056.476285,3580.231182,-1668.414969,1466.309738,3601.221799,955.1529112
1631,-32,48,34,3788.349558,-3711.093431,-530.6671032,4112.028205,-3018.473703,1399.394183,3896.114263,-2475.509985,-1574.453444,4027.951815,-2018.820664,1869.749032
1632,5,-64,37,-1198.275482,1680.892042,2589.367892,-1223.47758,1166.880357,-2370.55886,-1266.149018,794.6816829,2411.295762,-1230.395462,261.7226904,-2281.431719
1633,-1,39,14,-1131.525997,-3042.356504,-1944.380748,-604.8757834,-2105.144617,2422.570713,-553.5758853,-2097.446884,-2251.906704,-146.2727216,-1299.060833,2395.613261
1634,-51,-35,38,4587.426583,-805.3872525,3665.682084,3740.851435,-1631.561811,-3153.425725,3618.953483,-1636.937111,3057.265718,3504.09776,-1961.485358,-2697.231114
1635,-42,53,9,2043.271934,-4183.453464,-892.152891,1879.697373,-3459.625681,1338.079921,2111.711847,-2958.561543,-1614.230522,2027.607266,-2382.2856,2094.399885
1636,60,-28,21,1109.983504,3804.839834,-3061.022137,1417.47725,4085.902827,1822.141012,1135.553272,4113.024439,-1485.465549,843.3952469,4262.19063,877.9810976
