label,Anatomy,,,Isomap-25,,,Isomap-50,,,Isomap-75,,,Isomap-100,,,Q
398,37,-83,3,-35.53114475,12.5567082,5.127302292,-30.28252689,10.76841647,8.183225369,-28.41200842,12.17066919,5.123985553,-29.20116017,9.46844111,5.510778293,3
399,24,7,4,-34.52175226,1.34469655,-27.88347396,-32.88426592,2.491379261,-23.32295033,-30.66398185,2.426942298,-22.76625828,-30.20759526,4.723387285,-19.7490321,11
400,-31,-85,-9,-21.01233729,-4.363346548,22.06790871,-20.2845636,-1.314845605,17.64696056,-17.22001041,-6.670631213,16.8766789,-13.59867707,-9.056643056,14.97002545,15
401,66,-30,-14,-37.45475274,18.22314311,-15.7341151,-30.32614816,14.73358145,-14.44705107,-27.98904711,13.54307394,-13.96397096,-28.74587739,14.18568825,-12.17266865,10
402,-9,63,33,43.11756472,-24.2995389,-45.57412535,39.88364441,-23.93425355,-44.0286156,41.08811764,-23.49949607,-38.4241274,39.78464214,-14.83426463,-41.27248302,8
403,29,0,53,54.05299988,39.78134496,-20.81526897,46.26450009,39.22730851,-18.31790001,42.41121629,33.98304093,-15.0341816,41.6782275,35.87704261,-8.397702433,7
404,11,-44,33,-18.37445751,10.52210853,28.21488516,-16.90861298,4.481822472,26.4632621,-17.63567528,4.839818454,24.01252491,-19.66118049,-0.413286768,23.90849491,16
405,28,67,9,45.58611808,-10.0011749,-76.08887408,49.21672405,-10.43303926,-64.51537013,46.91742911,-4.27986753,-58.25754989,51.7778485,0.219182533,-55.44107796,8
406,-58,-48,32,14.55237862,-13.95949061,54.20015549,19.55285507,-16.8175015,42.78206358,22.60228746,-10.27524931,44.26102435,24.51784067,-13.56384332,48.61544127,2
407,-11,-17,19,-30.84210729,-17.00510395,4.083362948,-27.15284896,-13.40673648,4.050649641,-25.31018821,-12.80594408,0.573926552,-24.73481478,-13.44589228,0.276380555,4
408,63,-16,40,34.03450174,67.97869341,-28.2992954,35.64673047,59.89557264,-23.4375244,31.79904979,59.55302939,-18.13454417,24.00973646,63.08852787,-12.66658109,17
409,-54,-2,45,63.68511812,-33.06368178,33.00303107,59.51708705,-31.91902018,30.71137048,61.56926736,-29.18506954,31.68809185,56.70749133,-30.02802929,23.85772893,2
410,-5,-84,-24,-29.39050549,-4.566784613,15.87208409,-26.34298699,-3.407693915,16.22010604,-27.42536959,-5.82678358,13.61438545,-24.81599591,-8.227448437,13.32290951,12
411,15,-57,69,32.09766377,47.71056062,42.77028329,28.49616741,46.39963398,36.00359775,27.13488617,43.2314337,35.03562006,29.39897227,36.81201717,36.0558991,5
412,31,13,-11,-36.99078314,-0.860120662,-24.14212254,-35.05191221,4.484146419,-20.19022495,-32.78054261,2.855600618,-18.47831146,-32.86391304,4.749758135,-18.98192791,14
413,-47,-2,7,-9.313615541,-49.26222547,6.289530317,-9.124008223,-44.69017133,1.695040011,-5.851586948,-44.15901826,0.424631565,-8.431302303,-42.58470321,-4.289834066,6
414,-12,54,-15,-16.35159552,-36.05886457,-13.92006117,-17.89006981,-29.44572632,-13.72344611,-13.623219,-29.70047714,-14.92090286,-12.84817583,-25.65639353,-19.03633727,8
415,14,38,25,46.28100316,-2.294807268,-33.63643505,48.6682249,-10.96186835,-31.79747577,47.5889399,1.10507844,-28.53792526,37.81929352,-0.709376289,-30.04829547,8
416,39,-7,54,33.6182689,58.47298699,-28.86430766,42.4784996,54.48942227,-22.82439021,38.68573776,51.9717922,-22.46074331,24.58543229,52.08496481,-19.53410188,17
417,-48,-20,2,-8.032494983,-49.53195198,10.72513971,-6.523655935,-45.17200147,10.37259923,-6.525064803,-42.97009318,7.3245287,-6.628337186,-42.50244066,0.921170482,6
418,-50,-61,-8,-31.06492787,-11.48449727,22.9543829,-26.86275015,-10.13590091,19.30449554,-25.17354566,-10.56631134,16.94406655,-24.06790449,-11.68359227,15.85107832,15
419,-45,41,-9,-5.18121814,-45.47445351,-4.772411121,-4.278449884,-38.72506664,-5.840265634,-0.932638304,-36.16715989,-4.466982244,0.272219981,-35.70409458,-9.729304139,13
420,-42,-12,-34,-25.90431174,-30.90854349,7.792064945,-23.54095883,-25.77866111,6.149648166,-22.30921404,-26.82258177,3.350580505,-19.41999472,-29.85184371,0.075609006,15
421,45,-61,29,-25.04580155,54.03805481,9.696519197,-13.71703366,46.2537822,10.43722908,-14.72512033,41.55395675,9.629801554,-17.55216125,40.05847067,15.38756906,5
422,29,15,-29,-36.72796598,8.401887083,-18.0036419,-32.66375086,8.385316445,-15.73762071,-30.73087076,7.148580202,-17.81789219,-30.50693802,8.054151826,-16.636299,10
423,64,0,25,-12.02635512,39.48081677,-41.55272787,-9.534711525,32.60892455,-37.10916351,-11.49188991,29.66113473,-37.86311875,-7.978942002,32.01197731,-32.48716711,14
424,-37,-29,45,64.66127706,-12.75549169,47.73004577,58.71838486,-11.50263583,43.40453933,51.71930601,-10.73912865,48.57097758,47.90694685,-14.65201269,41.95134034,2
425,24,42,40,45.66078473,3.774632685,-52.23729766,34.24882093,1.878260851,-51.3469107,36.28274698,-1.28941243,-43.41644993,35.64417284,6.304777757,-44.23350479,8
426,63,-5,-22,-33.78688675,16.24532645,-17.64437707,-29.00044846,15.39084616,-16.31442144,-27.71713852,15.10229916,-15.94291004,-26.71060232,15.97159623,-12.97656955,10
427,-14,-68,59,42.79522144,17.10677644,51.71543776,36.48797903,18.60547852,45.02857739,32.47051841,18.99044754,49.77615589,34.61382195,7.131785037,56.12439564,16
428,-20,26,-18,-18.10886874,-39.43662762,-11.18599693,-15.32710502,-35.24646112,-8.735404811,-13.12208522,-33.87877493,-11.28991251,-11.31748833,-32.58387322,-14.79904534,13
429,15,-29,77,45.82369798,48.86838471,25.53364433,43.47649093,33.75620054,31.54651047,36.31743918,34.76462901,30.22753282,35.96168464,31.51203891,31.12454625,5
430,30,-70,43,-10.58230969,50.15492771,26.08198713,-8.804714317,46.84528487,20.84787772,-10.49774396,46.42730639,16.79778274,-11.10252199,44.76586874,22.97711181,5
431,-1,-37,-10,-32.23622172,-6.630527013,10.73992762,-32.73782711,-7.145213082,8.92424689,-31.88125757,-7.282483911,7.366080188,-31.8593288,-9.64695232,6.544101058,4
432,-4,29,48,66.46132795,-4.998565156,-18.38158322,57.06445279,-2.847668187,-14.90232904,54.73905436,-0.877720683,-15.31742077,51.12782519,3.239499429,-15.53948098,8
433,54,-71,8,-33.1298354,26.96345713,-11.0633409,-24.44221942,23.84711035,-8.256553473,-22.33342667,23.40045745,-9.022709661,-22.61599497,24.62289694,-5.365103731,5
434,42,14,44,25.08174581,36.09504168,-42.75573699,23.08734403,34.21890303,-39.93540471,23.70625419,33.1560678,-33.45357762,17.2824762,39.3129086,-35.95795526,9
435,-44,39,27,38.25350872,-50.35841761,-11.81075913,37.07001625,-47.81618074,-11.83154097,36.73306428,-41.07481112,-15.71485192,37.01518468,-37.35851485,-18.44136676,1
436,-28,-22,-14,-30.71666399,-17.60449369,11.89730183,-29.67749961,-16.97741423,9.410279005,-28.78416136,-19.42559625,7.055184042,-28.53020308,-18.47225709,5.532128495,13
437,-48,-33,57,64.44555779,-19.67259769,54.64805777,56.41469408,-18.68393353,45.984206,49.64019836,-10.68082535,49.15159775,49.85875401,-12.20536649,46.67365154,2
438,-6,13,6,-26.12382201,-32.23514469,-7.176163218,-23.34824078,-28.47798101,-9.429893283,-21.47475555,-27.39598219,-9.912348069,-21.53820432,-25.94006416,-12.61939007,13
439,-21,-81,24,-30.05853981,3.159615136,36.70825754,-23.95160408,-1.138423538,23.90618441,-20.9524238,-1.334259223,22.82439159,-19.67894834,-6.13209973,20.66624301,16
440,-9,-36,53,18.96601429,21.85862968,46.25168146,13.83412911,18.01456796,40.65467829,11.54972124,17.63424019,38.30040789,11.27995135,11.15339681,41.16784637,16
441,0,17,59,60.72759279,2.195039747,-4.969654267,57.70948939,-0.95532935,1.29009966,51.38546744,-4.999762211,2.001206842,48.85671617,-2.173113893,1.774220101,7
442,-60,-24,32,46.99319196,-41.19432308,36.82119824,42.46171559,-39.83092453,28.56364625,39.33446154,-35.21646937,32.92841332,38.95876974,-38.34958084,28.50766318,6
443,-12,-87,2,-28.51337949,1.537113304,28.29227426,-26.59524792,3.495264573,25.81619643,-23.48727254,1.949891341,23.93670219,-22.55711395,-1.155369348,22.43759201,12
444,39,22,-2,-31.0510557,9.612747665,-34.13322754,-29.12400638,7.969345505,-28.14004192,-27.74518456,9.349566918,-27.42016684,-26.01850527,9.70943678,-23.807307,14
445,-8,45,15,-5.634636122,-30.6085933,-40.58121339,-5.403812066,-31.57117109,-36.93905675,-2.392334092,-28.56462749,-30.93550684,-3.699116405,-22.72700689,-33.84347278,8
446,-57,-48,25,-6.148445791,-26.95913804,47.36433558,-0.912524737,-26.85471802,38.41190122,-0.851053018,-19.98497168,36.81648321,-1.096572242,-24.60104113,31.94260289,15
447,33,-28,61,15.13870981,70.27245722,18.14535564,9.933066353,58.4870075,24.01943149,13.9453283,54.87139126,18.83714955,9.02652212,50.94925626,24.95413555,17
448,20,-52,-3,-33.46424404,2.49526627,10.06755667,-33.0187764,2.381946075,11.16285643,-31.91042766,-0.906411903,10.32177866,-31.34195706,-2.648624097,9.425143934,4
449,18,67,-8,25.90344099,-17.78032967,-49.96384421,24.85906863,-13.19306221,-54.31209322,23.89792388,-17.54467458,-46.83489521,24.92719915,-8.428439132,-44.5361497,8
450,11,-25,54,49.87469118,19.83249287,21.23466075,40.1570286,19.65172712,23.94170421,33.92410158,16.34274036,20.64546516,35.53231612,15.92690508,23.62672131,7
451,-25,47,45,50.08827186,-52.10723201,-18.75102751,55.38794215,-36.61170844,-16.59511794,53.78197374,-34.43663019,-22.01450487,52.15570998,-30.19821016,-21.23839342,1
452,-41,15,-18,-27.96264587,-31.72773883,10.13707108,-26.91123627,-30.88550219,5.513672491,-23.13064945,-30.71448024,6.174756003,-23.92935689,-29.02406102,3.905838179,13
453,-3,-9,75,45.48269867,9.546436135,23.39886495,41.9246809,11.01927705,22.16527886,36.25410248,11.16762786,20.93770746,33.57052904,5.648251937,23.20827488,7
454,-37,-8,-32,-22.99328939,-37.09216122,3.495949125,-19.41278067,-29.48682961,3.160149817,-16.82498676,-29.45613513,1.22186301,-15.88969196,-28.80081798,-1.609718725,13
455,-32,-4,52,65.80879421,-34.27395407,29.57747902,53.88954952,-34.86339601,27.05563565,53.02909869,-32.18935475,24.99799783,51.56903763,-34.93945535,17.53210937,2
456,67,-45,16,-12.52716105,50.9474256,-14.01878536,-10.33131781,44.27963051,-16.88876452,-5.962265613,42.42036392,-9.732529927,-7.525265548,42.39689333,-3.329204701,17
457,57,-54,44,13.5466417,75.93095737,12.7301596,18.61901286,65.12144848,11.77770705,14.8104064,64.92375457,7.331851499,14.0972645,62.68999689,13.79591136,17
458,-48,-34,-21,-27.55755475,-29.22246974,14.71231177,-26.38860389,-26.90439437,13.11430992,-25.12135168,-24.24231071,10.0503397,-24.69291248,-24.76175593,7.307214545,15
459,66,-9,-12,-39.7395139,18.06338537,-18.6291036,-32.75234909,17.1252903,-14.51543956,-30.0181622,14.57980066,-15.41105641,-30.26844585,14.85952262,-13.65513193,10
460,54,-6,35,34.73327315,56.74406806,-36.3007593,26.05406731,51.19927743,-33.13969439,27.79886113,48.7510993,-31.39467267,24.9353598,47.83835454,-24.04853171,9
461,44,-41,-31,-35.14412939,7.136028309,6.606772623,-34.62509838,8.921849075,8.485137304,-33.02457779,2.776164587,5.931614677,-32.64420525,1.550945293,6.025664076,3
462,8,-83,18,-25.72564668,25.64230618,34.80626833,-22.02051221,18.70056489,30.16671631,-22.71756571,16.82823709,24.78045643,-23.02307067,13.57662554,27.18170461,5
463,2,61,2,4.122912899,-28.42973554,-44.37988711,9.172274018,-28.9941811,-43.62468666,13.05374869,-25.46398775,-36.42548305,8.407747739,-18.2243213,-41.01196791,8
464,15,41,53,64.96439642,-0.900328064,-33.69725763,58.064494,-0.974872805,-29.09131989,53.98885173,1.930053252,-24.86614306,51.97391874,3.555330569,-23.66748653,8
465,-27,-59,-32,-32.98134545,-9.361301604,17.58667866,-29.712249,-5.139873699,18.83211178,-28.90142137,-6.761920532,13.36816641,-28.7364307,-7.331831632,10.89494898,12
466,12,-56,53,12.09406965,40.21622331,40.93233647,12.52436252,29.83594535,39.52673275,6.891721887,30.99483599,38.46228524,5.142920621,27.06138781,40.31334449,5
467,33,-58,-30,-37.2056021,6.316078751,7.064924892,-34.93234718,6.77582716,7.748017795,-34.61955484,4.638333225,7.091863334,-34.36008476,1.118001211,7.169913224,3
468,54,-12,-24,-40.1640498,14.78640243,-17.31992434,-34.82983667,15.03419551,-15.00140775,-31.44267943,13.08916082,-15.40832713,-31.46965135,12.77256625,-12.46604247,10
469,-54,5,-24,-19.726959,-33.3862304,8.926489345,-17.72774376,-32.7048652,8.453880348,-16.95726095,-27.18850445,6.503960049,-15.59901319,-27.67028901,2.107477405,15
470,34,63,1,6.851629594,9.082061553,-69.66836974,20.46133402,13.59949062,-58.09373225,18.65079002,11.66831601,-54.95784383,20.55570776,16.74389088,-53.35270044,8
471,-36,-45,62,36.18109099,9.490258258,58.06515282,45.89947824,10.48390879,56.91197241,40.85028884,4.224854735,53.66131345,40.59650638,-3.893970463,50.66986716,2
472,15,4,16,-31.78672355,-0.774035139,-25.54149963,-31.75557879,0.869062865,-25.01112731,-28.0981781,0.432455253,-19.95613705,-27.1474765,1.974671707,-21.16668959,11
473,-35,18,33,43.83672627,-48.9684871,-5.139321474,34.10529549,-48.73283114,-7.034922227,30.77645542,-45.7582562,-7.546084921,31.81559952,-41.42183214,-12.64669453,1
474,9,-26,-37,-34.32105722,-6.162841523,3.244165418,-32.02489072,-5.210434828,3.198200212,-31.31135115,-6.321592298,1.569541967,-30.04011076,-7.066169764,1.865608469,4
475,-35,-9,22,20.40975268,-54.06167585,14.26108644,19.27347416,-47.59987744,5.754265395,20.15697608,-41.54409259,6.352936257,19.40802409,-39.87505576,-0.833509985,6
476,3,-19,11,-31.88776655,-13.11801009,-6.873024306,-30.39245915,-9.129186433,-5.455124615,-28.31378871,-10.39207966,-5.372736151,-27.52027451,-10.94545776,-6.905042507,11
477,54,34,20,-13.48192941,23.2333304,-50.10432741,-9.296941592,20.85726797,-43.6514709,-7.644774625,18.91991134,-39.50059831,-8.360377663,22.33765129,-38.01617513,14
478,40,-73,-10,-38.147493,14.46576026,-0.766392562,-36.82947473,13.16436153,-0.138870719,-36.63650706,8.799006908,-1.063324061,-35.6617356,7.89200776,-2.526179104,3
479,-1,-6,36,33.84217986,15.58816477,23.31338396,20.84733712,14.42788519,24.0194082,17.93747588,7.850907732,24.17235058,14.92005256,6.317274796,24.78409096,16
480,-27,42,-7,-11.3288853,-44.44767842,-14.63561459,-9.556552325,-36.79011124,-15.00340886,-6.089555159,-34.282446,-15.78616168,-6.589388523,-25.38095498,-18.6219771,13
481,12,-3,-9,-33.64446098,-10.43960828,-3.397409529,-33.2135347,-6.12080258,-3.229159043,-32.37064855,-6.599776613,-3.6179591,-32.17661437,-6.702937441,-3.754362567,11
482,-32,4,-30,-26.04018986,-33.95432404,2.332728404,-22.20744258,-35.92625138,3.707480078,-19.86186048,-32.93170215,1.475863099,-19.44047631,-31.21368074,-3.524331789,13
483,-54,-20,-12,-25.95232275,-35.1784206,13.31612942,-23.21674655,-30.58173544,8.65336068,-20.75835271,-34.4738677,7.594056137,-19.7581029,-32.63752445,4.599066528,15
484,66,-24,34,21.95196297,58.02299815,-33.12318812,11.95003688,48.16915463,-29.41723311,6.704062043,51.94009702,-31.21097015,3.693451209,47.81828468,-25.25405835,17
485,-9,-13,6,-34.15665067,-15.57406958,6.36205031,-30.08332944,-13.75944288,5.349304354,-28.84153735,-15.9494715,2.673007811,-28.27268955,-15.79902374,1.13638598,4
486,-54,-55,-12,-25.55122922,-13.48316693,20.22694392,-22.90651019,-10.97282161,18.25135751,-22.84821981,-9.786643201,15.75587451,-19.52268382,-12.93218784,12.56343432,15
487,-15,-50,72,37.92748706,22.34693361,51.76078993,27.1096167,23.38552932,50.8122862,23.96085828,22.37068329,44.58047625,24.41046763,12.3386941,43.84343265,16
488,39,-83,25,-16.87420655,51.1613509,6.287702102,-6.612290436,48.67378286,0.555261301,-13.48091118,43.35745071,3.872475273,-15.05191102,42.14116682,8.712832981,5
489,-13,59,37,56.30881786,-29.49487866,-47.42245631,49.1214557,-18.45846543,-46.54963206,50.8550774,-20.91214479,-36.99762037,54.18504967,-15.43225677,-35.29818053,8
490,23,58,25,47.70211072,-23.73045443,-56.57943805,39.47076825,-22.77123568,-57.79053247,42.5044709,-9.201865586,-52.87615193,39.96251895,-1.866768238,-50.25820052,9
491,17,-48,8,-31.18029742,-0.444102496,12.27917966,-30.22143777,-1.369859152,14.13514236,-29.50341559,-2.605612193,11.2182541,-29.49654702,-4.746393505,11.56645957,16
492,31,-40,-29,-36.71507013,4.604409517,6.883676423,-31.89827991,1.349445724,5.968829729,-31.39498723,0.805588875,5.64672219,-30.10154197,-0.143857496,5.166016397,3
493,-60,-42,21,4.59801351,-34.82844085,41.77262106,3.07387621,-34.75679224,33.63918808,5.142335188,-35.96066113,30.11621559,3.277455315,-35.88847351,20.99228754,6
494,45,36,-4,-28.58089993,11.24611412,-36.08848162,-20.90217246,10.77294866,-30.78161119,-18.43058407,10.26379339,-29.06700308,-18.26459347,12.90652965,-27.80092436,14
495,-16,-53,23,-20.96861845,1.362323832,38.89255236,-18.22186077,1.113127337,27.9766303,-17.2589524,0.360683628,19.80661165,-15.8894649,-3.090138924,20.98242025,12
496,60,-63,11,-38.2977674,31.63999004,-12.00737168,-27.6276604,26.13572919,-7.65100389,-24.86989123,25.58551132,-7.546758177,-24.64039324,26.63537265,-4.681192942,5
497,-21,17,7,-17.43951671,-40.87792515,-5.034028566,-16.09967811,-36.12545628,-7.101087576,-14.07398093,-35.81970605,-7.521623535,-13.32769924,-33.52465248,-10.89765312,13
498,-33,34,36,37.00279793,-51.35414695,-8.93295244,29.71847829,-43.38559778,-12.15193759,30.03678935,-42.48657131,-12.24415774,27.10011256,-39.29351538,-19.19625208,1
499,-12,-90,22,-2.383511919,12.02421418,48.73955734,-6.463915603,12.853943,43.89025335,-7.583741142,12.73516658,38.62322679,-6.593329631,7.960948767,38.01725791,16
500,67,-36,18,-7.553794146,54.25234511,-15.72711254,-2.0184937,47.60855831,-19.94067582,-6.068709535,48.03795329,-13.69980329,-4.803496646,47.0776263,-9.743404706,17
501,48,30,41,29.64671408,35.44128661,-51.60322694,21.33182543,30.27222988,-45.74681598,17.32971489,31.07194015,-43.36016414,17.97142284,32.92728538,-38.88348142,9
502,-54,-13,13,0.398916875,-53.41622607,11.16368622,-2.369824529,-44.49458916,11.70621298,0.077832138,-41.64201379,10.21772971,1.400694191,-40.86154482,4.20087416,6
503,-12,-9,-18,-29.71317616,-22.33941978,5.495949037,-28.09751999,-20.41566734,3.556344472,-26.32258135,-20.36037496,0.152756173,-25.41209729,-19.5392416,-2.713677037,4
504,9,69,9,26.11490056,-14.41939761,-51.97240741,24.58255917,-17.16182894,-50.80549212,20.50162874,-16.60118399,-46.58427425,24.31304031,-10.83599471,-44.04184076,8
505,31,-90,11,-29.18239826,14.79717617,12.14591035,-22.91987668,11.87036171,10.41790479,-21.19434184,13.30594181,10.76960314,-19.26012454,12.46229761,10.76690292,3
506,-25,-79,39,5.142296145,13.1731891,52.36068591,3.861035195,13.08084281,50.85251566,1.391894248,10.99746357,48.35592361,1.209864347,7.540341726,44.01653283,16
507,-38,6,10,-10.58940665,-50.77449852,5.251587036,-9.233296135,-43.35919766,-1.007894588,-6.789615279,-44.37115375,0.142343308,-9.230817805,-38.6181536,-6.679524527,6
508,8,-6,18,-30.7500859,0.122617652,-18.26785202,-28.31710148,-0.636865723,-18.69625567,-25.20591683,-2.414749018,-18.09643144,-23.86598517,0.60637797,-17.45974915,11
509,31,-51,60,15.77194428,61.5830636,30.7340602,9.774421819,56.40734343,29.42698488,12.7529064,46.8839131,26.25706073,10.77509356,47.36294384,31.06375376,5
510,-42,-74,-9,-25.73365043,-7.436698041,25.6458407,-21.25383536,-11.09049106,23.06163422,-21.07629997,-8.10089568,18.6048487,-20.52625031,-9.318821502,15.74672416,15
511,24,31,50,67.10879672,13.42721938,-39.99728652,51.49347853,13.02646032,-36.20974036,50.29715549,11.84210777,-33.95860439,47.89836805,16.83074238,-29.58254065,8
512,-29,54,28,61.90742305,-44.43524969,-40.20652244,58.31613704,-37.5012246,-36.54391593,58.54881904,-27.32321748,-36.91219197,56.77118705,-24.46610965,-37.14638548,1
513,39,-4,18,-26.88390442,23.26098674,-34.95488782,-18.9409022,19.9597837,-33.13067634,-17.43802345,19.04940258,-29.26789467,-18.21954734,21.59460304,-26.20483619,14
514,-49,-56,9,-26.4330323,-17.7123408,29.06578855,-22.3591901,-18.53020679,22.39777753,-20.47439675,-15.82669127,22.78573709,-19.81412883,-17.92934234,20.58163322,15
515,48,-9,-39,-34.39592591,13.97350311,-16.79184771,-29.03633988,13.50644155,-17.44493907,-26.80618816,12.68517697,-16.57711375,-25.15132862,13.17074997,-14.79844366,10
516,-16,62,30,52.67461815,-27.21632345,-50.07958128,48.34615498,-27.17810396,-45.62676696,51.04635222,-20.68019235,-41.74413,51.10699908,-14.53100836,-40.31285692,8
517,67,-44,-5,-40.42957124,17.90170639,-13.59324713,-34.62048923,15.34752483,-11.97907697,-30.45506576,14.14038611,-14.09270744,-31.2921963,14.89711281,-10.09413996,10
518,45,-12,63,42.43150367,69.09483912,-14.17179174,42.14685232,61.6271489,-20.76972111,34.08826305,63.70505896,-18.54001963,33.89714379,60.49438628,-7.629041394,17
519,-36,-58,-27,-32.26738438,-9.637603039,19.04603287,-30.05063878,-6.374128237,18.71550012,-29.53204894,-6.471986712,15.20074276,-29.15477805,-9.197646357,12.41910704,12
520,-42,37,5,-8.348488378,-44.75620679,-8.465022527,-3.542838665,-41.88065041,-5.911469669,-2.643544985,-40.75963472,-5.770040398,-1.864579713,-36.83942928,-12.02123186,13
521,-19,-48,63,28.82658301,18.56891812,57.34771328,23.08759978,16.23824437,53.24125439,18.21223141,15.98931159,47.28489109,17.59821466,8.504430441,48.50792118,2
522,60,6,34,26.9369917,46.66688965,-37.44832026,29.28816921,47.56307593,-34.04127662,26.00615171,45.56579265,-29.65717083,20.29925639,47.35476849,-24.95870567,9
523,10,-47,-15,-36.17916404,-1.354530573,7.444461108,-34.78853777,-1.881962043,7.4315648,-34.34151765,-4.090411973,5.608690808,-34.5227672,-5.814328772,5.828426496,4
524,-10,-3,21,-5.678982306,-45.83421156,-9.385762808,-5.197862856,-38.92398554,-8.454381421,0.306787181,-36.70508166,-9.368295549,0.029498705,-35.05663714,-12.39886444,13
525,-11,6,72,46.07466894,3.080009929,11.45893208,45.20675143,5.737831168,14.21243528,35.97220283,5.18806899,13.70089864,38.79184267,-3.237762538,12.49821589,7
526,-60,-2,8,2.391056372,-50.01836288,13.82446507,2.438849976,-45.84186744,7.653428375,5.777145033,-38.42893271,5.600674102,4.615134148,-37.59107065,-1.31645181,6
527,-21,-31,5,-29.09908796,-15.33738899,8.273015631,-28.20214283,-13.23366734,8.247050537,-25.82827462,-13.43196157,7.308170314,-25.22206501,-14.84480299,5.597505494,4
528,-10,1,-24,-24.34591254,-27.51693467,-1.585772652,-22.50670654,-22.56764108,-2.148244214,-20.46095574,-23.56922945,-7.298700078,-18.86597258,-21.87518174,-8.564898087,13
529,18,70,9,46.70345352,-25.94377392,-59.47143542,44.42393974,-14.69805444,-56.54387172,38.65871081,-14.65115324,-54.34974031,37.89236269,-1.162921235,-51.94295918,8
530,-11,-58,12,-21.73070566,3.774958155,29.50987917,-23.33304171,1.119575102,25.84018833,-25.03831943,0.268899866,20.26897204,-23.42771899,-3.982589537,21.49274912,12
531,17,-91,2,-34.33571645,14.59042001,17.132589,-29.5216368,12.81935838,17.086263,-29.45131883,8.848691335,15.01497092,-27.75694141,6.240019672,14.09972075,3
532,-47,-24,28,38.57431832,-43.91650097,33.77544575,36.94154384,-42.44485662,24.86432464,33.00740743,-39.55885809,31.30658766,33.1729644,-41.00063049,25.7309753,6
533,25,-9,-32,-38.13785441,6.275841541,-13.29288746,-33.56704034,6.181165191,-13.41622595,-30.55767683,3.404006078,-9.834515259,-28.33849991,3.817743704,-8.231735163,10
534,55,1,-6,-37.58260296,19.30815358,-17.22197418,-36.1754578,15.96762009,-16.83930616,-34.61827487,14.02211656,-17.38728552,-34.54476718,14.03197298,-15.04498174,14
535,70,-24,-1,-28.17692285,28.05232077,-17.86761562,-23.66263767,24.40288032,-15.04119114,-20.77168358,24.10515092,-12.61978423,-20.57243851,25.60859269,-8.565383241,10
536,2,34,-15,-21.93849925,-21.51073776,-28.60826298,-20.6035515,-19.5783847,-25.01182093,-17.7847724,-17.6768366,-22.83066753,-16.63890627,-14.22433397,-24.70837761,8
537,50,14,48,39.96855046,45.38747218,-42.98270646,38.69013504,42.53858914,-36.1661083,31.89914944,41.02431922,-39.96033604,29.51718819,43.98814212,-35.75493566,9
538,60,-13,8,-22.10071211,39.66794201,-31.91379335,-23.02140561,31.2036356,-30.92199063,-19.70013828,29.93503742,-26.50748629,-17.61716003,32.46087285,-20.46797144,14
539,-42,-78,14,-2.805903597,-14.55144143,38.29258399,5.511038221,-14.95026118,26.31978311,1.927050261,-15.50711808,26.46006419,5.869970321,-15.84207252,22.75705211,15
540,47,24,-12,-31.99392692,11.8465746,-30.11653366,-26.1872041,13.79404674,-24.95323386,-22.42147525,13.0960216,-24.10057286,-22.45958629,14.62265357,-22.60443945,14
541,59,-31,13,-6.701309183,54.32320695,-22.95979583,-16.27983986,44.59789947,-23.43293244,-12.49680648,42.24214433,-19.17717549,-12.59225478,42.60212154,-10.86853578,14
542,7,-11,38,54.60984735,28.60397336,6.559955425,47.7734101,23.60212995,14.06770842,43.38104742,19.47455198,12.20342378,41.61731277,17.16793817,16.67049079,7
543,54,-20,-5,-36.34575669,19.35818087,-12.74514271,-31.02260247,20.334741,-11.99129442,-27.12827916,17.38950574,-12.17910322,-27.66889578,19.42257196,-7.234686888,10
544,-52,30,16,4.562624261,-48.70090862,-7.91960662,2.75726636,-43.2374511,-10.69254431,6.834311981,-40.50779328,-11.9436843,6.273076364,-39.79764389,-14.52066434,13
545,60,-49,-21,-37.83566631,16.82907218,-6.219212939,-30.27729642,12.22522249,-4.521997569,-29.64608772,11.12183889,-4.462504892,-28.21898632,10.96994949,-2.662931987,10
546,39,-34,50,6.491512941,69.89617428,22.90390855,7.35848237,59.38029982,20.2056617,10.91081625,53.74590471,17.83259974,11.71685697,52.18679323,24.36453693,17
547,-55,-17,-28,-16.38810748,-38.35461906,7.311067527,-13.66258485,-34.2405654,9.233156925,-12.43934346,-27.011931,6.85723939,-9.491298985,-29.30444484,2.731067559,15
548,-25,-2,12,-12.62418086,-45.30390622,-0.17753502,-9.448525289,-45.6731242,-3.49211467,-7.45353592,-41.71808365,-5.102093548,-10.13183616,-38.34443791,-9.620535455,13
549,17,5,22,-30.37759155,4.06699007,-29.42628584,-29.08073783,4.347698585,-32.12334572,-24.46636621,4.502038357,-28.48717898,-23.05902782,6.688071317,-25.10943435,11
550,15,-28,12,-34.19123377,-4.155021921,-0.687458501,-30.03968822,-3.843217839,-1.447600128,-26.05314395,-3.07688047,-1.975805037,-27.25895871,-1.400864992,-1.458173952,11
551,42,1,63,43.70942518,57.79392965,-29.67373565,48.73676861,57.14639379,-21.93453479,39.92005438,59.02605846,-22.58542878,33.08175649,55.33090328,-21.35960721,17
552,-44,-67,41,35.43397653,5.600265645,58.78984973,39.3911546,0.344030027,55.14679753,37.7941846,-2.620915734,56.00411941,36.6820805,-4.622058818,52.52074033,2
