label,anatomy,,,isomap,,,MDS,,,tsne,,,PLACE,Q
1015,120.69,215.54,56.764,-3.4495056,-0.86057889,0.90045798,1.751638329,-1.8061307,0.328832489,-26.29457595,10.01102098,34.64221251,14,2
1015,118.28,205.94,58.693,-3.3736212,-0.96707237,0.77501917,1.597459785,-1.839360281,0.069078381,-24.97717591,8.067892811,33.36396011,14,2
1015,108.47,216.86,57.92,-4.0680394,-1.3281255,1.3622127,2.628391558,-1.737557947,0.67226499,-27.92653629,14.87585822,36.57725489,14,2
1015,102.66,211.36,53.746,-3.1139638,-0.32535204,0.67959303,1.292407883,-1.741127241,0.301056302,-25.96116269,6.77979272,33.37816132,14,2
1015,77.694,208.42,52.169,-2.3834584,-1.7544694,-0.077192225,1.371029481,-1.066651625,-0.403297494,-23.45075151,4.602512764,25.6881455,14,2
1015,77.341,200.83,49.359,-1.9790424,-1.5137469,-0.62986577,0.810059348,-1.004860527,-0.633555273,-21.84158181,1.577553129,21.48118683,14,2
1016,137.06,173.24,41.621,-0.74725378,-0.2276691,0.22347154,-0.121119356,-0.472471382,-0.338808882,-3.425843475,6.761625774,35.12886017,7,2
1016,113.17,170.03,52.817,-0.67372078,-0.40610525,0.39717379,0.104849719,-0.38770164,-0.299901009,-4.343203277,8.280600203,35.50337739,7,2
1017,130.31,151.96,108.79,-0.20426546,0.7535069,-1.0602894,-1.2560799,-0.236270854,-0.255080752,5.381134506,-23.66399457,-0.430957133,2,8
1017,122.73,151.19,118.51,-0.25691637,0.71895444,-1.0475112,-1.31714522,-0.260357299,-0.30705013,6.302128838,-23.38175037,-0.38711408,2,8
1017,113.47,153.97,115.46,-0.30453551,0.64326447,-1.0616258,-1.268021679,-0.271014755,-0.379780123,5.19467551,-23.2089492,0.412254132,2,8
1017,106.01,160.56,114.63,-0.45057803,0.50316018,-1.2006375,-1.251924838,-0.364046461,-0.511643466,3.647938127,-22.72705396,1.041664998,2,8
1018,179.56,183.93,82.445,-2.0406778,1.2204301,0.13364191,-0.046193356,-1.272628361,0.507905986,-5.908016704,-1.070003455,33.11106717,8,4
1018,189.53,199.86,87.488,-2.3213139,0.93618923,1.2360919,0.750487281,-1.262475383,0.741254098,-4.627344283,3.667246525,37.69570494,8,4
1018,182.37,196.8,86.482,-2.1448476,1.0175735,-0.095200971,-0.012662856,-1.339359323,0.384564836,-8.101092085,-1.48898027,32.06098612,8,4
1018,197.31,195.75,91.641,-1.9930136,1.2717316,1.3321513,0.56516745,-1.248262291,0.84922774,-2.542685833,3.15551753,37.99725668,8,4
1018,189.94,186.67,84.86,-2.0141017,1.2658393,0.78892016,0.213886154,-1.292579843,0.741979378,-4.691375056,1.120489694,35.21819613,8,4
1018,175.27,196.46,82.132,-2.3313274,0.91299057,0.36836162,0.33548284,-1.3560479,0.509823603,-7.226973127,0.948327279,34.74554451,8,4
1018,170.69,193.38,84.32,-2.0831189,1.0461296,0.026033461,0.06268699,-1.151886345,0.430311402,-6.825897693,-1.591569159,32.93134366,8,4
1019,217.29,183.05,66.383,-1.1115755,1.2343055,2.0596559,0.371749123,-0.844632245,1.164473275,2.09915604,4.741733836,38.65793308,6,3
1019,205.77,189.52,61.97,-1.7860723,1.1293472,2.0186577,0.727926713,-1.114466848,1.097875108,-0.946506679,5.651181464,39.65809844,6,3
1020,203.48,196.25,79.124,-2.161958,1.0217078,2.0338287,1.015314836,-1.258363175,1.023014009,-2.378714553,5.889220027,40.56647172,6,3
1020,194.63,193,73.78,-1.822908,1.1789149,1.593502,0.463830774,-1.229266922,0.895575815,-0.744084904,5.079740524,37.18409114,6,3
1020,198.07,179.28,78.488,-1.8746253,1.2641422,1.5358021,0.436676577,-1.306258537,0.886649118,-0.763659259,4.144103468,37.95540987,6,3
1020,214,193.65,78.002,-2.4790411,-0.74871022,3.3037448,2.586495961,-0.914233743,1.42565761,-27.10389586,17.34238642,39.81660921,6,3
1020,208.8,188.9,82.328,-1.7745581,1.2278827,1.4171402,0.423289296,-0.976472541,0.80476226,0.44307867,2.807377658,39.54694581,6,3
1021,70.334,157.64,60.306,-0.34902969,-1.4654839,-0.7741093,0.275774993,-0.272768587,-0.927220912,-20.36454032,4.042892995,-10.88625088,13,5
1021,56.731,152.73,45.948,-0.090163566,-1.6353648,-0.79320031,0.249499883,-0.098587963,-0.948260113,-20.66625853,5.129872352,-12.85568932,13,5
1022,147.93,203.58,84.606,-1.9521853,0.30668071,-0.51952171,-0.023828043,-0.9786748,-0.058327752,-10.82039818,-5.488510778,25.1621584,8,4
1022,138.6,198.02,93.817,-1.6502191,0.46230319,-0.7314173,-0.378147003,-0.940185804,-0.148474193,-8.601682794,-8.634736836,23.14055051,8,4
1022,107.84,169.27,131.09,-0.39998317,0.6504814,-1.2817665,-1.450228577,-0.363895095,-0.535556211,5.483384884,-23.67170718,0.095517308,8,8
1022,149.44,213.68,87.051,-2.4892836,0.067777455,-0.21948762,0.580692466,-0.954757653,0.115332196,-13.65824546,-1.795069907,30.98701126,8,4
1022,140.64,212.34,93.88,-2.063379,0.2924017,-0.46444041,0.096792521,-0.919649754,-0.011624748,-11.24497408,-4.094443143,27.86340831,8,4
1022,134.17,209.88,106.38,-2.0144339,0.29151404,-0.4816604,0.054786838,-0.920688333,-0.023752873,-11.3321798,-5.217771946,27.68641933,8,4
1022,127.23,206.29,111.16,-1.3870947,0.42876175,-0.74424887,-0.460956035,-0.698614244,-0.214428666,-6.432906861,-11.3458368,20.10190487,8,4
1022,121.78,200.45,112.35,-1.3714039,0.43958625,-0.72923332,-0.454144079,-0.678253657,-0.207244314,-5.850366228,-12.23844307,18.29441205,8,4
1022,121.88,189.55,110.32,-1.1930941,0.50144166,-1.01853,-0.767058292,-0.689820262,-0.296416664,-3.961689542,-14.99371114,15.05579522,8,4
1022,115.15,201.79,115.26,-1.474719,0.20219104,-0.67823875,-0.297539287,-0.743337423,-0.312131746,-8.45155165,-9.907899527,20.13727056,8,4
1022,114.14,192.04,117.28,-1.2307512,0.22416657,-1.1327239,-0.709511755,-0.726526087,-0.468902056,-5.140253439,-15.24755443,12.39545987,8,4
1022,116.66,178.19,119.85,-0.66205871,0.62930089,-1.1556658,-1.17030162,-0.445730364,-0.426551911,2.118471311,-21.06358767,5.223393998,8,4
1022,110.39,181.3,122.45,-0.93671888,0.15616532,-1.16829,-0.870072397,-0.646834929,-0.628936484,-3.814595261,-17.34436567,7.883495884,8,4
1023,154.48,149.05,100,-0.23233575,0.70613325,-0.8473857,-0.996186872,-0.298884411,-0.081453214,10.05338654,-20.53870407,7.672516261,2,8
1023,134.11,151.83,97.23,-0.17092624,0.68381405,-1.0476668,-1.176729892,-0.263533589,-0.212135591,3.490851265,-23.93031054,-0.98439784,2,8
1023,119.79,152.25,95.881,-0.21674009,0.43243787,-1.0971748,-1.132537924,-0.260243367,-0.41027701,1.295207297,-23.85307863,-2.487449129,2,8
1023,105.86,154.14,96.567,-0.31849203,0.26544666,-0.88019216,-0.840750505,-0.280932754,-0.33495543,-0.818720271,-23.51209297,-2.320733721,2,8
1024,123.59,159.68,126.89,-0.17438725,0.8016811,-1.2351037,-1.634868833,-0.257258949,-0.450483787,8.665612682,-23.93511096,-2.682693257,8,8
1024,167.36,206.9,82.663,-2.4884875,0.37236911,-0.14221922,0.282517342,-1.572456773,0.113530934,-10.86742754,-0.231645617,32.38938118,8,4
1024,159.67,207.34,90.69,-2.0224738,0.26813909,-0.62683749,-0.078795876,-1.161987658,-0.115089706,-11.0952118,-4.826735004,26.34069577,8,4
1024,169.44,197.94,94.811,-1.7818651,1.0500824,-0.37042934,-0.299278254,-1.149745949,0.289847614,-7.126673104,-4.249582745,29.83228012,8,4
1024,164.47,193.85,75.22,-2.4650931,0.52859938,0.093782268,0.432673759,-1.391239658,0.319803172,-9.128273802,0.685233973,34.00435768,8,4
1024,152.96,204.12,101.56,-1.8291174,0.49128398,-0.53886336,-0.171485615,-0.990706155,-0.003488656,-9.220219556,-6.545597994,26.39089503,8,4
1024,145.36,197.52,110.34,-1.3135811,0.69302392,-0.78356111,-0.65203253,-0.821617139,-0.066924531,-3.032724955,-14.05041819,17.9392427,8,4
1024,154.92,192.24,109.05,-1.2482225,1.0098283,-0.60692078,-0.675555051,-0.887952215,0.14961064,0.570723495,-14.74946143,18.96011949,8,4
1024,156.82,191.99,82.185,-2.0250494,0.80169654,-0.34836486,-0.10474028,-1.242958268,0.22078403,-8.625977827,-2.982231383,30.51431715,8,4
1024,144.13,186.64,118.29,-1.0173219,0.85123706,-0.86597145,-0.931186815,-0.753265392,-0.082533168,-0.085731095,-16.93383168,14.99964686,8,4
1024,140.57,176.68,118.93,-0.76171201,0.9266507,-0.95527554,-1.129991114,-0.603097795,-0.110400648,2.315887543,-19.18034632,11.56030969,8,4
1024,134.4,194.41,117.61,-1.092329,0.63698292,-0.90110171,-0.798135696,-0.682652569,-0.220664125,-2.339622288,-15.75612231,15.19660354,8,4
1024,128.3,187.13,119.59,-0.95080072,0.58123505,-1.1420205,-1.006561073,-0.632640986,-0.353735389,-2.091444314,-17.10428968,12.5210788,8,4
1024,136.39,165.88,121.26,-0.47116941,0.85308421,-1.1143639,-1.350493477,-0.418064556,-0.26127288,5.295526876,-22.45227493,4.306701845,8,4
1024,124.75,174.61,119.09,-0.53647184,0.68956101,-1.1837938,-1.300363008,-0.416951198,-0.414609264,3.787089234,-22.19740501,3.676420567,8,4
1025,96.884,156.47,111.92,-0.24858584,0.25752831,-1.0708861,-1.013459635,-0.282706507,-0.505846017,-0.0513464,-23.76872899,-2.792007469,14,8
1025,88.428,161.72,75.215,-0.2846795,-0.47208074,-1.100437,-0.646961883,-0.263308635,-0.906183037,-10.02045681,-17.5235754,-6.118991241,14,8
1025,87.708,152.32,78.212,-0.44937658,-0.41030574,-1.0719385,-0.588611159,-0.386813847,-0.823313909,-9.615141017,-17.14361977,-3.600262261,14,8
1025,78.24,160.61,72.527,-0.27757242,-0.60235906,-0.94058686,-0.419295518,-0.215018936,-0.867168761,-10.30769852,-15.96584601,-5.592472438,14,8
1025,67.108,165.62,73.29,-0.23654255,-0.78842902,-1.0925404,-0.403114682,-0.143071056,-1.023006503,-11.05871948,-13.95249362,-6.586899797,14,8
1025,67.084,153.5,89.731,-0.15066929,-0.52214354,-0.97593814,-0.515908206,-0.079837454,-0.86981833,-9.000952523,-16.59059538,-7.395320498,14,8
1025,85.247,156.4,115.92,0.017303219,0.23160496,-1.097102,-1.045581757,-0.018274118,-0.472408321,-0.240883578,-22.79750402,-5.789275333,14,8
1025,87.35,150.22,101.59,-0.27403763,-0.12181902,-0.32407072,-0.241232407,-0.137213256,-0.295178185,-7.59057021,-20.19731066,-5.326390916,14,8
1025,77.362,153.09,102.13,-0.12503916,-0.34460193,-0.60324359,-0.424256702,-0.077356017,-0.515403356,-7.497908412,-19.488938,-6.250583119,14,8
1025,77,149.24,76.916,-0.45844668,-0.8401866,-0.58529091,0.010212979,-0.231038828,-0.719378444,-11.04937642,-15.35517817,-5.550472146,14,8
1026,205.95,145.5,79.814,-0.62726712,1.5265889,1.1214292,-0.243324852,-0.517430847,0.931145946,12.58187144,0.865524668,27.85989949,4,3
1026,216.26,146.6,81.544,-0.72983485,1.1245261,2.1239624,0.597638465,-0.475623549,1.27159581,12.02137221,1.816545822,26.82811976,4,3
1026,212.19,149.99,86.27,-0.56049782,1.46385,1.2637852,-0.113852256,-0.50974196,1.061735495,12.43373098,-0.62842342,26.84922749,4,3
1027,227.38,166.02,97.348,-0.45378,1.6759751,0.57770598,-0.78571758,-0.404162217,0.835076812,16.81770085,0.323575919,25.15191438,3,3
1027,228.51,179.17,77.745,-0.58428526,1.6035302,0.99729723,-0.398464673,-0.458529041,0.996531649,14.08445372,-1.24345857,26.44337073,3,3
1027,222.2,183.87,82.538,-0.63869441,1.5614032,1.1476467,-0.267390005,-0.514172744,1.062725549,12.8851838,-2.683551276,26.75475998,3,3
1027,221.48,174.74,90.104,-0.56575561,1.6662352,0.77438581,-0.584865317,-0.458226015,0.931626951,15.52727467,-1.546194527,25.63268662,3,3
1027,218.51,168.68,100.89,-0.54191941,1.654174,0.68988889,-0.641858309,-0.45666791,0.904458882,15.35482896,-1.593992318,25.00630943,3,3
1027,232.25,171.04,77.568,-0.54579949,1.5860006,0.93686998,-0.482851493,-0.438662792,0.92842032,14.75023392,0.619317988,27.08419747,3,3
1027,234.97,162.1,77.261,-0.45149347,1.6070927,0.3172988,-0.921840467,-0.399315964,0.666822777,16.99798021,1.555976069,26.63511758,3,3
1027,215.79,186.53,91.351,-0.79455912,1.4929239,1.3111683,-0.00109684,-0.617224006,1.115709913,10.276969,-5.506657554,26.80883755,3,3
1027,211.16,180.26,98.758,-0.84369522,1.5853356,0.80981547,-0.301643084,-0.631496511,1.027037595,11.68796524,-6.163359037,25.26047615,3,3
1027,210.3,171.25,108.39,-0.71919084,1.6175567,0.5738228,-0.567936546,-0.552221395,0.940552093,13.79357913,-4.997408684,24.20501551,3,3
1027,203.39,170.51,109.19,-0.7371428,1.5123727,0.36992773,-0.59617559,-0.612879871,0.904836821,12.81976615,-7.835494999,22.67982679,3,3
1027,201.37,186.6,102.68,-0.95507109,1.5479397,0.85948569,-0.185635295,-0.67740509,0.988382696,10.15989451,-7.72106087,25.67569608,3,3
1027,193.45,192.09,102.88,-1.2471063,1.5180689,0.90767348,0.004670087,-0.796319822,0.950543249,8.711847707,-7.47155635,26.89001115,3,4
1027,190.45,183.14,104.45,-1.1623665,1.5578698,0.36402464,-0.34683507,-0.812489993,0.846634856,9.371444388,-8.95793045,24.93715242,3,4
1027,197.69,178.46,108.66,-0.81536937,1.5046495,0.26812711,-0.56194392,-0.681022241,0.860767936,11.27235993,-8.971477781,23.06993921,3,3
1028,236.13,157.35,93.055,0.062974103,1.6661271,0.3966282,-1.010604779,-0.087851999,0.839630183,20.43527688,-0.509401237,18.19469284,3,3
1028,231.14,148.63,92.799,-0.21807355,1.5837506,0.38559133,-0.825642705,-0.221128402,0.921149986,17.47113677,-3.828987178,19.68299712,3,3
1028,217,156.08,106.08,-0.28999361,1.5581502,0.26743591,-0.85867138,-0.29368148,0.882871213,16.32431622,-6.703168073,18.68207464,3,3
1028,204.66,155.19,113.04,-0.38945496,1.5240268,0.093911193,-0.853486773,-0.397650683,0.813746757,14.87048956,-9.204183074,18.03565792,3,8
1028,197.36,149.11,114.56,-0.28296322,1.4112847,-0.027792206,-0.768531669,-0.334239158,0.703839473,14.31147209,-11.59551984,15.48680916,3,8
1028,192.59,167.55,121.39,-0.56534421,1.4959568,0.004773848,-0.844439805,-0.565106106,0.759538195,13.12163381,-10.53799195,18.92863476,3,8
1028,188.1,152.37,114.81,-0.25658202,1.4018466,-0.30087155,-0.947404202,-0.350584322,0.572781267,14.0012106,-13.00447163,12.95017618,3,8
1028,179.25,168.07,127,-0.76882368,1.4195799,-0.31500882,-0.827725328,-0.658202399,0.605810313,9.349990819,-12.43626764,20.0990927,3,4
1028,166.25,167.8,126.37,-0.6597122,1.1187696,-0.65705222,-1.029568973,-0.633419239,0.246290932,4.007717347,-17.43510114,15.64270239,3,4
1028,158.08,170.06,126.47,-0.56642514,1.0944747,-0.94429225,-1.281570138,-0.538973963,-0.015404138,4.11316432,-20.16688192,10.91046293,3,4
1028,151.17,174.26,120.15,-0.62383008,0.95689982,-1.0421339,-1.283377895,-0.537554366,-0.158979069,3.985884913,-20.7011973,9.196686992,3,4
1028,216.63,147.9,106.99,-0.3468892,1.4593818,0.96964592,-0.23677095,-0.28328089,1.056209949,13.61807384,-3.920221996,22.73007638,3,3
1028,220.4,149.65,95.206,-0.31032494,1.4447459,0.66740358,-0.464398392,-0.276912589,1.00018597,14.61911853,-4.676637475,21.3524168,3,3
1028,179,152.75,127.44,-0.11714802,1.4033092,-0.29481697,-0.831763615,-0.240564176,0.568293904,13.79429265,-14.45503079,9.645370899,3,8
1028,177.58,152.52,110.15,-0.29492122,1.260322,-0.44818437,-0.80886458,-0.359128995,0.379264992,12.9267335,-15.92519722,11.95446911,3,8
1028,166.56,152.89,131.53,-0.12385949,1.1604997,-0.62709069,-0.947030368,-0.255064284,0.299227488,11.95570864,-17.80552928,6.246035593,3,8
1028,166.87,154.56,111.55,-0.40034905,1.103054,-0.56648481,-0.830832555,-0.419519259,0.276963776,12.00105252,-17.29433819,9.743868636,3,8
1028,157.41,153.33,123.42,-0.13149486,1.0018364,-0.98818934,-1.287621496,-0.22968873,-0.00953862,8.755514627,-22.10640513,0.97275649,3,8
1028,152.21,151.53,117.1,-0.078317069,0.93957645,-1.0222758,-1.325726179,-0.198685562,-0.075555246,9.266723039,-23.42901253,0.444400677,3,8
1028,145.11,151.17,114.56,-0.034188379,0.89705527,-1.0589324,-1.344426864,-0.160036541,-0.136075056,7.917985892,-22.3242637,-1.077483502,3,8
1028,141.02,153.91,117.44,0.018544178,0.86737645,-1.1003609,-1.496179145,-0.103608836,-0.239718256,9.085081351,-23.56782145,-3.86482106,3,8
1029,106.32,188.14,105.71,-1.1301812,0.015627703,-1.2039044,-0.743239903,-0.731989579,-0.633596211,-5.953231471,-16.34113305,9.731908919,14,4
1029,102,178.66,108.88,-0.74509299,0.21117562,-1.3210348,-1.103396338,-0.542758367,-0.70921399,-3.509066658,-18.74949796,5.087485645,14,2
1029,91.348,189.2,112.75,-1.0911461,-0.057783451,-1.1219825,-0.665611594,-0.64802657,-0.602289003,-6.081804458,-15.09836467,8.890412101,14,4
1029,89.485,185.14,106.19,-0.78960598,-0.028985962,-1.2635102,-0.882838543,-0.557354142,-0.73221355,-5.415592828,-17.02904214,5.692534524,14,2
1029,80.481,180.25,111.81,-0.73941338,-0.20631446,-1.2735318,-0.790594316,-0.497964243,-0.812060158,-6.8407407,-16.09676716,4.30016976,14,2
1029,82.808,174.86,94.521,-0.67152405,-0.55974787,-1.2953292,-0.59557647,-0.442657264,-0.97785983,-9.695419525,-14.10766006,1.212243107,14,2
1029,93.203,170.63,118.79,-0.60652822,0.19997197,-1.2715427,-1.022572843,-0.402260116,-0.641109627,-3.165749623,-18.72815093,3.622715022,14,2
1029,88.665,163.8,124.5,-0.095046297,0.20634934,-1.2222947,-1.132328285,-0.122312351,-0.601249968,0.681530821,-22.08451669,-4.985830392,14,2
1029,69.067,172.03,96.16,-0.65789187,-0.76886189,-1.2501335,-0.390887031,-0.423409275,-0.976901092,-10.82142207,-13.02992834,-0.112106274,14,2
1029,69.28,176.06,76.26,-0.35791728,-0.97105587,-1.2621696,-0.343296092,-0.196406661,-1.079141663,-11.60895139,-11.77148043,-3.230428909,14,2
1029,74.364,166.05,108.2,-0.27688292,0.10001631,-1.1255355,-1.005618041,-0.217581034,-0.593770677,-2.81342752,-19.38932937,0.033902983,14,2
1029,66.745,159.81,97.606,-0.41348988,-0.30198616,-1.0928732,-0.705084827,-0.292137697,-0.708424967,-5.1747619,-17.8959993,0.465303483,14,2
1029,56.149,176.48,67.036,-0.1651414,-1.1232289,-1.195917,-0.25448178,-0.060044,-1.042404732,-12.32965619,-10.80869788,-5.109655437,14,2
1029,50.762,173.31,74.084,-0.036289014,-0.77343988,-1.3945765,-0.628865333,-0.009712735,-1.069259255,-11.34040398,-11.00065501,-8.120012067,14,2
1029,51.984,159.97,83.809,0.069205783,-0.80981761,-1.3321363,-0.613658827,0.106912633,-1.050446258,-10.27144894,-11.65453825,-10.14906752,14,5
1029,44.601,160.81,68.683,0.22876853,-1.1174973,-1.2648439,-0.34247296,0.244298728,-1.065646345,-12.10022434,-8.83525701,-11.253935,14,5
1030,180.48,197.88,56.871,-2.327435,0.032331835,1.0575861,0.865878041,-0.867648335,0.127441766,-13.03919441,10.17799616,39.42292779,8,2
1030,174.59,191.42,48.826,-1.587505,0.36898622,0.66440749,0.121159396,-0.87617382,0.031720654,-7.553067638,8.7052325,39.64779262,8,2
1030,190.14,187.51,46.915,-2.1843481,0.041817751,1.1528767,0.82868642,-0.833472969,0.333072461,-12.69083912,11.47795364,39.63478246,8,2
1030,182.41,183.65,43.449,-1.1960593,0.61429584,0.21687965,-0.398797484,-0.726568897,0.075959205,-3.615843827,7.192412005,38.74822178,8,2
1030,169.25,201,57.362,-2.1798997,0.17931081,0.72793967,0.546163854,-0.961982227,-0.038664611,-11.19775778,8.735135837,39.24594759,8,2
1030,159.38,206.7,63.948,-3.0359061,-0.44227067,1.2029281,1.497695205,-1.061796742,0.189931659,-18.71597831,11.11638204,38.52093905,8,2
1030,160.5,194.02,53.463,-1.6385996,0.25330159,0.62773931,0.145804727,-0.890592699,-0.124976379,-8.805936393,8.138897816,39.49198484,8,2
1030,151.61,201.17,61.528,-2.5166109,0.049444728,0.85138232,0.794041967,-1.091112149,-0.012104862,-1.36E+01,8.761295518,38.75796233,8,2
1030,143.03,214.07,67.025,-3.3568578,-0.69307196,1.0418283,1.759060997,-1.240977966,0.190593616,-20.99853533,11.818536,38.45260475,8,2
1030,131.4,215.58,70.631,-3.4367104,-0.97503287,0.71233064,1.815079164,-1.489471858,0.125302245,-22.92803145,10.56019609,37.44772332,8,2
1030,141.26,201.64,63.434,-2.8381953,-0.10955013,1.0357648,1.126683095,-1.177876643,0.043179009,-16.50282314,9.450458528,38.31627814,8,2
1030,128.96,201.03,68.596,-3.2327507,-0.68809843,0.77449846,1.474247577,-1.44696955,0.054021437,-20.67062186,9.479354285,36.92568349,8,2
1030,116.36,216.3,75.076,-3.4324818,-1.0928246,0.58694106,1.859999849,-1.448111759,0.125700284,-23.55387715,11.29240882,36.86374142,8,2
1030,97.862,214.36,71.257,-3.2932904,-0.95832866,0.53556681,1.654659837,-1.677923118,0.066416027,-24.23701495,8.938137758,34.5990428,8,2
1030,118.45,204.9,71.857,-3.1423368,-0.81414086,0.16274974,1.347540772,-1.481442633,-0.021764332,-21.78068352,8.029907952,35.52360502,8,2
1030,113.25,194.64,74.522,-2.9106436,-0.67834455,-0.032976229,1.009262193,-1.414423874,-0.097676697,-20.3217006,6.456302515,34.79841519,8,2
1031,126.64,197.72,83.944,-2.0091393,0.27973121,-0.50285238,0.017731823,-0.971814965,-0.047668686,-11.1683414,-5.735099662,27.05448131,8,4
1031,130.17,210.13,86.537,-2.3806949,0.20473947,-0.33389288,0.415164615,-0.953523773,0.066923403,-12.82336451,-3.528053964,29.23494406,8,4
1031,123.48,213.22,89.935,-2.4244771,0.13419661,-0.28509316,0.452074611,-1.070605812,0.074980625,-13.61435999,-1.620293574,29.43784638,8,4
1031,112.89,215.43,90.982,-3.1473746,-0.54756129,0.52642673,1.620720738,-1.229566237,0.306274623,-24.15515461,9.553285377,34.87935348,8,4
1031,113.09,210.05,96.423,-2.5894086,-0.048248589,-0.2966567,0.519570269,-1.316003395,-0.021279254,-15.6315758,-0.139440148,29.43743204,8,4
1031,111.81,201.55,90.082,-2.572737,-0.26462099,-0.33635703,0.621063716,-1.23542823,-0.124584753,-16.09009818,-0.527774005,29.43730657,8,4
1031,114.58,191.31,83.884,-2.3355615,-0.16264756,-0.46769255,0.389562179,-1.113169021,-0.252823111,-14.81641729,-2.476772166,27.28127569,8,4
1031,99.245,208.84,94.695,-2.2760358,-0.49515611,-0.4522129,0.586769915,-1.007870995,-0.240047549,-16.93553081,-0.98978124,26.77649828,8,4
1031,98.316,213.05,84.545,-2.8408053,-0.65243733,0.22671032,1.237924753,-1.216182513,0.042611673,-23.07082233,6.885837986,32.1789966,8,4
1031,86.244,206.71,87.64,-2.1790679,-0.86333936,-0.59995478,0.594787115,-1.100756678,-0.420979006,-19.25810641,-0.080346136,24.3349281,8,2
1031,85.914,211.93,76.729,-2.5897803,-1.4093062,-0.15282488,1.288725944,-1.237722285,-0.359957742,-22.92888168,5.223013388,27.90876399,8,2
1031,103.58,202.61,95.825,-1.9672934,-0.31643817,-0.60507679,0.180746836,-0.979774201,-0.362301385,-14.41323138,-4.225709554,23.93286328,8,4
1031,103.28,194.04,90.136,-1.6725612,-0.18288454,-0.82346147,-0.129882815,-0.876327662,-0.47183796,-12.30027614,-7.175271403,20.4862747,8,4
1031,93.176,203.87,100.65,-1.7060879,-0.22288555,-0.86438751,-0.141578071,-0.982962947,-0.494452424,-14.03971924,-6.099502327,20.44678733,8,4
1031,91.576,197.22,99.197,-1.4692867,-0.39800632,-1.0110534,-0.206259847,-0.815183679,-0.597181654,-13.84909361,-6.980270291,18.09787179,8,2
1032,238.84,148.67,76.977,0.14688084,1.6443592,0.51390928,-0.898936306,-0.025342785,0.834831319,19.98029297,2.394154936,19.30100584,3,3
1033,187.17,180.17,33.745,-1.5714149,0.13830729,0.9015938,0.331091599,-0.884325881,0.184804787,-8.560370209,10.00291117,38.83982228,5,2
1033,181.38,170.16,36.059,-1.367757,0.10485991,0.69531417,0.181920199,-0.81393298,0.044175935,-6.656692712,9.186130108,38.38345906,5,2
1033,175.48,172.28,36.757,-1.153796,0.27279246,0.31531128,-0.194087546,-0.69578851,-0.051850378,-4.018174478,7.613446994,37.63924283,5,2
1034,140.97,199.71,71.44,-2.5643218,-0.19974114,0.16749056,0.84795703,-0.90406965,-0.056901412,-13.71411956,5.87222804,36.79710197,8,2
1034,129.72,190.6,73.941,-2.2311988,0.16727918,-0.02104325,0.469774548,-0.820673189,-0.124393985,-12.70030396,4.544570646,36.07184065,8,2
1035,184.26,179.23,71.139,-2.0982594,1.060248,2.063381,0.979634346,-1.216126988,1.075204988,-2.588130093,6.361688019,39.3379191,6,3
1035,181.8,173.65,71.712,-1.8914235,1.3642808,1.2327077,0.20510218,-1.289073,0.778849541,-0.323199394,3.002887215,35.75081557,6,3
1035,171.54,183.03,62.321,-1.8681024,0.86295182,1.3758075,0.496948677,-0.98744552,0.633945634,1.428946278,5.09945451,39.30857977,6,3
1035,167.43,180.45,73.758,-1.9634507,0.81426573,0.21182284,0.002690042,-1.00135525,0.106954708,-5.87228823,-1.28750548,33.03380544,6,3
1035,159.01,185.38,67.136,-2.300828,0.66906697,0.2666885,0.359746329,-1.101303683,0.136024084,-7.494742413,-0.402439584,33.56946951,6,3
1035,151.61,186.47,69.826,-2.1910996,0.51906115,0.2901319,0.42087258,-0.981030845,0.100303742,-7.873983849,-0.470572376,33.29875426,6,2
1035,143.49,186.66,72.72,-1.6534299,0.40241253,-0.058518041,0.033349928,-0.849296546,-0.112931854,-7.428704194,-3.237784664,30.0083485,6,2
1035,132.63,183.89,77.668,-1.3432438,0.25450602,-0.29344183,-0.28871033,-0.724961436,-0.308510099,-6.058177581,-9.226047212,22.308941,6,2
2001,123.23,81.345,67.32,2.6622651,-0.10285132,-0.015770407,0.372232734,1.539331621,0.188321181,3.439846026,12.76814559,-42.50871333,11,7
2001,127.8,91.209,63.704,3.0116618,-0.47138464,0.46275613,0.87452795,1.680407197,0.326189439,1.794424817,17.64430808,-44.20458077,11,7
2001,115.96,91.639,70.534,2.6869683,-0.34243602,0.064665355,0.541430162,1.535014648,0.129281106,2.540501278,12.78643266,-43.1839343,11,7
2002,194,135.27,95.516,0.093938701,1.4640666,-0.34831613,-0.950751658,-0.118096484,0.516941045,15.63964639,-13.40961655,11.01253364,1,8
2002,177.64,136.93,102.15,0.072004989,1.1996542,-0.7679534,-1.170094639,-0.127546819,0.257288884,13.50260775,-18.10028523,6.32138142,1,8
2003,199.42,107.75,120.23,0.71655405,1.596836,-0.032313339,-0.605692263,0.30976537,0.66292163,16.67154207,-9.860143362,3.430174278,1,6
2003,190.38,112.38,121.04,0.77029234,1.5078877,-0.31019321,-0.722888168,0.322044133,0.545215551,16.1867929,-11.55440838,1.759241468,1,6
2003,189.77,100.82,119.55,1.4163791,1.6011293,0.24389179,-0.084518896,0.513570741,0.715721474,18.04701815,-6.623139615,0.565212352,1,6
