label,anatomy,,,isomap,,,MDS,,,tsne,,,PLACE,Q
2003,185.43,104.27,115.64,1.0833849,1.4067627,-0.22426187,-0.551964277,0.490012284,0.480398784,16.74999153,-9.930643043,-0.277542194,1,6
2003,176.79,109.52,116.47,0.68813735,1.1827785,-0.65193003,-0.942726801,0.319913098,0.163756977,13.09156848,-16.88863972,-16.71074558,1,6
2003,170.18,105.38,115.09,0.68681496,1.0201794,-0.90534872,-1.082892945,0.289076318,-0.036993986,12.48029165,-17.97872856,-17.74340641,1,6
2003,179.13,101.29,114.92,0.96729046,1.1579,-0.46228045,-0.685697564,0.503335549,0.23216908,13.30549036,-14.98181181,-18.13566608,1,6
2003,174.73,96.616,114.65,0.96316922,0.99533665,-0.56207138,-0.73090449,0.489623795,0.077293218,13.85161878,-16.17614879,-19.48286686,1,6
2005,80.972,130.83,77.86,0.43502057,-1.2591367,-0.52296197,0.18324028,0.437460439,-0.689522905,-17.08327487,8.03023793,-19.33105821,16,5
2005,72.232,139.27,80.459,0.42540684,-1.7737094,-0.30446354,0.566876835,0.374163807,-0.813615489,-17.79916628,11.27929341,-19.16782946,16,5
2005,63.408,138.61,76.933,0.2506339,-1.4087452,-0.79424167,0.13892869,0.242554281,-0.953206504,-18.09696319,7.009511904,-17.84192472,16,5
2005,55.967,136.53,70.506,0.5671916,-1.848322,-0.82018584,0.329228392,0.415928279,-0.864765389,-17.5717549,8.780654968,-19.88813971,16,5
2006,169.73,117.12,29.259,1.0856318,0.2704238,0.27557939,-0.293699097,0.683119514,0.119284308,8.532592007,23.69442905,-16.5044762,9,1
2006,161.61,117.34,32.531,1.232278,-0.10596346,0.57444555,0.130431252,0.707733468,0.188056575,6.473012889,25.54483857,-19.83368168,9,1
2006,153.34,121.27,35.889,1.5011961,-0.80319512,1.0873817,0.883672982,0.799096014,0.227480393,2.111624013,27.32261407,-24.79644751,9,1
2006,151.84,113.38,29.044,0.97554553,-0.88771147,0.58039182,0.522094001,0.557035017,-0.163803766,2.843927532,25.20691356,-19.97023267,9,1
2007,166.32,109.04,25.172,1.2368929,-0.11740588,0.42012495,-0.088720598,0.819423342,0.0677627,7.052575355,24.7224894,-18.96367836,15,1
2007,147.19,103.84,33.171,1.0888467,-0.33609319,0.29313627,-0.051142435,0.725283793,-0.10467752,5.495267079,24.71459611,-18.43990691,15,1
2007,131.18,105.57,37.395,1.4093287,-0.77077645,0.61531812,0.462579905,0.94509287,-0.051585527,2.736139259,25.21246033,-23.30096627,15,1
2007,121.76,111.74,42.097,1.5579228,-0.9310897,0.73049134,0.690667047,1.033063895,-0.024963568,1.538359246,25.32065484,-25.67379348,15,1
2007,113.11,113.03,46.936,1.8925121,-1.4370903,1.2333905,1.292705344,1.194303251,-0.042389417,-2.541002074,23.91403614,-32.15289296,15,1
2007,104.54,114.97,46.552,2.0681841,-2.4096854,1.4676819,1.909155989,1.30923764,-0.2166874,-6.839411873,23.67154059,-35.29301301,15,1
2007,108.05,99.67,40.619,2.1968296,-1.6376226,0.92219847,1.26995859,1.440158065,-0.1210696,-3.742150314,21.8076277,-34.3327198,15,1
2007,99.016,96.181,40.56,2.3087878,-2.3875005,1.1217859,1.735988406,1.555799257,-0.291066152,-5.96778573,21.70047829,-36.57336761,15,1
2007,90.154,121.95,49.775,1.8285741,-2.8226488,1.0206544,1.870803521,1.152029159,-0.396288401,-8.368746669,22.69175937,-35.02502278,15,1
2007,78.992,123.12,47.801,1.6452612,-2.7265184,0.57631475,1.448883996,1.10286163,-0.417736918,-8.837771572,20.77125275,-34.0460182,15,1
2007,94.474,114.1,47.137,2.4359176,-2.8647263,1.6241257,2.418314346,1.531288813,-0.187723698,-7.234957224,24.63644331,-37.80180964,15,1
2007,90.887,103.76,43.259,2.6462326,-2.9563227,1.6206937,2.528560785,1.628620678,-0.102664272,-6.781758128,24.29149834,-39.78527561,15,1
2008,114.87,97.264,108.58,1.8170284,-0.047719151,-0.95103866,-0.459547599,1.158817996,-0.266193935,6.821417963,-2.985543644,-36.0404114,15,7
2008,108.37,94.429,81.479,2.146312,-0.53320807,-0.55657411,0.104465116,1.328183055,-0.246691106,2.734237997,3.713345261,-39.53291796,15,7
2008,100.28,97.956,108.14,1.6121553,0.081967913,-1.0824589,-0.731505643,1.080260064,-0.356637562,7.19422182,-7.066473616,-33.25978431,15,7
2008,102.54,82.524,99.554,2.0671949,-0.24800976,-0.57308668,-0.05906622,1.205868594,-0.162105255,5.191527288,2.544065001,-39.64221931,15,7
2008,104.1,83.951,79.987,2.1835263,-0.41424629,-0.44592771,0.121358534,1.315445541,-0.150914155,4.108564203,4.497052426,-39.87925028,15,7
2008,94.431,87.296,99.902,2.0113387,-0.27369437,-0.66639072,-0.117500902,1.155941556,-0.190973469,5.31692131,0.998030756,-38.3567103,15,7
2008,94.769,86.922,75.789,2.2851193,-0.87627673,-0.28819984,0.449988485,1.33954103,-0.26200364,1.290855693,6.866955424,-40.28411315,15,7
2008,86.891,102.47,108.91,1.5045424,-0.26136404,-1.1175486,-0.624074537,1.052526029,-0.523171443,5.356912536,-6.641479534,-33.49521883,15,7
2008,91.068,106.36,90.524,1.5465065,-0.59862369,-1.0952356,-0.380328597,1.085688479,-0.615566143,3.547597964,-4.480970761,-34.61191382,15,7
2008,83.497,93.506,98.54,2.200027,-1.1068695,-0.3801977,0.518423255,1.207237853,-0.345256321,0.331172371,5.665654172,-40.01097619,15,7
2008,85.833,94.622,78.99,1.797871,-0.90924555,-0.9028151,-0.015323582,1.170974454,-0.550008243,1.457917939,0.463076712,-37.0815877,15,7
2008,80.972,109.29,95.887,1.3852341,-0.87317449,-1.131974,-0.256660431,0.961893636,-0.737022639,1.586598959,-3.929349644,-35.0203274,15,7
2008,73.314,107.42,91.526,1.3135601,-0.85990804,-1.1448774,-0.250152809,0.87088724,-0.701362362,1.848288016,-4.728823873,-32.65534073,15,7
2008,76.473,98.28,85.072,1.9325863,-1.1116786,-0.65442264,0.295318937,1.162746768,-0.467776543,0.350707773,3.736752479,-38.33853949,15,7
2008,69.678,103.28,82.226,1.5729091,-1.5723426,-0.87158495,0.338406726,0.961144208,-0.764759919,-0.761363826,1.796948561,-36.68697361,15,7
2008,100.2,102.32,81.506,1.8810692,-0.67870694,-0.77170658,-0.031630597,1.178021282,-0.394580738,2.955024352,1.194101895,-38.07904281,15,7
2008,97.627,96.262,81.506,2.3644848,-1.146583,-0.081782125,0.707426163,1.272372025,-0.183552084,0.174213155,8.902320958,-40.86027492,15,7
2009,166.38,101.7,24.671,1.4356474,-0.23953862,0.77858531,0.261203468,0.909039787,0.180564064,5.203147524,25.50942082,-21.98246976,11,1
2009,129.29,84.321,37.261,2.5347803,-1.180027,1.4174728,1.501300394,1.531399269,0.197113804,-1.966826167,24.77663167,-35.93893789,11,1
2009,102.14,89.444,48.667,2.0979712,-1.4563935,-0.31791559,0.511998403,1.36643039,-0.463795632,-1.424287001,6.802123607,-38.28050358,11,1
2009,156.45,98.452,26.321,1.4922827,-0.5889712,0.91354358,0.591834183,0.865837636,0.138537634,3.650414152,25.86829272,-24.77377455,11,1
2009,162.79,89.803,25.612,2.0909472,-0.58729213,1.453729,1.199187575,1.14900914,0.414351104,1.374629358,26.30188707,-30.64973167,11,1
2009,149.87,94.931,28.58,1.9880151,-0.85722673,1.3174903,1.219331314,1.102294326,0.140498315,-0.380697262,26.22549721,-31.05586591,11,1
2009,146.23,86.874,30.633,2.6444826,-1.4176735,1.7713454,2.078036613,1.267815894,0.375337304,-3.167567131,26.98031967,-38.37971419,11,1
2009,139.65,94.892,33.069,1.9491374,-0.91272408,1.1388084,1.086188448,1.178793624,0.092875754,0.209768916,24.95903657,-29.50380551,11,1
2009,137.43,84.523,33.381,2.6713102,-1.6396401,1.6202903,1.945007028,1.563607611,0.206480359,-2.858301286,25.77165166,-38.39436397,11,1
2009,119.74,90.195,40.83,2.806201,-1.7963732,1.5365987,1.998218563,1.696793614,0.154690954,-4.068510484,23.98010424,-38.82774132,11,1
2009,119.01,79.643,40.312,2.984648,-1.8529061,1.5721887,2.038689652,1.829037565,0.296596915,-3.761340725,24.18951689,-40.92281425,11,1
2009,111.62,89.057,41.665,2.4901927,-2.2446129,0.94460237,1.596081852,1.573226516,-0.151109679,-4.519778014,20.51529771,-38.02152342,11,1
2009,107.47,80.097,45.601,2.4093766,-2.2289662,0.62508732,1.428655532,1.484463807,-0.203861005,-4.998416655,18.74766129,-37.32069859,11,1
2010,113.77,140.65,92.401,0.1864236,0.093748793,-0.93038136,-0.95162937,0.100409912,-0.462342153,-1.657487154,-21.73459245,-8.253785405,15,8
2010,107.87,133.71,72.841,0.27700958,-0.034858592,-0.94583642,-0.835096452,0.160984888,-0.519411694,-2.531895994,-21.37529843,-8.764618811,15,8
2011,59.772,128.08,48.535,0.79062676,-1.9327805,-0.63259411,0.300016255,0.607095765,-0.838414833,-16.37404649,9.152133091,-21.95016751,15,5
2011,48.894,130.67,54.497,0.85060328,-2.3019841,-0.16717987,0.845908032,0.678771906,-0.645397707,-15.41880072,13.09654296,-25.04529252,15,5
2011,52.408,119.32,65.447,0.84721398,-1.1858879,-1.1803273,-0.3202547,0.664668754,-0.791520662,-11.26586478,4.605667572,-26.1568096,15,5
2011,47.657,119.57,47.447,1.1516058,-2.1429305,0.046386093,0.726364892,0.825589007,-0.492983286,-13.61133198,13.2243368,-27.50716614,15,5
2011,71.392,120.2,42.85,1.3013879,-1.7570181,-0.048302427,0.434957309,0.894595545,-0.449286197,-12.67747774,10.68555817,-29.01609663,15,1
2011,65.322,114.39,51.254,1.2379258,-1.4204166,-0.68094832,-0.060252958,0.855912431,-0.568881975,-11.56645775,7.142962859,-27.13839472,15,1
2011,61.259,110.22,66.095,1.2313141,-1.6602128,-0.50045264,0.151080468,0.87720132,-0.59747278,-12.66731644,8.683987937,-28.29939776,15,1
2011,58.278,109,46.226,1.2865288,-1.6136569,-0.026797779,0.344046997,0.880057682,-0.456497552,-12.35055469,10.40500763,-26.75023104,15,1
2011,90.192,98.61,52.108,2.0313444,-2.1067185,0.01325316,0.960934542,1.409011314,-0.496566993,-6.437210945,15.163215,-35.00174425,15,1
2011,93.183,91.49,54.272,2.1597621,-1.9844153,0.14888546,1.035317132,1.417547227,-0.390619948,-5.869991696,16.02220702,-36.54743759,15,1
2011,82.655,92.051,54.625,2.1106725,-2.3490551,0.23982693,1.268962157,1.399965815,-0.407846693,-6.683838012,17.77981175,-35.55135616,15,1
2011,87.273,86.114,61.14,1.8129524,-2.4451368,0.026857847,1.152978472,1.116131306,-0.602469254,-8.21466792,16.34458924,-34.77155981,15,1
2011,81.698,107.98,55.509,1.4265302,-2.0930972,0.044450767,0.713999987,1.000272571,-0.482861025,-12.48035988,12.21541578,-29.33833972,15,1
2011,76.932,104.59,53.154,1.3823192,-1.7749987,-0.19303845,0.365979418,0.978790996,-0.531897805,-11.84218799,10.48790773,-29.3214784,15,1
2011,75.935,95.237,56.213,1.5407174,-2.2305198,0.054536514,0.868782998,1.054166405,-0.482628235,-11.02510526,13.71282797,-30.85227527,15,1
2011,70.235,101.26,56.704,1.4445864,-2.1554365,0.11035267,0.799909724,0.995789919,-0.43881314,-11.80358008,13.89157458,-29.5112229,15,1
2012,229.08,124.18,57.625,0.91866308,1.3227353,0.32916483,-0.794351431,0.503370158,0.651669785,22.0312599,9.919792763,0.381097521,10,9
2012,210.25,122.48,54.085,1.0108316,1.356451,0.53955096,-0.630047016,0.52800043,0.755898742,21.81374922,10.50809935,-1.23734623,10,9
2012,216.87,111.79,62.878,1.2742432,1.2181338,0.89483464,-0.235318685,0.714223664,0.819823743,20.56428687,12.50860935,-6.744969807,10,9
2012,200.01,121.43,54.813,1.0746692,1.3045439,0.705468,-0.500676174,0.588940705,0.809676711,21.16819939,12.1783352,-2.610172769,10,9
2012,190.37,117.74,54.414,1.2308817,1.0760027,0.9681952,-0.236735481,0.696189647,0.888153011,20.10823249,13.70980609,-4.514928275,10,9
2012,202.88,106.54,62.43,1.3825147,1.237494,1.0043557,-0.186417915,0.815397982,0.909929371,19.41189068,13.5089016,-7.714332127,10,9
2012,195.91,97.958,61.903,1.4700532,1.2153764,1.2716092,0.043547566,0.851674138,0.973098651,19.26419143,15.12653894,-9.511260709,10,9
2013,111.06,128.06,57.654,0.49436405,-1.6688051,-0.049536735,0.667650818,0.365485407,-0.460765179,-17.41072922,12.04390491,-20.93883153,16,5
2013,106.55,117.04,59.097,0.47279316,-1.6035384,-0.31822821,0.476269682,0.408981671,-0.822238819,-18.79092805,10.19936407,-20.17057279,16,5
2013,97.973,134.81,62.308,0.55805308,-2.5857325,0.17042392,1.299655718,0.43034513,-0.603368512,-18.82606094,16.32251279,-21.34459071,16,5
2013,95.785,123.44,58.142,0.48303738,-1.7586813,-0.27801859,0.591052831,0.423533047,-0.813758761,-19.75932169,10.48546365,-20.50398862,16,5
2013,83.398,140.87,61.223,0.48398682,-2.0185459,-0.1595324,0.776817764,0.398548202,-0.746529224,-19.17365441,13.28529742,-19.37128061,16,5
2013,82.957,131.58,54.721,0.60993993,-2.1585243,-0.09850312,0.865489829,0.482053386,-0.751822538,-18.89984138,13.37588485,-21.49779402,16,5
2013,71.612,137.73,50.426,0.62693447,-2.6435792,0.15068878,1.310385107,0.516391066,-0.588862127,-18.34106617,15.78248682,-22.38269405,16,5
2013,58.984,136.65,53.619,1.095919,-2.7094848,1.047829,1.662017748,0.810182125,-0.275258598,-10.68923191,21.45927724,-32.73839369,16,5
2014,229.95,133.08,65.206,0.1355021,1.5837221,0.988352,-0.511048143,-0.008528319,0.994290236,17.25610662,3.774076179,21.45479505,4,3
2014,204.78,134.28,59.309,0.51749736,1.4198838,1.3905017,-0.277887624,0.208673783,1.104277168,16.16579494,6.718663268,21.78992041,4,3
2014,191.3,134.7,57.545,0.81109196,1.3845943,1.0817075,-0.374185659,0.40413715,0.943179771,20.43249519,12.21511074,-0.965819387,4,3
2014,216.8,136.03,56.229,0.58313227,1.2144028,2.0508122,0.312703675,0.227118547,1.288553028,14.47806761,5.619053611,23.51157621,4,3
2014,216.34,129.13,66.912,0.13359927,1.5632762,1.2250493,-0.328017254,0.017130714,1.131998775,16.03182414,3.163548389,21.69956549,4,3
2015,181.08,92.94,30.402,1.8539106,-0.28570122,1.2467862,0.759247432,1.083723512,0.351600623,2.91958592,26.22276161,-27.97999529,11,1
2015,171.27,86.674,36.131,2.6162167,-0.2893841,1.740308,1.074488267,1.559578093,0.440837608,2.975223988,24.91010916,-40.44802881,11,7
2015,176.09,81.2,42.454,2.9407542,-1.1907096,1.8596792,2.086002559,1.460743199,0.638045117,-1.761454037,27.28304658,-40.58433026,11,7
2015,162.12,84.617,40.96,3.0382652,-0.47503945,1.7738968,1.367414999,1.804082691,0.532792552,1.267413141,25.04678939,-41.61284999,11,7
2015,163.46,76.86,42.942,3.4035425,-1.2144833,2.0982199,2.243030538,1.890219738,0.736676834,-2.105765685,26.887516,-43.13811693,11,7
2015,152.33,84.412,36.72,3.1284523,-0.67046285,1.5987725,1.321350703,1.849939321,0.367010456,0.946241538,23.28940516,-43.45397437,11,7
2015,152.23,75.717,40.995,3.2740381,-1.0348426,1.8358288,1.877116042,1.890869884,0.528807591,-0.908458408,24.82512023,-43.0765974,11,7
2015,139,86.432,49.559,3.0989647,-0.75347137,1.1270204,1.188581432,1.848846766,0.341759084,0.992813425,22.1724166,-43.60166215,11,7
2015,143.59,75.549,43.383,3.2223973,-1.0417793,1.5648599,1.652120874,1.884078432,0.476622961,-0.877557958,22.98744938,-43.50400399,11,7
2015,134.88,73.189,50.502,3.5823808,-1.5641659,1.7188263,2.357133469,1.923322227,0.680225909,-3.001870858,24.66750896,-44.14193748,11,7
2015,128.9,77.075,52.656,3.1795805,-0.84105414,0.84487677,1.273977267,1.740420077,0.416482414,0.421514514,19.75226122,-44.43311979,11,7
2015,121.01,78.777,53.049,2.5971446,-0.18031318,0.27602917,0.514041533,1.438298896,0.212823105,2.220098447,11.39949249,-42.7134983,11,7
2015,116.13,73.443,58.298,3.0152321,-1.4730275,0.79579502,1.634488013,1.450989476,0.196194945,-2.379994065,18.02406701,-41.7396667,11,7
2015,104.21,86.183,61.557,2.2234163,-1.0905846,-0.22311909,0.484540078,1.429371808,-0.331514744,-0.318812046,7.489345559,-39.1828412,11,7
2015,103.71,77.951,66.65,2.5458529,-1.3653936,0.39010796,1.043692977,1.425318917,-0.005705333,-0.982305642,13.36451756,-41.44766545,11,7
2016,138.91,114.04,40.848,0.64328128,-0.66309488,0.33169326,0.101888876,0.520867623,-0.319361186,4.49304263,23.79001368,-17.85005135,9,1
2016,123.59,118.61,52.896,0.5703299,-0.71712101,0.3892484,0.180098523,0.444290672,-0.296364061,3.036337921,24.34758673,-17.05793111,9,1
2017,145.29,136.31,117.86,-0.090791382,0.84622687,-1.0547884,-1.361064347,-0.224461214,-0.198306476,7.767565098,-23.3235711,-0.71237626,2,8
2017,136.51,135.99,126.92,-0.10640087,0.78841954,-1.1291572,-1.470027627,-0.19768667,-0.32030218,7.834990477,-23.78733909,-2.643081638,2,8
2017,127.18,135.99,127.18,0.003096204,0.65738523,-1.1024398,-1.297480899,-0.085570857,-0.317187913,6.902575564,-23.36497288,-4.253649675,2,8
2017,121.77,131.99,117.93,0.24475189,0.60300648,-1.2338722,-1.342449504,0.145319894,-0.373468839,6.081699579,-23.09879333,-8.611506342,2,8
2018,189.57,98.562,86.546,2.0487404,0.97011715,0.42578825,-0.125469184,1.195975444,0.655360331,17.58422034,10.42490895,-16.46697359,12,6
2018,181.08,93.965,85.086,2.1955068,0.45516869,-0.12236985,-0.188986136,1.291078475,0.250001047,9.017810272,4.610248848,-36.05117999,12,6
2018,193.3,85.363,83.665,1.9581879,1.0611196,0.26726753,-0.173211749,1.07914159,0.659187487,16.71044835,9.213852757,-18.3461313,12,6
2018,185.55,83.34,75.204,2.075582,0.39555791,-0.31892222,-0.336704861,1.273060841,0.147267203,8.212251634,1.912726458,-36.02264083,12,6
2019,224.87,95.073,65.704,1.1005037,1.1000564,0.50335407,-0.433340894,0.646618702,0.609576531,21.06226879,11.00918028,-5.320670202,10,9
2019,207.05,90.245,62.662,1.4900653,1.1997709,0.74489766,-0.169286638,0.835995427,0.723070474,20.22242151,12.51902584,-9.5329868,10,9
2020,212.06,94.591,79.333,1.611657,1.3091769,0.64865255,-0.211368953,0.898684609,0.694154032,19.4827172,10.6132804,-11.3304484,10,9
2020,202.18,96.932,81.394,1.7289016,1.1674743,0.49285719,-0.246764807,0.977921577,0.588433938,19.2010983,11.00938203,-12.2595957,10,9
2020,219.43,86.766,75.066,1.648728,1.0937234,1.1817819,0.176538305,0.842399136,0.785361227,19.25088093,13.21906648,-11.4583676,10,9
2020,213.09,84.04,78.494,1.8959228,1.1218052,1.2599415,0.42314869,0.924809221,0.865306988,18.56580921,14.7734813,-13.75479982,10,9
2020,207.45,83.106,80.299,1.7336349,0.99690014,1.2711662,0.315832983,0.885173465,0.799821863,17.60173554,15.22068464,-12.84790283,10,9
2020,200.94,84.667,83.83,2.0007901,0.9356426,1.2159245,0.406280405,1.016066437,0.778967661,19.10866218,14.35670183,-14.75394101,10,9
2021,85.705,133.68,72.908,0.39242139,-1.5120476,-0.57896161,0.271780815,0.371705734,-0.888727639,-18.73421843,8.497862662,-19.49158856,16,5
2021,70.448,136.16,66.147,0.53222102,-1.9286941,-0.24018064,0.676253066,0.447764595,-0.759248984,-18.0145374,11.98596585,-21.48282152,16,5
2021,56.225,130.98,56.995,1.0413542,-2.0878327,-0.17572619,0.66398551,0.74878794,-0.461313037,-14.68887167,12.27890562,-26.30460728,16,5
2022,122.44,124.34,137.14,0.41261241,0.69787627,-1.223886,-1.50855579,0.22052138,-0.407474056,10.47112585,-22.66862955,-14.77842369,12,7
2022,123.22,111.39,125.2,0.70219189,0.66446161,-1.2175078,-1.499400846,0.474875564,-0.426850203,11.96590165,-22.06710342,-20.36111929,12,7
2022,135.38,96.199,119.08,1.106613,0.64528114,-0.94293463,-0.99361085,0.613131652,-0.251363697,11.12767014,-15.73573864,-24.47158415,12,7
2022,126.72,101.13,117.83,0.97776133,0.63931966,-1.1627839,-1.213790342,0.603647208,-0.33488815,10.59505917,-17.67356921,-23.93237329,12,7
2022,154.23,93.681,89.623,2.206279,0.15413147,-0.56075776,-0.092978254,1.075325041,0.007230142,7.268057669,2.495545124,-40.50523685,12,7
2022,162.34,81.311,85.939,2.2012284,0.18016258,-0.56052411,-0.098238175,1.026291058,0.032337569,7.899508334,1.58814783,-40.31985785,12,7
2022,142.2,88.928,116.46,1.2673063,0.62034458,-0.7680735,-0.755188787,0.642775265,-0.180490176,11.51104047,-14.25833406,-25.47031162,12,7
2022,148.33,84.602,111.1,1.760244,0.58219969,-0.61314958,-0.386145082,0.82418392,-0.055903103,9.39978348,-3.537001402,-39.44743018,12,7
2022,160.52,72.792,90.322,2.7018685,-0.15741411,0.46070287,0.812809083,1.078234526,0.295606427,4.083179482,11.47338804,-47.54917833,12,7
2022,153.25,74.956,90.917,2.4176619,0.042776003,-0.11714048,0.313336667,1.048815107,0.12163682,6.207950938,7.434896347,-43.69497037,12,7
2023,164.78,138.31,105.59,-0.003349069,1.010694,-0.92085719,-1.188732639,-0.188334096,0.101035659,11.93409537,-20.1170198,4.253017487,2,8
2023,150.32,138.88,100.81,-0.025683045,0.82971019,-1.1067213,-1.363265627,-0.192373281,-0.177032397,7.022016197,-23.83001984,-2.027145211,2,8
2023,138.12,138.55,100.91,0.11254805,0.63942951,-1.1943953,-1.370380303,-0.000214349,-0.346868229,4.993716862,-23.43692606,-6.29204308,2,8
2023,126.35,138.61,101.38,0.11276647,0.41694,-0.95480722,-1.014788604,0.012732052,-0.310734558,0.615347793,-22.92608425,-7.297292483,2,8
2024,139.11,126.36,133.69,0.10993421,0.83119237,-1.2164849,-1.652756757,-0.005991437,-0.389188248,10.32043525,-23.9377412,-8.32680341,12,8
2024,146.07,118.44,124.65,0.39675739,0.86464232,-1.1048789,-1.42552819,0.138163648,-0.233844765,11.09469414,-22.30588401,-12.2298018,12,6
2024,137.17,113.69,121.61,0.62155116,0.68948203,-1.231934,-1.50921666,0.384326127,-0.419092998,10.30203115,-22.38367273,-17.91451349,12,7
2024,155.6,110.98,118.22,0.63196105,0.89061826,-1.0104814,-1.22973221,0.269663946,-0.13239733,12.05222883,-18.97504804,-17.60704699,12,6
2024,157.34,101.59,117.86,0.86035919,0.8808192,-0.96192622,-1.105634565,0.427018586,-0.120530652,11.93392358,-17.52950927,-20.23605171,12,6
2024,149.92,99.432,114.6,1.0044535,0.7625522,-0.97046942,-1.072876908,0.54979246,-0.202712448,11.8616095,-17.45397547,-22.70454804,12,7
2024,143.66,104.92,116.52,0.90307778,0.68237549,-1.1352949,-1.223425642,0.526002036,-0.307821631,11.30203381,-18.54912042,-21.68619517,12,7
2024,180.96,83.755,91.101,2.2319663,0.48501715,-0.082036957,-0.121297864,1.245031618,0.283748792,8.164037621,4.497248665,-35.20179308,12,6
2024,173.18,87.97,75.409,2.3234131,0.41831729,0.056269277,0.086441731,1.269194565,0.31478484,7.91523128,6.754901657,-37.14193282,12,6
2024,179.64,77.158,89.86,2.0603709,0.25244713,-0.65013522,-0.404864057,1.285395518,-0.028930861,8.002691554,0.73986947,-35.84399893,12,7
2024,172.33,78.565,91.307,1.8446039,0.16858605,-0.78731471,-0.392132591,1.108033075,-0.142498451,6.932469987,-1.746565946,-37.33858971,12,7
2024,167.83,94.759,112.83,1.05761,0.95554262,-0.6623649,-0.785354184,0.537276116,0.038380758,12.25354832,-15.28578429,-20.24574628,12,6
2024,168.48,94.983,78.491,2.1914926,0.61454022,-0.10072944,-0.033942517,1.127608346,0.347641539,9.306015304,5.179395421,-37.3889335,12,6
2024,159.62,91.768,112.24,1.0914346,0.73409301,-0.96460307,-1.009503023,0.597657817,-0.184428596,10.62163897,-15.94998044,-23.45332414,12,7
2024,165.4,85.822,101.6,1.3587344,0.51388395,-0.94321132,-0.83006723,0.811497046,-0.204933949,9.980939762,-12.65966474,-27.79683211,12,7
2025,113.36,136.5,115.92,0.21339011,0.32481441,-1.1177592,-1.091895704,0.124038128,-0.428410732,1.020670037,-22.4418349,-8.538462061,15,8
2025,103.44,140.56,109.39,0.036524531,0.30755234,-1.2391742,-1.202370587,-0.038101875,-0.551587988,1.589988765,-22.95254263,-6.429144877,15,8
2025,100.34,137.22,85.265,0.20889953,-0.1443806,-0.90027374,-0.71180281,0.111318766,-0.565087444,-4.289774396,-20.20099173,-8.482643163,15,8
2025,105.08,129,85.858,0.26007181,-0.10305776,-1.1420476,-0.916829795,0.174882665,-0.676687254,-3.819212384,-19.93027592,-9.999927654,15,8
2025,79.048,138.52,94.038,0.21345575,-0.33349881,-0.90834534,-0.636636604,0.159128199,-0.671429683,-5.433735056,-19.74158302,-9.787960877,15,8
2025,92.887,126.53,77.737,0.41894302,-0.37781778,-1.1257312,-0.715604809,0.305764322,-0.764218831,-5.458166392,-17.77006809,-11.00710239,15,8
2025,79.172,127.17,83.004,0.3672961,-0.5216924,-0.99154687,-0.525796868,0.311219895,-0.762799311,-6.708701439,-17.13189379,-10.80440676,15,8
2025,89.777,139.73,101.89,0.083635092,-0.24848065,-0.83660746,-0.607040404,-0.00639563,-0.595437448,-5.368020596,-19.84838965,-7.08059242,15,8
2025,90.34,141.44,86.518,0.21904299,-0.51055211,-0.52002013,-0.248625141,0.207142008,-0.488519732,-6.308879932,-19.1415609,-8.986764423,15,8
2026,202.32,134.82,80.24,0.24729514,1.4661939,0.3446638,-0.621482192,0.039319679,0.741260534,17.26838576,-4.729046131,16.48670657,4,3
2026,211.56,134.67,80.291,0.26090133,1.3109447,1.4966438,0.025453088,0.068987835,0.946465276,14.55378409,-0.057057469,21.85074437,4,3
2026,210.67,128.8,82.476,0.03916952,1.4289337,0.55450404,-0.495712814,-0.095555577,0.823735598,16.34671065,-4.469172593,18.04678817,4,3
2027,242.62,115.98,77.655,0.36106548,1.5886945,0.24235611,-1.062258889,0.040217685,0.66885075,21.26566252,2.704756682,16.0095013,1,9
2027,239.23,107.86,75.21,0.51274794,1.5978161,0.6040417,-0.663093377,0.142139877,0.89708799,19.96436893,2.235117675,14.2918734,1,9
2027,229.15,120.24,104.29,0.37862554,1.5466745,0.8061226,-0.560993295,0.059030757,0.93622575,18.82532617,0.970463741,14.45276237,1,9
2027,235.03,113.42,91.714,0.37108028,1.5997539,0.43918711,-0.865089959,0.046470995,0.789307888,20.46309203,2.086621298,15.90118562,1,9
2027,221.21,114.03,106.32,0.56180942,1.6135838,0.84543061,-0.437792882,0.219914508,1.022408949,18.59308385,-1.574586166,10.38190118,1,9
2027,227.47,105.29,97.449,0.55252856,1.5910261,0.85430413,-0.55123032,0.166235391,0.967268883,19.60688324,0.68748574,12.47858154,1,9
2027,235.21,100.2,78.37,0.68777043,1.5173689,1.0997561,-0.37147689,0.259932673,0.990735124,18.91017474,1.657500432,11.73931124,1,9
2027,229.34,94.527,85.233,0.79171187,1.5029782,1.2237749,-0.18830041,0.304437966,1.06736018,18.84481194,0.516148088,8.986781326,1,9
2027,207.3,114.07,107.61,0.54783118,1.607572,0.58998996,-0.539482618,0.224481082,0.964743337,17.96665244,-4.121086658,8.747594476,1,9
2027,211.89,105.98,109,0.66201162,1.6313423,0.72233903,-0.4146376,0.303225441,1.019704575,18.51246668,-3.051267503,7.904397993,1,9
2027,219.77,91.106,94.396,0.95219761,1.6130688,1.2379516,0.050371775,0.451028437,1.135267498,18.62505788,-1.282033509,4.914108714,1,9
2027,213.3,97.183,102.75,0.86074042,1.6318531,0.89472395,-0.25014969,0.435365187,1.046471879,18.78161903,-1.778329726,5.891221899,1,9
