label;Anatomy;region_name;hemisphere
2202;Right;MNI(0:-24:72);right
2203;Right;MNI(12:33:-15);right
2204;Left;MNI(-18:-58:20);left
2205;Right;MNI(46:27:0);right
2206;Left;MNI(-37:-58:-35);left
2207;Right;MNI(17:60:35);right
2208;Left;MNI(-14:22:14);left
2209;Right;MNI(22:-20:-18);right
2210;Left;MNI(-11:68:9);left
2211;Left;MNI(-33:5:-6);left
2212;Right;MNI(3:-33:66);right
2213;Left;MNI(-45:-33:11);left
2214;Right;MNI(36:-81:-21);right
2215;Left;MNI(-1:-40:43);left
2216;Right;MNI(22:-84:35);right
2217;Left;MNI(-35:-18:22);left
2218;Right;MNI(38:-10:15);right
2219;Right;MNI(57:-44:2);right
2220;Right;MNI(8:-63:-44);right
2221;Right;MNI(21:-78:-24);right
2222;Right;MNI(26:-34:-41);right
2223;Right;MNI(51:41:-9);right
2224;Right;MNI(29:-21:65);right
2225;Left;MNI(-51:29:23);left
2226;Left;MNI(-11:-35:-17);left
2227;Right;MNI(45:17:28);right
2228;Right;MNI(29:16:8);right
2229;Left;MNI(-30:-68:46);left
2230;Right;MNI(3:38:5);right
2231;Right;MNI(44:-42:45);right
2232;Left;MNI(-3:-30:69);left
2233;Right;MNI(29:63:20);right
2234;Left;MNI(-49:-1:-21);left
2235;Right;MNI(17:-9:14);right
2236;Right;MNI(32:-3:65);right
2237;Left;MNI(-19:27:-13);left
2238;Left;MNI(-40:-6:47);left
2239;Right;MNI(6:-63:-43);right
2240;Left;MNI(-42:33:39);left
2241;Right;MNI(48:-23:25);right
2242;Right;MNI(12:-10:43);right
2243;Left;MNI(-34:0:-38);left
2244;Left;MNI(-15:-65:42);left
2245;Left;MNI(-18:4:61);left
2246;Right;MNI(9:-39:-12);right
2247;Right;MNI(38:-66:-25);right
2248;Left;MNI(-60:-10:17);left
2249;Right;MNI(40:19:48);right
2250;Left;MNI(-8:-28:9);left
2251;Left;MNI(-14:-55:28);left
2252;Left;MNI(-1:-51:8);left
2253;Left;MNI(-9:-74:-29);left
2254;Right;MNI(49:23:6);right
2255;Right;MNI(8:-87:0);right
2256;Right;MNI(28:-25:-8);right
2257;Left;MNI(-44:15:-31);left
2258;Left;MNI(-45:47:9);left
2259;Left;MNI(-44:6:55);left
2260;Right;MNI(5:-69:-33);right
2261;Right;MNI(17:55:-16);right
2262;Right;MNI(45:-15:12);right
2263;Left;MNI(-45:2:-6);left
2264;Left;MNI(-35:7:-36);left
2265;Left;MNI(-9:-65:-34);left
2266;Left;MNI(-3:1:43);left
2267;Right;MNI(57:14:36);right
2268;Left;MNI(-20:41:37);left
2269;Right;MNI(0:-62:-46);right
2270;Right;MNI(11:-21:51);right
2271;Right;MNI(11:-72:31);right
2272;Right;MNI(24:-88:27);right
2273;Left;MNI(-37:-38:-28);left
2274;Left;MNI(-40:3:45);left
2275;Left;MNI(-12:-43:67);left
2276;Right;MNI(15:-58:-44);right
2277;Right;MNI(66:-12:13);right
2278;Left;MNI(-39:-22:15);left
2279;Right;MNI(36:-43:66);right
2280;Right;MNI(51:-13:-31);right
2281;Right;MNI(3:-57:-46);right
2282;Right;MNI(52:-52:-7);right
2283;Right;MNI(20:-48:-24);right
2284;Right;MNI(21:-12:-11);right
2285;Right;MNI(4:-62:-44);right
2286;Left;MNI(-12:-62:55);left
2287;Left;MNI(-21:52:28);left
2288;Right;MNI(39:23:5);right
2289;Left;MNI(-22:-27:-10);left
2290;Right;MNI(11:-12:-10);right
2291;Right;MNI(2:-59:-45);right
2292;Left;MNI(-2:14:4);left
2293;Right;MNI(2:-48:43);right
2294;Left;MNI(-9:49:50);left
2295;Left;MNI(-48:-54:-32);left
2296;Right;MNI(60:-24:30);right
2297;Left;MNI(-46:20:-20);left
2298;Right;MNI(8:-62:-45);right
2299;Right;MNI(5:-60:-44);right
2300;Right;MNI(42:-15:50);right
2301;Left;MNI(-2:65:-12);left
2302;Right;MNI(33:17:51);right
2303;Left;MNI(-5:66:25);left
2304;Right;MNI(49:1:-15);right
2305;Left;MNI(-3:0:61);left
2306;Left;MNI(-45:11:48);left
2307;Left;MNI(-56:-16:-4);left
2308;Left;MNI(-1:25:25);left
2309;Left;MNI(-26:56:12);left
2310;Left;MNI(-51:-48:49);left
2311;Right;MNI(0:-65:19);right
2312;Right;MNI(20:-63:-44);right
2313;Left;MNI(-24:20:-17);left
2314;Right;MNI(9:11:2);right
2315;Right;MNI(11:-97:1);right
2316;Left;MNI(-27:-52:-10);left
2317;Right;MNI(36:48:32);right
2318;Right;MNI(57:10:-20);right
2319;Right;MNI(47:-72:-30);right
2320;Left;MNI(-31:2:15);left
2321;Right;MNI(0:-61:-43);right
2322;Left;MNI(-33:-84:17);left
2323;Right;MNI(40:-66:-15);right
2324;Left;MNI(-13:14:-13);left
2325;Left;MNI(-59:9:23);left
2326;Right;MNI(2:-62:-44);right
2327;Right;MNI(66:-40:26);right
2328;Left;MNI(-8:-79:-8);left
2329;Left;MNI(-16:-17:-20);left
2330;Right;MNI(12:-51:16);right
2331;Right;MNI(44:41:34);right
2332;Right;MNI(35:-72:-30);right
2333;Right;MNI(5:-59:-44);right
2334;Left;MNI(-63:-38:11);left
2335;Right;MNI(24:-54:60);right
2336;Right;MNI(42:59:-7);right
2337;Right;MNI(49:-56:2);right
2338;Left;MNI(-2:-49:-39);left
2339;Left;MNI(-21:-62:63);left
2340;Left;MNI(-53:-10:48);left
2341;Left;MNI(-53:-6:-8);left
2342;Left;MNI(-17:64:14);left
2343;Right;MNI(48:12:-1);right
2344;Right;MNI(37:-14:66);right
2345;Left;MNI(-27:-28:-27);left
2346;Left;MNI(-9:69:18);left
2347;Right;MNI(6:-75:24);right
2348;Right;MNI(5:-60:-43);right
2349;Left;MNI(-35:-20:-15);left
2350;Right;MNI(13:63:-2);right
2351;Left;MNI(-30:-50:64);left
2352;Left;MNI(-5:42:57);left
2353;Right;MNI(51:-36:14);right
2354;Right;MNI(49:-41:-26);right
2355;Right;MNI(5:-62:-43);right
2356;Right;MNI(3:28:-21);right
2357;Left;MNI(-26:-70:-6);left
2358;Right;MNI(11:42:-21);right
2359;Right;MNI(58:-41:30);right
2360;Left;MNI(-49:-52:19);left
2361;Left;MNI(-8:22:66);left
2362;Right;MNI(9:-8:56);right
2363;Left;MNI(-15:18:9);left
2364;Right;MNI(27:37:38);right
2365;Left;MNI(-21:-22:67);left
2366;Right;MNI(12:-12:3);right
2367;Left;MNI(-37:28:-3);left
2368;Left;MNI(-27:-54:49);left
2369;Left;MNI(-14:-66:27);left
2370;Right;MNI(2:25:45);right
2371;Right;MNI(2:-61:-44);right
2372;Right;MNI(45:-19:63);right
2373;Left;MNI(-17:-83:32);left
2374;Right;MNI(25:-61:11);right
2375;Right;MNI(0:9:0);right
2376;Right;MNI(54:33:15);right
2377;Left;MNI(-23:12:-20);left
2378;Right;MNI(28:-60:-21);right
2379;Right;MNI(20:20:14);right
2380;Left;MNI(-49:-17:26);left
2381;Right;MNI(6:-60:-48);right
2382;Right;MNI(50:-62:43);right
2383;Left;MNI(-26:-34:69);left
2384;Left;MNI(-17:-93:13);left
2385;Right;MNI(1:-71:-12);right
2386;Right;MNI(33:-19:-15);right
2387;Right;MNI(15:-66:49);right
2388;Right;MNI(6:-63:-44);right
2389;Left;MNI(-24:-64:-27);left
2390;Right;MNI(2:-56:-46);right
2391;Right;MNI(50:-40:-19);right
2392;Right;MNI(48:23:31);right
2393;Left;MNI(-45:-51:36);left
2394;Left;MNI(-37:49:1);left
2395;Right;MNI(7:-46:41);right
2396;Left;MNI(-9:21:-10);left
2397;Left;MNI(-31:-3:-2);left
2398;Left;MNI(-39:-66:26);left
2399;Left;MNI(-45:-64:-34);left
2400;Right;MNI(34:15:-23);right
2401;Left;MNI(-53:11:5);left
2402;Left;MNI(-57:-52:18);left
2403;Right;MNI(0:-60:-43);right
2404;Left;MNI(-61:-7:3);left
2405;Right;MNI(45:-51:-39);right
2406;Right;MNI(7:-54:-11);right
2407;Left;MNI(-2:45:-24);left
2408;Left;MNI(-6:-66:-5);left
2409;Right;MNI(7:-62:-42);right
2410;Right;MNI(2:-63:-29);right
2411;Left;MNI(-28:-71:-31);left
2412;Right;MNI(5:-43:60);right
2413;Left;MNI(-46:-42:-17);left
2414;Right;MNI(3:-55:-31);right
2415;Right;MNI(3:-61:-47);right
2416;Right;MNI(47:19:50);right
2417;Right;MNI(27:30:-12);right
2418;Right;MNI(6:-59:-44);right
2419;Right;MNI(3:-34:-16);right
2420;Left;MNI(-55:-35:-4);left
2421;Right;MNI(37:-51:-10);right
2422;Right;MNI(32:-56:63);right
2423;Left;MNI(-33:62:-5);left
2424;Right;MNI(12:-63:-42);right
2425;Left;MNI(-40:-50:58);left
2426;Right;MNI(13:-30:-5);right
2427;Left;MNI(-45:18:30);left
2428;Right;MNI(64:0:14);right
2429;Left;MNI(-6:20:6);left
2430;Left;MNI(-24:-12:64);left
2431;Right;MNI(3:57:-8);right
2432;Left;MNI(-37:-82:-3);left
2433;Left;MNI(-43:32:11);left
2434;Right;MNI(8:-52:-38);right
2435;Right;MNI(3:-12:75);right
2436;Right;MNI(4:-58:-46);right
2437;Left;MNI(-36:-42:-41);left
2438;Left;MNI(-56:-32:14);left
2439;Right;MNI(28:7:-18);right
2440;Left;MNI(-6:-45:1);left
2441;Left;MNI(-40:-74:-30);left
2442;Right;MNI(45:-67:13);right
2443;Right;MNI(51:44:11);right
2444;Left;MNI(-47:-18:-22);left
2445;Left;MNI(-5:-63:41);left
2446;Left;MNI(-11:8:0);left
2447;Left;MNI(-40:30:45);left
2448;Left;MNI(-7:-3:50);left
2449;Left;MNI(-60:-26:24);left
2450;Right;MNI(31:21:3);right
2451;Left;MNI(-46:-8:36);left
2452;Left;MNI(-11:11:64);left
2453;Right;MNI(49:-12:39);right
2454;Left;MNI(-47:13:-25);left
2455;Right;MNI(18:-20:9);right
2456;Left;MNI(-49:-54:-23);left
2457;Left;MNI(-15:-61:33);left
2458;Right;MNI(36:-81:-27);right
2459;Left;MNI(-9:-87:8);left
2460;Right;MNI(38:34:-6);right
2461;Right;MNI(2:-58:-46);right
2462;Right;MNI(8:27:29);right
2463;Right;MNI(44:-64:3);right
2464;Left;MNI(-15:-26:4);left
2465;Right;MNI(36:3:15);right
2466;Right;MNI(49:3:56);right
2467;Left;MNI(-40:20:12);left
2468;Left;MNI(-14:17:17);left
2469;Right;MNI(6:-37:53);right
2470;Right;MNI(41:13:-31);right
2471;Right;MNI(54:-48:33);right
2472;Left;MNI(-19:-66:-33);left
2473;Right;MNI(27:-2:71);right
2474;Right;MNI(14:17:13);right
2475;Right;MNI(34:64:8);right
2476;Right;MNI(10:-64:-41);right
2477;Right;MNI(54:0:7);right
2478;Right;MNI(4:-14:51);right
2479;Left;MNI(-6:-3:7);left
2480;Left;MNI(-27:-75:-15);left
2481;Left;MNI(-53:-2:21);left
2482;Right;MNI(15:-69:23);right
2483;Left;MNI(-23:-91:11);left
2484;Right;MNI(27:-84:-27);right
2485;Left;MNI(-24:-5:-30);left
2486;Right;MNI(8:-51:61);right
2487;Left;MNI(-6:-42:49);left
2488;Right;MNI(4:-57:-46);right
2489;Right;MNI(40:-16:23);right
2490;Right;MNI(7:-60:-44);right
2491;Left;MNI(-36:-67:48);left
2492;Right;MNI(53:11:18);right
2493;Left;MNI(-36:54:-10);left
2494;Left;MNI(-40:20:27);left
2495;Right;MNI(0:-61:-45);right
2496;Left;MNI(-3:-29:-22);left
2497;Right;MNI(31:-11:-26);right
2498;Left;MNI(-1:-73:-30);left
2499;Left;MNI(-24:18:63);left
2500;Right;MNI(54:-68:27);right
2501;Left;MNI(-45:-42:39);left
2502;Left;MNI(-45:8:-17);left
2503;Right;MNI(30:43:47);right
2504;Right;MNI(22:-39:2);right
2505;Right;MNI(57:27:12);right
2506;Left;MNI(-57:-3:35);left
2507;Right;MNI(36:-24:57);right
2508;Right;MNI(44:17:-13);right
2509;Left;MNI(-12:2:-12);left
2510;Right;MNI(27:-79:40);right
2511;Right;MNI(43:60:-2);right
2512;Right;MNI(45:-39:53);right
2513;Left;MNI(-3:-83:-16);left
2514;Left;MNI(-54:16:9);left
